Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0754742X;Circonscription d'inspection du 1er degré de Paris 7-8 Invalides-Etoile;Service Administratif;;8 rue Robert Estienne;;75008 PARIS;75008;75108;Paris  8e  Arrondissement;075;01;11;;;;;;0144624336;;;ce.ien7-8@ac-paris.fr;;;;;;;;;;;;;;;;;;17750431300772;;;48.86861777751299, 2.305114936280163;SANS OBJET;Paris;Paris;Ile-de-France;649026.1;6863400.9;EPSG:2154;;48.86861777751299;2.305114936280163;Numéro de rue;1995-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;;;01000;BASSIN PARIS
0754842F;Ministère de l'enseignement supérieur - Administration centrale;Service Administratif;;1 rue Descartes;;75231 PARIS CEDEX 05;75231;75105;Paris  5e  Arrondissement;075;01;11;;;;;;0155559090;;;ce.0754842F@ac-paris.fr;;;;;;;;;;;;;;;;;;11004401300024;;;48.84752593390831, 2.34855962872276;SANS OBJET;Paris;Paris;Ile-de-France;652193.6;6861028.5;EPSG:2154;;48.84752593390831;2.34855962872276;Numéro de rue;1996-09-01;2025-07-22;OUVERT;ENSEIGNEMENT SUPERIEUR;0;;;800;ADMINISTRATION CENTRALE;99;;;;;;;01000;BASSIN PARIS
0922532C;Circonscription d'inspection du 1er degré de Clichy;Service Administratif;;17 rue D'ALSACE;;92110 CLICHY;92110;92024;Clichy;092;25;11;;;;;;0130834048;;;ce.0922532c@ac-versailles.fr;;;;;;;;;;;;;;;;;;17920431800622;;;48.90131541250245, 2.313326918403806;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;649660.1;6867031.4;EPSG:2154;;48.90131541250245;2.313326918403806;Numéro de rue;2003-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;;;25014;092C-GENNEVILLIERS
0922533D;Circonscription d'inspection du 1er degré de Neuilly-sur-Seine;Service Administratif;;7 bis rue ALFRED DE MUSSET;;92200 NEUILLY SUR SEINE;92200;92051;Neuilly-sur-Seine;092;25;11;;;;;;0130834504;;;ce.0922533d@ac-versailles.fr;;;;;;;;;;;;;;;;;;17920431800788;;;48.885333650352365, 2.278035319100347;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;647056.7;6865277.4;EPSG:2154;;48.885333650352365;2.278035319100347;Numéro de rue;2003-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;;;25015;092E-NEUILLY-SUR-SEINE
0940928Y;Circonscription d'inspection du 1er degré d'Arcueil;Service Administratif;;64 avenue de la Convention;;94110 ARCUEIL;94110;94003;Arcueil;094;24;11;;;;;;0178682390;;;ce.0940928Y@ac-creteil.fr;;;;;;;;;;;;;;;;;;17940431400462;;;48.80328338008345, 2.3349276865602073;SANS OBJET;Val-de-Marne;Créteil;Ile-de-France;651151.8;6856117.6;EPSG:2154;;48.80328338008345;2.3349276865602073;Numéro de rue;1968-09-10;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;809;CIRCONSCRIPTIONS INSPECTION EDUC NAT;99;;;;;;;24943;94 BASSIN 3-OUEST (DIST. 6, 7, 8 ET 9)
0750463W;Lycée polyvalent Lucas de Nehou;Lycée;Public;4 rue des Feuillantines;;;75005;75100;Paris;075;01;11;;;;;;01 56 81 25 90;;http://lyc-lucas-de-nehou.ac-paris.fr;ce.0750463w@ac-paris.fr;;;;;;;;;;;;;;;;;;19750463200013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16363;48.841496988667906, 2.3430363196319313;SANS OBJET;Paris;Paris;Ile-de-France;651782.7;6860361.5;EPSG:2154;;48.841496988667906;2.3430363196319313;Parfaite;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;306;LYCEE POLYVALENT;99;0752846L;;;;075002;ZAP 5-13;;
0753378P;Ecole Supérieure d'Assurances;;Privé;13 rue Fernand Leger;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;32006002300050;;;48.863994707938005, 2.3896440324825368;;Paris;Paris;Ile-de-France;655222.7;6862835.6;EPSG:2154;;48.863994707938005;2.3896440324825368;Parfaite;1984-01-31;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0753569X;Ec techn sup du laboratoire;;Privé;95 rue du Dessous des Berges;;75013 PARIS;75013;75113;Paris 13e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.828158886485866, 2.37311257740829;;Paris;Paris;Ile-de-France;653978.3;6858860.5;EPSG:2154;;48.828158886485866;2.37311257740829;Parfaite;1967-06-15;2025-07-22;OUVERT;ENSEIGNEMENT SUPERIEUR;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0754788X;Intégrale - Insitut d'enseignement supérieur privé;;Privé;64 bis rue du Rocher;;75008 PARIS;75008;75108;Paris  8e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.878921703996745, 2.3190735375080047;;Paris;Paris;Ile-de-France;650059.9;6864537.7;EPSG:2154;;48.878921703996745;2.3190735375080047;Parfaite;1995-09-01;2025-07-22;OUVERT;ENSEIGNEMENT SUPERIEUR;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0755017W;Institut supérieur privé de Ressources informatiques;;Privé;63 rue Ampère;;75017 PARIS;75017;75117;Paris 17e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.88519527848256, 2.3009403935206936;;Paris;Paris;Ile-de-France;648736.2;6865246.9;EPSG:2154;;48.88519527848256;2.3009403935206936;Parfaite;2000-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0755623E;Etab privé d'enseignt tech sup Comart;;Privé;15 rue du Louvre;;75001 PARIS;75001;75101;Paris  1er Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.863501193859825, 2.3419954929041773;;Paris;Paris;Ile-de-France;651726.7;6862808.8;EPSG:2154;;48.863501193859825;2.3419954929041773;Parfaite;2011-07-18;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0755758B;Aureïs Formation;;Privé;322 rue des Pyrénées;;75020 PARIS;75020;75120;Paris 20e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;53208806900010;;;48.872896225123455, 2.3908539955616175;;Paris;Paris;Ile-de-France;655319.1;6863824.7;EPSG:2154;;48.872896225123455;2.3908539955616175;Parfaite;2014-01-28;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0755775V;Etablissement Privé d'Enseignement Supérieur Technique Association APEPSUP;;Privé;7 rue de la Vega;;75012 PARIS;75012;75112;Paris 12e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;50824348200041;;;48.837239663230825, 2.40459243382972;;Paris;Paris;Ile-de-France;656296.9;6859852.3;EPSG:2154;;48.837239663230825;2.40459243382972;Parfaite;2014-09-01;2025-07-22;OUVERT;ENSEIGNEMENT SUPERIEUR;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0756492Z;Etablissement privé Hecten;;Privé;44 rue Poliveau;;75005 PARIS;75005;75105;Paris  5e  Arrondissement;075;01;11;;;;;;;;;;;;;;;;;;;;;;;;;;;94943720600020;;;48.839822981467044, 2.3568853597178316;;Paris;Paris;Ile-de-France;652797.6;6860167.0;EPSG:2154;;48.839822981467044;2.3568853597178316;Parfaite;2023-07-21;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;;;400;ECOLES COMPOSEES UNIQT DE STS ET OU CPGE;10;;;;;;;;
0920193K;Ecole élémentaire publique Marcel Doret;Ecole;Public;39 avenue de la Paix;;92320 CHATILLON;92320;92020;Châtillon;092;25;11;0;1;;;;0142531760;;;ce.0920193K@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920020100149;;;48.80546383487485, 2.283318340920733;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;647363.5;6856393.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montrouge;48.80546383487485;2.283318340920733;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920880G;;;0922549W;;;25018;092F-VANVES
0920335P;Ecole élémentaire publique Larmeroux;Ecole;Public;18 rue Falret;;92170 VANVES;92170;92075;Vanves;092;25;11;0;1;;;;0141230276;;;ce.0920335P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920075500060;;;48.81860893555672, 2.2844465007624346;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;647459.6;6857854.0;EPSG:2154;Circonscription d'inspection du 1er degré de Malakoff;48.81860893555672;2.2844465007624346;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921240Y;;;0922544R;;;25018;092F-VANVES
0920358P;Ecole élémentaire publique Henri Wallon B;Ecole;Public;2 avenue de Stalingrad;;92220 BAGNEUX;92220;92007;Bagneux;092;25;11;0;1;;;;0147350416;;;ce.0920358P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;REP;;21920007800166;;;48.80565612436178, 2.3186630302599616;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;649959.5;6856391.6;EPSG:2154;Circonscription d'inspection du 1er degré de Bagneux;48.80565612436178;2.3186630302599616;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921168V;;;0922547U;;;25013;092A-ANTONY
0920396F;Ecole primaire publique Poissonniers;Ecole;Public;5 rue des Poissonniers;;92200 NEUILLY SUR SEINE;92200;92051;Neuilly-sur-Seine;092;25;11;1;1;;;;0155626366;;;ce.0920396F@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920051600116;;;48.88420912878757, 2.264970625791071;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646097.5;6865161.2;EPSG:2154;Circonscription d'inspection du 1er degré de Neuilly-sur-Seine;48.88420912878757;2.264970625791071;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0922882H;;;0922533D;;;25015;092E-NEUILLY-SUR-SEINE
0920427P;Ecole élémentaire publique Armand Silvestre;Ecole;Public;186 rue Armand Silvestre;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;0;1;;;;0171057876;;;ce.0920427P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800304;;;48.904421743173046, 2.273848513746217;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646769.2;6867402.7;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.904421743173046;2.273848513746217;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0922523T;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0920448M;Ecole maternelle publique Voltaire;Ecole;Public;44 rue de l'Aigle;;92250 LA GARENNE COLOMBES;92250;92035;La Garenne-Colombes;092;25;11;1;0;;;;0172424554;;;ce.0920448M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920035900020;;;48.90714199556326, 2.2491664198665036;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644962.8;6867722.1;EPSG:2154;Circonscription d'inspection du 1er degré de Colombes II;48.90714199556326;2.2491664198665036;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921779J;;;0922537H;;;25015;092E-NEUILLY-SUR-SEINE
0920493L;Ecole maternelle publique Fleury;Ecole;Public;97 rue de Fleury;;92140 CLAMART;92140;92023;Clamart;092;25;11;1;0;;;;0186674006;;;ce.0920493L@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920023500113;;;48.81170806388631, 2.260383388630893;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645685.6;6857103.0;EPSG:2154;Circonscription d'inspection du 1er degré de Clamart;48.81170806388631;2.260383388630893;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0920653K;;;0922182X;;;25018;092F-VANVES
0920495N;Ecole maternelle publique Justin Oudin;Ecole;Public;4 allée Lucie Aubrac;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;1;0;;;;0141239060;;;ce.0920495N@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900155;;;48.81756769266122, 2.271382251108527;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646499.3;6857747.0;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.81756769266122;2.271382251108527;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921396T;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0920516L;Ecole maternelle publique Jules Ferry;Ecole;Public;13 rue Jules Ferry;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;1;0;;;;0141239040;;;ce.0920516L@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900130;;;48.82718673569982, 2.2653713943275915;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646067.9;6858820.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.82718673569982;2.2653713943275915;Numéro de rue;1965-05-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0920877D;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0920856F;Ecole maternelle publique Paul Vaillant-Couturier;Ecole;Public;22 rue Alexis Martin;;92240 MALAKOFF;92240;92046;Malakoff;092;25;11;1;0;;;;0147352927;;;ce.0920856F@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920046600106;;;48.81345362444438, 2.293976392087873;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;648154.2;6857274.5;EPSG:2154;Circonscription d'inspection du 1er degré de Malakoff;48.81345362444438;2.293976392087873;Numéro de rue;1967-09-19;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0921240Y;;;0922544R;;;25018;092F-VANVES
0921120T;Ecole primaire privée Jeanne d'Arc;Ecole;Privé;44 rue Gabriel Péri;;92120 MONTROUGE;92120;92049;Montrouge;092;25;11;1;1;;;;0142531895;;;ce.0921120T@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;78540647100033;;;48.818782783691596, 2.3185160238156888;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hauts-de-Seine;Versailles;Ile-de-France;649961.3;6857851.2;EPSG:2154;Circonscription d'inspection du 1er degré de Montrouge;48.818782783691596;2.3185160238156888;Numéro de rue;1969-02-24;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0920880G;;;0922549W;;;25013;092A-ANTONY
0921125Y;Ecole primaire privée La Trinité;Ecole;Privé;23 rue des Poissonniers;;92200 NEUILLY SUR SEINE;92200;92051;Neuilly-sur-Seine;092;25;11;1;1;;;;0146249545;;;ce.0921125Y@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;77572827200011;;;48.88541063973426, 2.262629923505064;CONTRAT D'ASSOCIATION TOUTES CLASSES;Hauts-de-Seine;Versailles;Ile-de-France;645927.1;6865296.4;EPSG:2154;Circonscription d'inspection du 1er degré de Neuilly-sur-Seine;48.88541063973426;2.262629923505064;Numéro de rue;1969-02-24;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;30;0922686V;;;0922533D;;;25015;092E-NEUILLY-SUR-SEINE
0921172Z;Ecole primaire privée Cours Marymount;Ecole;Privé;72 boulevard de la Saussaye;;92200 NEUILLY SUR SEINE;92200;92051;Neuilly-sur-Seine;092;25;11;1;1;;;;0146241051;;;vtruong@marymount.fr;0;0;0;;;;;;;;;;;;;;;78542451600025;;;48.89275875738858, 2.2702086529447474;HORS CONTRAT;Hauts-de-Seine;Versailles;Ile-de-France;646490.4;6866108.3;EPSG:2154;Circonscription d'inspection du 1er degré de Neuilly-sur-Seine;48.89275875738858;2.2702086529447474;Numéro de rue;1969-03-24;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;10;;;;0922533D;;;25015;092E-NEUILLY-SUR-SEINE
0921251K;Ecole élémentaire publique Paulette Nardal;Ecole;Public;108 rue Paul Vaillant-Couturier;;92240 MALAKOFF;92240;92046;Malakoff;092;25;11;0;1;;;;0140928254;;;ce.0921251K@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920046600049;;;48.81574461251173, 2.293712493464678;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;648137.1;6857529.4;EPSG:2154;Circonscription d'inspection du 1er degré de Malakoff;48.81574461251173;2.293712493464678;Numéro de rue;1970-05-06;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921240Y;;;0922544R;;;25018;092F-VANVES
0921397U;Ecole maternelle publique Saint-Exupéry;Ecole;Public;20 bis rue de Bezons;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;1;0;;;;0171057807;;;ce.0921397U@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800106;;;48.89409813600467, 2.251602285948516;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645127.6;6866270.0;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.89409813600467;2.251602285948516;Numéro de rue;1971-10-12;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922020W;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0921458K;Ecole élémentaire publique Aristide Briand;Ecole;Public;46 bis rue de la Vanne;;92120 MONTROUGE;92120;92049;Montrouge;092;25;11;0;1;;;;0146127635;;;ce.0921458K@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920049000270;;;48.81474745325436, 2.3282487291915164;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;650672.1;6857396.4;EPSG:2154;Circonscription d'inspection du 1er degré de Montrouge;48.81474745325436;2.3282487291915164;Numéro de rue;1971-06-18;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920880G;;;0922549W;;;25013;092A-ANTONY
0921460M;Ecole élémentaire publique Paul Bert;Ecole;Public;27 rue Aristide Briand;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;0;1;;;;0141239100;;;ce.0921460M@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900056;;;48.8212911740775, 2.2559025989284978;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645366.6;6858171.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.8212911740775;2.2559025989284978;Numéro de rue;1971-06-18;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921396T;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0921522E;Ecole maternelle publique Jacques Dulud;Ecole;Public;101 rue Jacques Dulud;;92200 NEUILLY SUR SEINE;92200;92051;Neuilly-sur-Seine;092;25;11;1;0;;;;0155626470;;;ce.0921522E@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920051600025;;;48.881296602369915, 2.262408638769307;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645906.6;6864839.1;EPSG:2154;Circonscription d'inspection du 1er degré de Neuilly-sur-Seine;48.881296602369915;2.262408638769307;Numéro de rue;1972-05-15;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922882H;;;0922533D;;;25015;092E-NEUILLY-SUR-SEINE
0921651V;Ecole élémentaire publique Jean de La Fontaine;Ecole;Public;17 rue de l'Abbé Derry;;92130 ISSY LES MOULINEAUX;92130;92040;Issy-les-Moulineaux;092;25;11;1;1;;;;0141238930;;;ce.0921651V@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920040900098;;;48.82207375425517, 2.2779265392311916;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646984.4;6858243.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Issy-les-Moulineaux;48.82207375425517;2.2779265392311916;Numéro de rue;1975-05-14;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920877D;;;0922542N;;;25016;092B-BOULOGNE-BILLANCOURT
0921693R;Ecole maternelle publique Mozart;Ecole;Public;8 allée Mozart;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;1;0;;;;0171057762;;;ce.0921693R@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800155;;;48.891323467220495, 2.253438366105502;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645259.3;6865960.2;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.891323467220495;2.253438366105502;Numéro de rue;1976-05-14;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;101;ECOLE MATERNELLE;99;0922020W;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0921800G;Ecole élémentaire publique Marceau;Ecole;Public;20 rue Marceau;;92170 VANVES;92170;92075;Vanves;092;25;11;0;1;;;;0141230951;;;ce.0921800G@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920075500128;;;48.823500453951105, 2.295462574497069;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;648273.3;6858390.6;EPSG:2154;Circonscription d'inspection du 1er degré de Malakoff;48.823500453951105;2.295462574497069;Numéro de rue;1977-05-16;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921240Y;;;0922544R;;;25018;092F-VANVES
0921922P;Ecole élémentaire publique Guynemer;Ecole;Public;24 rue Carnot;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;0;1;;;;0175057838;;;ce.0921922P@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800114;;;48.89438660328194, 2.2461192076652865;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644725.9;6866305.9;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.89438660328194;2.2461192076652865;Numéro de rue;1980-09-15;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0922020W;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
0921943M;Ecole élémentaire publique Jules Ferry;Ecole;Public;6 rue Jules Ferry;;92140 CLAMART;92140;92023;Clamart;092;25;11;0;1;;;;0171167530;;;ce.0921943M@ac-versailles.fr;1;0;1;;;;;;;;;;;;;;;21920023500105;;;48.80899522480749, 2.2697045724473535;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;646367.3;6856795.0;EPSG:2154;Circonscription d'inspection du 1er degré de Clamart;48.80899522480749;2.2697045724473535;Numéro de rue;1981-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0920653K;;;0922182X;;;25018;092F-VANVES
0922098F;Ecole primaire publique La Rotonde;Ecole;Public;Rue Paul Lafargue;;92800 PUTEAUX;92800;92062;Puteaux;092;25;11;1;1;;;;0147780104;;;ce.0922098F@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920062300201;;;48.88570890282083, 2.2464016662466038;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;644737.4;6865340.8;EPSG:2154;Circonscription d'inspection du 1er degré de Puteaux;48.88570890282083;2.2464016662466038;Rue;1986-09-01;2025-07-22;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0921219A;;;0922781Y;;;25017;092D-NANTERRE
0922100H;Ecole élémentaire publique André Malraux;Ecole;Public;11 rue Louis Blanc;;92400 COURBEVOIE;92400;92026;Courbevoie;092;25;11;0;1;;;;0171057859;;;ce.0922100H@ac-versailles.fr;1;0;0;;;;;;;;;;;;;;;21920026800338;;;48.89072670214987, 2.2514843574020027;SANS OBJET;Hauts-de-Seine;Versailles;Ile-de-France;645115.4;6865895.2;EPSG:2154;Circonscription d'inspection du 1er degré de Courbevoie - Mission attractivité internationale (1er degré);48.89072670214987;2.2514843574020027;Numéro de rue;1986-09-01;2025-07-22;A FERMER;MINISTERE DE L'EDUCATION NATIONALE;0;0;;151;ECOLE DE NIVEAU ELEMENTAIRE;99;0922020W;;;0922173M;;;25015;092E-NEUILLY-SUR-SEINE
