LicenceRSN,LicenceNumber,LicenceRevisionNumber,BusinessName,BusinessTradeName,Status,IssuedDate,ExpiredDate,BusinessType,BusinessSubType,Unit,UnitType,House,Street,City,Province,Country,PostalCode,LocalArea,NumberOfEmployees,Latitude,Longitude,FeePaid,ExtractDate
2560544,16-101737,0,C K L Investments Ltd ,,Issued,15-12-02 11:11,16-12-31 0:00,Apartment House,,,,2060,Comox St,Vancouver,BC,CAN,V6G 1R8,01-West End,0,49.29100185,-123.1439256,2747,16-06-12
2569042,16-110231,0,Modular Connections Contracting Ltd ,,Pending,,,Contractor - Special Trades,Other,201,Unit,2060,COMOX ST,Vancouver,BC,CAN,V6G 1R8,01-West End,0,49.29100185,-123.1439256,,16-06-12
2564234,16-105426,0,Hugh Patrick Cooper Stansfield (Hugh Stansfield),Creative Cast ,Pending,,,Computer Services,Design,902,Unit,1952,COMOX ST,Vancouver,BC,CAN,V6G 1R5,01-West End,0,49.29007081,-123.1424950,,16-06-12
2679439,16-203911,0,Perfect Fit Plumbing & Heating Ltd ,,Issued,16-03-16 16:36,16-12-31 0:00,Plumber & Gas Contractor,,1706,Unit,1850,COMOX ST,Vancouver,BC,CAN,V6G 1R3,01-West End,0,49.28896784,-123.1407758,166,16-06-12
2595136,16-136311,0,Peter Bo Wang & Lina Wu ,Citymark Architectural Design Consultants Intl ,Pending,,,Office,Consultant,307,Unit,1845,COMOX ST,Vancouver,BC,CAN,V6G 1R1 ,01-West End,2,49.28943747,-123.1403445,,16-06-12
2559933,16-101126,0,Commonwealth Holding Co Ltd ,,Issued,15-12-15 15:09,16-12-31 0:00,Apartment House,,,,1772,Comox St,Vancouver,BC,CAN,V6G 1P8,01-West End,0,49.28823789,-123.1396403,4087,16-06-12
2576492,16-117677,0,Four Seasons Raquet & Fitness Centre Inc ,Denman Fitness Company ,Issued,15-12-02 8:26,16-12-31 0:00,Fitness Centre,Fitness Centre - Class 1,,,1731,Comox St,Vancouver,BC,CAN,V6G 1P6,01-West End,10,49.28865511,-123.1386444,136,16-06-12
2563644,16-104836,0,Kyowa Holding Company Limited ,Denman Fitness Company ,Issued,15-12-02 8:24,16-12-31 0:00,Club,,,,1731,Comox,Vancouver,BC,CAN,V6G 1P5,01-West End,10,,,10,16-06-12
2559814,16-101007,0,(Emily Kelly),,Issued,15-11-30 15:35,16-12-31 0:00,Apartment House,,,,1550,COMOX ST,Vancouver,BC,CAN,V6G 1P2,01-West End,0,49.28618828,-123.1365068,335,16-06-12
2561631,16-102824,0,Zaid Al-Khafaji & Halah Al-Shareefi ,,Issued,15-12-15 11:32,16-12-31 0:00,Apartment House,,,,1546,COMOX ST,Vancouver,BC,CAN,V6G 1P2,01-West End,0,49.28616963,-123.1364458,402,16-06-12
2606030,16-147191,0,(Saeir Sajadi),Junk In Our Trunk ,Pending,,,Scavenging,,208,Unit,1424,COMOX ST,Vancouver,BC,CAN,V6G 1P1,01-West End,0,49.28521426,-123.1349657,,16-06-12
2590756,16-131935,0,Benefactours Incorporated ,BenefacTours ,Issued,15-12-22 9:20,16-12-31 0:00,Office,Tour Operator/Guide,406,Unit,2045,NELSON ST,Vancouver,BC,CAN,V6G 1N8,01-West End,1,49.29170711,-123.1416993,136,16-06-12
2612136,16-151530,0,Sandra Dorothy Goold (Sandra Goold),GSD Education Consulting Services ,Issued,15-10-30 14:27,16-12-31 0:00,Office,Consultant,1104,Unit,2040,NELSON ST,Vancouver,BC,CAN,V6G 1N5,01-West End,0,49.29132546,-123.1422736,136,16-06-12
2559478,16-100671,0,Shelmarjay Holdings Ltd ,Park Beach Manor ,Issued,15-12-23 15:28,16-12-31 0:00,Apartment House,,,,1925,Nelson St,Vancouver,BC,CAN,V6G 1N3,01-West End,0,49.29081825,-123.1403243,1340,16-06-12
2693070,16-217456,0,Charlie O M Petit (Charlie Petit),Imply Design ,Issued,16-04-15 11:21,16-12-31 0:00,Office,Design Company,202,Unit,1925,NELSON ST,Vancouver,BC,CAN,V6G 1N3,01-West End,1,49.29081825,-123.1403243,155,16-06-12
2696631,16-220994,0,Chantell L Darroch (Chantell Darroch),Bud Break Wine School ,Issued,16-04-26 9:04,16-12-31 0:00,Instruction,Other,401,Unit,1931,NELSON ST,Vancouver,BC,CAN,V6G 1N3,01-West End,0,49.29094484,-123.1405164,144,16-06-12
2559785,16-100978,0,Four Winds Apartments Ltd ,,Issued,15-12-04 15:05,16-12-31 0:00,Apartment House,,,,1906,Nelson St,Vancouver,BC,CAN,V6G 1N2,01-West End,0,49.29043371,-123.1406876,2479,16-06-12
2565400,16-106590,0,Terry Lee Batstone (Terry Batstone),A & L Contracting ,Issued,15-11-13 16:27,16-12-31 0:00,Contractor,Alterations & Repairs,202,Unit,1928,NELSON ST,Vancouver,BC,CAN,V6G 1N2,01-West End,0,49.29062290,-123.1411860,165,16-06-12
2561272,16-102465,0,EMK Properties Ltd ,,Issued,15-12-18 9:31,16-12-31 0:00,Apartment House,,,,1872,NELSON ST,Vancouver,BC,CAN,V6G 1N1,01-West End,0,49.28992529,-123.1401024,2345,16-06-12
2560016,16-101209,0,Lotte & John Hecht Memorial Foundation ,,Issued,15-12-11 9:43,16-12-31 0:00,Apartment House,,,,1805,NELSON ST,Vancouver,BC,CAN,V6G 1M9,01-West End,0,49.28974623,-123.1387123,1072,16-06-12
2564441,16-105633,0,(Sonya Gibson),,Issued,15-12-23 14:08,16-12-31 0:00,Computer Services,Other,202,Unit,1835,NELSON ST,Vancouver,BC,CAN,V6G 1M9,01-West End,1,49.28989159,-123.1390208,136,16-06-12
2675847,16-200347,0,Derek Russell Bartley (Derek Bartley),Entheos Publishing ,Issued,16-03-24 12:47,16-12-31 0:00,Office,Publisher,204,Unit,1835,NELSON ST,Vancouver,BC,CAN,V6G 1M9,01-West End,1,49.28989159,-123.1390208,178,16-06-12
2562070,16-103263,0,(Lauren Roxborough),,Issued,15-12-10 8:47,16-12-31 0:00,Apartment House Strata,,,Unit,1718,NELSON ST,Vancouver,BC,CAN,V6G 1M8,01-West End,0,49.28833327,-123.1377336,65,16-06-12
2564013,16-105205,0,(Karmela Buric),DaDa Web Development ,Issued,15-12-29 21:40,16-12-31 0:00,Computer Services,Other,804,Unit,1735,NELSON ST,Vancouver,BC,CAN,V6G 1M7,01-West End,0,49.28886088,-123.1373101,136,16-06-12
2562090,16-103283,0,(Marie Cheong),,Issued,16-01-30 18:51,16-12-31 0:00,Apartment House Strata,,307,Unit,1705,NELSON ST,Vancouver,BC,CAN,V6G 1M6,01-West End,0,49.28871398,-123.1371678,105,16-06-12
2597564,16-138736,0,Violator Films Inc ,Violator Films ,Pending,,,Production Company,Film Production,8,Unit,1460,NELSON ST,Vancouver,BC,CAN,V6G 1L8,01-West End,1,49.28623229,-123.1343944,,16-06-12
2560058,16-101251,0,Dasar Holdings Ltd Et Al ,,Issued,16-01-05 13:28,16-12-31 0:00,Apartment House,,,,2040,Barclay St,Vancouver,BC,CAN,V6G 1L5,01-West End,0,49.29227305,-123.1415908,1474,16-06-12
2597802,16-138974,0,(Kyle Hollett),The Herd Films ,Issued,16-04-22 10:00,16-12-31 0:00,Production Company,Film Production,500,Unit,2010,BARCLAY ST,Vancouver,BC,CAN,V6G 1L5,01-West End,2,49.29193547,-123.1410536,176,16-06-12
2603786,16-144949,0,Jie (Lisa) Zhao & David Mabberley ,J Z Property Maintenance Service ,Issued,15-11-20 22:39,16-12-31 0:00,Repair/ Service/Maintenance,,505,Unit,1906,BARCLAY ST,Vancouver,BC,CAN,V6G 1L4,01-West End,2,49.29106536,-123.1397833,136,16-06-12
2559653,16-100846,0,Hollyburn Properties (Alberta) Ltd ,Windsor ,Issued,15-12-15 13:39,16-12-31 0:00,Apartment House,,,,1924,Barclay St,Vancouver,BC,CAN,V6G 1L3,01-West End,0,49.29118656,-123.1399900,2764,16-06-12
2560184,16-101377,0,Jackson Lam Yvonne Y W Lau & Jack C W Lam ,,Issued,15-12-14 15:20,16-12-31 0:00,Apartment House,,,,1958,Barclay St,Vancouver,BC,CAN,V6G 1L3,01-West End,0,49.29151974,-123.1404252,2814,16-06-12
2712915,16-237214,0,High Tide Health Ltd ,,Issued,16-05-25 10:45,16-12-31 0:00,Retail Dealer,Other,A,Unit,1940,BARCLAY ST,Vancouver,BC,CAN,V6G 1L3,01-West End,1,49.29138603,-123.1402337,144,16-06-12
2570484,16-111671,0,Todd Edward Fanter (Todd Fanter),Guys & Dollies Moving Co ,Issued,16-01-07 10:25,16-12-31 0:00,Moving/Transfer Service,,208,Unit,1901,BARCLAY ST,Vancouver,BC,CAN,V6G 1L1,01-West End,1,49.29139589,-123.1390663,136,16-06-12
2581975,16-123157,0,Kathryn Elsbeth Dunn (Kathryn Dunn),Balance Works ,Pending,,,Instruction,Fitness Instruction,901,Unit,1967,BARCLAY ST,Vancouver,BC,CAN,V6G 1L1,01-West End,0,49.29190039,-123.1399327,,16-06-12
2570455,16-111642,0,(Woojeong Kim),Viva Van ,Issued,15-12-17 22:29,16-12-31 0:00,Moving/Transfer Service,Delivery,303,Unit,1872,BARCLAY ST,Vancouver,BC,CAN,V6G 1K8,01-West End,0,49.29062954,-123.1390387,136,16-06-12
2559784,16-100977,0,Reliance Holdings Ltd ,,Issued,15-12-07 14:30,16-12-31 0:00,Apartment House,,,,1847,Barclay St,Vancouver,BC,CAN,V6G 1K7,01-West End,0,49.29076020,-123.1380854,1608,16-06-12
2655069,16-179720,0,Laura C O'Reilly (Laura O'Reilly),Potentialize Me Yoga ,Issued,16-01-26 11:45,16-12-31 0:00,Instruction,Fitness Instruction,205,Unit,1835,BARCLAY ST,Vancouver,BC,CAN,V6G 1K7,01-West End,0,49.29063305,-123.1379736,189,16-06-12
2566463,16-107653,0,Justin Lorne Gasmo ,Gasmo Contracting ,Gone Out of Business,,,Contractor,Alterations & Repairs,1001,Unit,1770,BARCLAY ST,Vancouver,BC,CAN,V6G 1K5,01-West End,1,49.28956283,-123.1374138,,16-06-12
2581945,16-123127,0,John Raymond Waye (John Waye),John Waye Consulting ,Issued,16-01-04 15:12,16-12-31 0:00,Instruction,Other,103,Unit,1720,BARCLAY ST,Vancouver,BC,CAN,V6G 1K4,01-West End,0,49.28916374,-123.1367780,136,16-06-12
2559506,16-100699,0,EMV Holdings Corp ,,Issued,15-12-23 12:52,16-12-31 0:00,Apartment House,,,,1601,Barclay St,Vancouver,BC,CAN,V6G 1J9,01-West End,0,49.28834171,-123.1343473,3149,16-06-12
2561275,16-102468,0,Barclay Plaza Inc ,,Issued,15-12-01 16:32,16-12-31 0:00,Apartment House,,,,1531,BARCLAY ST,Vancouver,BC,CAN,V6G 1J8,01-West End,0,49.28782857,-123.1335502,1407,16-06-12
2561591,16-102784,0,YHY Enterprises Ltd ,,Issued,15-12-21 12:14,16-12-31 0:00,Apartment House,,,,1549,BARCLAY ST,Vancouver,BC,CAN,V6G 1J8,01-West End,0,49.28795517,-123.1337513,1546,16-06-12
2573610,16-114796,0,(Nickolas Meyer),Twist Of Fete Event Planning + Design ,Gone Out of Business,,,Entertainment Services,Event Coordinator,301,Unit,2020,HARO ST,Vancouver,BC,CAN,V6G 1J3,01-West End,1,49.29278518,-123.1402328,,16-06-12
2560344,16-101537,0,Mason Investments Ltd ,,Issued,15-12-14 15:20,16-12-31 0:00,Apartment House,,,,1955,Haro St,Vancouver,BC,CAN,V6G 1J1,01-West End,0,49.29247950,-123.1385935,4690,16-06-12
2560283,16-101476,0,1915 Haro Holdings Ltd ,,Issued,15-12-14 15:20,16-12-31 0:00,Apartment House,,,,1915,Haro St, Vancouver,BC,CAN,V6G 1H9,01-West End,0,,,9648,16-06-12
2579349,16-120533,0,8-788 Holdings Ltd ,Buchan Hotel ,Issued,15-12-24 11:10,16-12-31 0:00,Hotel,,,,1906,Haro St,Vancouver,BC,CAN,V6G 1H7,01-West End,0,49.29171537,-123.1385659,2218,16-06-12
2559669,16-100862,0,Kentrol Investments Inc ,,Issued,15-12-18 10:27,16-12-31 0:00,Apartment House,,,,1918,Haro St,Vancouver,BC,CAN,V6G 1H6,01-West End,0,49.29184243,-123.1387623,1407,16-06-12
2594623,16-135798,0,Jeremy Greet Catherall (Jeremy Catherall),Vancouver Bike Tours ,Issued,16-01-21 11:18,16-12-31 0:00,Office,Tour Operator/Guide,105,Unit,1990,HARO ST,Vancouver,BC,CAN,V6G 1H6,01-West End,1,49.29234972,-123.1395598,176,16-06-12
2572041,16-113228,0,578541 BC Ltd ,JD Electrical Systems ,Issued,15-12-17 14:27,16-12-31 0:00,Electrical Contractor,,604,Unit,1225,BARCLAY ST,Vancouver,BC,CAN,V6G 1H5,01-West End,6,49.28505579,-123.1292509,136,16-06-12
2560963,16-102156,0,Lotte and John Hecht Memorial Foundation ,,Issued,15-12-11 9:41,16-12-31 0:00,Apartment House,,,,1851,HARO ST,Vancouver,BC,CAN,V6G 1H3,01-West End,0,49.29146308,-123.1370230,1474,16-06-12
2590077,16-131256,0,(Daniel Robillard),Robillard Design ,Issued,15-12-03 15:51,16-12-31 0:00,Office,Interior Design/Decorator,1903,Unit,1755,HARO ST,Vancouver,BC,CAN,V6G 1H2,01-West End,0,49.29053218,-123.1355417,136,16-06-12
2593457,16-134634,0,MB Migration Services (Canada) Inc ,,Issued,16-01-31 19:37,16-12-31 0:00,Office,Consultant,301,Unit,1655,HARO ST,Vancouver,BC,CAN,V6G 1G9,01-West End,1,49.28938579,-123.1338153,176,16-06-12
2706300,16-123880,1,Urban Life Solutions Inc ,,Issued,16-05-11 15:32,16-12-31 0:00,Janitorial Services,,1101,Unit,1655,HARO ST,Vancouver,BC,CAN,V6G 1G9,01-West End,1,49.28938579,-123.1338153,10,16-06-12
2559479,16-100672,0,Shelmarjay Holdings Ltd ,Shelmarjay Apartments ,Issued,15-12-23 15:29,16-12-31 0:00,Apartment House,,,,1629,Haro St,Vancouver,BC,CAN,V6G 1G8,01-West End,0,49.28925378,-123.1336203,2680,16-06-12
2561649,16-102842,0,YFC Holdings Ltd ,,Issued,15-11-05 12:23,16-12-31 0:00,Apartment House,,,,1620,HARO ST,Vancouver,BC,CAN,V6G 1G7,01-West End,0,49.28878509,-123.1340425,1206,16-06-12
2561765,16-102958,0,Home Case Holdings Ltd ,,Issued,16-02-22 11:27,16-12-31 0:00,Apartment House,,,,1610,HARO ST,Vancouver,BC,CAN,V6G 1G7,01-West End,0,49.28866119,-123.1338419,1327,16-06-12
2671437,16-195969,0,(Dariusz Dzido),,Issued,16-02-29 9:22,16-12-31 0:00,Electrical Contractor,,1407,Unit,1501,HARO ST,Vancouver,BC,CAN,V6G 1G4,01-West End,1,49.28844165,-123.1323465,166,16-06-12
2705759,16-230084,0,Sim Geological Inc ,,Issued,16-05-24 9:21,16-12-31 0:00,Office,Consultant,508,Unit,1950,ROBSON ST,Vancouver,BC,CAN,V6G 1E8,01-West End,2,49.29273556,-123.1380969,144,16-06-12
2563857,16-105049,0,Starfish Technologies Inc ,,Issued,15-11-05 23:33,16-12-31 0:00,Computer Services,Database Management,603,Unit,1933,ROBSON ST,Vancouver,BC,CAN,V6G 1E7,01-West End,0,49.29321790,-123.1375642,136,16-06-12
2593973,16-135149,0,Maung Hla Tin (Maung Tin),Tristan Elijah Management & Design ,Pending,,,Office,Project Management,906,Unit,1933,ROBSON ST,Vancouver,BC,CAN,V6G 1E7,01-West End,1,49.29321790,-123.1375642,,16-06-12
2606047,16-147208,0,Brent Theodore Skerrett (Brent Skerrett),Mainland Junk Removal ,Gone Out of Business,,,Scavenging,,,,1933,ROBSON ST,Vancouver,BC,CAN,V6G 1E7,01-West End,0,49.29321790,-123.1375642,,16-06-12
2564322,16-105514,0,Agency of Thought Communications Inc ,,Pending,,,Computer Services,Design,502,Unit,1905,ROBSON ST,Vancouver,BC,CAN,V6G 1E6,01-West End,1,49.29288231,-123.1369972,,16-06-12
2579194,16-120379,0,1002120 BC Ltd ,Polished Nail Bar ,Pending,,,Health and Beauty,Beauty and Wellness Centre,,,1817,ROBSON ST,Vancouver,BC,CAN,V6G 1E4,01-West End,7,49.29184362,-123.1354527,,16-06-12
2600566,16-141735,0,Teema Enterprises Inc ,Ezeeriders Bike Rental And Sales ,Issued,15-11-12 22:52,16-12-31 0:00,Retail Dealer,Other,,,1823,ROBSON ST,Vancouver,BC,CAN,V6G 1E4,01-West End,4,49.29184362,-123.1354527,136,16-06-12
2604762,16-145923,0,Tavola Restaurant Corp ,Tavola Restaurant ,Issued,15-11-05 9:50,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,1829,ROBSON ST,Vancouver,BC,CAN,V6G 1E4,01-West End,17,49.29184362,-123.1354527,1406,16-06-12
2664466,16-189024,0,(Eric Banerd),Eric Banerd Painting ,Issued,16-03-09 12:36,16-12-31 0:00,Painter,,42,Unit,1831,ROBSON ST,Vancouver,BC,CAN,V6G 1E4,01-West End,1,49.29199795,-123.1357011,178,16-06-12
2578720,16-119905,0,Thi Suong Nguyen (Thi Nguyen),Charismatic Hair Design ,Issued,16-01-04 14:17,16-12-31 0:00,Health and Beauty,Beauty Salon,,,1808,ROBSON ST,Vancouver,BC,CAN,V6G 1E3,01-West End,2,49.29147113,-123.1358993,250,16-06-12
2581929,16-123111,0,First Western Enterprises Inc ,Deedee Yoga ,Gone Out of Business,,,Instruction,Other,201,Unit,1818,ROBSON ST,Vancouver,BC,CAN,V6G 1E3,01-West End,1,49.29153269,-123.1361077,,16-06-12
2576700,16-117885,0,Canadian Imperial Bank of Commerce ,,Issued,15-12-16 10:04,16-12-31 0:00,Financial Institution,Bank,,,1720,ROBSON ST,Vancouver,BC,CAN,V6G 1E2,01-West End,12,49.29081857,-123.1350600,1391,16-06-12
2584626,16-125807,0,Donair Spot Restaurant Ltd ,,Gone Out of Business,,,Ltd Service Food Establishment,,,,1706,ROBSON ST,Vancouver,BC,CAN,V6G 1E2,01-West End,4,49.29038002,-123.1343556,,16-06-12
2627633,16-157769,0,Moonba Enterprises Ltd ,Yogi Snack Bar ,Issued,15-12-31 13:47,16-12-31 0:00,Ltd Service Food Establishment,,,,1706,ROBSON ST,Vancouver,BC,CAN,V6G 1E2,01-West End,3,49.29038002,-123.1343556,493,16-06-12
2584986,16-126167,0,Donair Town Enterprises Ltd ,Donair Town ,Issued,15-11-26 15:00,16-12-31 0:00,Ltd Service Food Establishment,,,,1793,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,2,49.29146594,-123.1350923,493,16-06-12
2585034,16-126215,0,Twenty Twenty Resources (Canada) Inc ,Takoya ,Pending,,,Ltd Service Food Establishment,,,,1795,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,0,49.29146594,-123.1350923,,16-06-12
2601451,16-142618,0,Green Panda Health Inc ,,Gone Out of Business,,,Retail Dealer,Sports & Leisure Equipment,,,1707,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,5,49.29081448,-123.1338210,,16-06-12
2602557,16-143720,0,Robson Pharmacy Inc ,Pharmasave ,Issued,15-12-28 7:13,16-12-31 0:00,Retail Dealer - Food,Small Pharmacy,,,1747,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,3,49.29115178,-123.1343852,253,16-06-12
2604942,16-146103,0,De Dutch Pannekoek House Restaurants Inc ,De Dutch ,Issued,16-01-06 16:05,16-12-31 0:00,Restaurant Class 1,With Liquor Service,1,Unit,1725,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,9,49.29100225,-123.1340989,1023,16-06-12
2688783,16-213191,0,Wonderland Tech and Toys Ltd ,,Issued,16-04-05 16:03,16-12-31 0:00,Retail Dealer,Electronics,,,1707,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,4,49.29081448,-123.1338210,132,16-06-12
2688969,16-213377,0,Wonderland Tech and Toys Ltd ,,Issued,16-04-05 16:02,16-12-31 0:00,Repair/ Service/Maintenance,,,,1707,ROBSON ST,Vancouver,BC,CAN,V6G 1C9,01-West End,0,49.29081448,-123.1338210,132,16-06-12
2578764,16-119949,0,(Heesuk Seung),Harmonie Day Spa ,Issued,15-12-10 13:51,16-12-31 0:00,Health and Beauty,Beauty and Wellness Centre,,,1625,ROBSON ST,Vancouver,BC,CAN,V6G 1C8,01-West End,4,49.29022036,-123.1328949,322,16-06-12
2604405,16-145567,0,Haley Services Inc ,Blenz Coffee Shop ,Issued,15-12-30 16:44,16-12-31 0:00,Restaurant Class 1,No Liquor Service,,,1615,Robson St,Vancouver,BC,CAN,V6G 1C8,01-West End,10,49.29022036,-123.1328949,714,16-06-12
2570555,16-111742,0,Sai Man Chan (Sai Chan),Kimono Alteration Service ,Issued,15-12-03 15:57,16-12-31 0:00,Seamstress/Tailor,,115C,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,1,49.28945562,-123.1329372,136,16-06-12
2576866,16-118051,0,Vancouver City Savings Credit Union ,,Issued,16-01-06 16:51,16-12-31 0:00,Financial Services,Bank Machine,,,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,0,49.28945562,-123.1329372,246,16-06-12
2583843,16-125025,0,(Mike Kharboutli),Market Veranda ,Issued,15-12-22 15:35,16-12-31 0:00,Ltd Service Food Establishment,,119,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,2,49.28945562,-123.1329372,493,16-06-12
2584018,16-125200,0,Babylon Iraq Cafe Inc ,Babylon Cafe ,Pending,,,Ltd Service Food Establishment,,105,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,1,49.28945562,-123.1329372,,16-06-12
2591593,16-132771,0,Andre Joseph Robert Lessard & Barbara Anne Dewhirst ,Dewhirst Lessard Consultants ,Gone Out of Business,,,Office,Consultant,PH3,Unit,1688,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,0,49.28992449,-123.1337680,,16-06-12
2602460,16-143623,0,Red Carrots Market Ltd ,,Gone Out of Business,,,Retail Dealer - Food,Produce,128A,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,6,49.28945562,-123.1329372,,16-06-12
2602795,16-143958,0,Scott Xin Xin Zhou (Scott Zhou),Robson Market Smoke Shop ,Issued,15-12-01 12:00,16-12-31 0:00,Retail Dealer - Food,Convenience Store,122,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,0,49.28945562,-123.1329372,253,16-06-12
2604686,16-145848,0,Santouka Kamei Canada Foods Ltd ,Hokkaido Ramen Santouka ,Issued,15-11-17 13:25,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,1690,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,20,49.28992449,-123.1337680,1142,16-06-12
2619402,16-152967,0,Happy 8 Healthier Foods Inc ,,Pending,,,Ltd Service Food Establishment,,110,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,0,49.28945562,-123.1329372,,16-06-12
2631928,16-160157,0,Xuan Huong Thi Truong (Xuan Truong),Professio ,Issued,15-12-04 12:04,16-12-31 0:00,Health and Beauty,Beauty Salon,128B,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,1,49.28945562,-123.1329372,250,16-06-12
2680852,16-205309,0,Le Thi Hang Tran (Le Tran),Helen Nail ,Issued,16-04-14 13:17,16-12-31 0:00,Cosmetologist,Nail Technician,121,Unit,1610,ROBSON ST,Vancouver,BC,CAN,V6G 1C7,01-West End,2,49.28945562,-123.1329372,113,16-06-12
2579238,16-120423,0,Wonho Hair Robson Ltd ,,Issued,15-11-10 12:05,16-12-31 0:00,Health and Beauty,Beauty Salon,,,1533,ROBSON ST,Vancouver,BC,CAN,V6G 1C3,01-West End,2,49.28917189,-123.1313329,250,16-06-12
2579519,16-120703,0,Donald Richard May (Donald May),,Issued,15-12-11 12:23,16-12-31 0:00,Health Services,Chiropractor/Chiropodist,201,Unit,1525,ROBSON ST,Vancouver,BC,CAN,V6G 1C3,01-West End,1,49.28917189,-123.1313329,136,16-06-12
2580721,16-121905,0,Peter J Marr MD Inc ,Robson Medical ,Issued,15-11-13 16:57,16-12-31 0:00,Health Services,Physician/Surgeon,200,Unit,1525,ROBSON ST,Vancouver,BC,CAN,V6G 1C3,01-West End,1,49.28917189,-123.1313329,136,16-06-12
2580850,16-122034,0,Dr Prakash A Amin Inc ,,Issued,15-12-15 14:15,16-12-31 0:00,Health Services,Physician/Surgeon,321,Unit,1525,ROBSON ST,Vancouver,BC,CAN,V6G 1C3,01-West End,1,49.28917189,-123.1313329,136,16-06-12
2581740,16-122922,0,Dr Krishna Jokhani Inc ,,Issued,15-12-15 14:15,16-12-31 0:00,Health Services,Psychiatrist,321,Unit,1525,ROBSON ST,Vancouver,BC,CAN,V6G 1C3,01-West End,0,49.28917189,-123.1313329,136,16-06-12
2603778,16-144941,0,Pacific Waterhouse International Trading Inc ,Bikes on Robson ,Issued,16-05-20 22:15,16-12-31 0:00,Repair/ Service/Maintenance,,,,1531,ROBSON ST,Vancouver,BC,CAN,V6G 1C3,01-West End,2,49.28917189,-123.1313329,176,16-06-12
2578545,16-119730,0,(Amy Chu),Inger's Beauty Salon ,Issued,15-12-20 13:20,16-12-31 0:00,Health and Beauty,Beauty Salon,,,1502,Robson St,Vancouver,BC,CAN,V6G 1C2,01-West End,2,49.28867242,-123.1315321,250,16-06-12
2605446,16-146607,0,Shi Nian Restaurant Ltd ,,Gone Out of Business,16-01-05 13:21,16-12-31 0:00,Restaurant Class 1,With Liquor Service,,,1542,ROBSON ST,Vancouver,BC,CAN,V6G 1C2,01-West End,8,49.28898514,-123.1321941,1624,16-06-12
2564578,16-105770,0,Robert John Carlson (Robert Carlson),NS Systems ,Issued,15-12-01 13:20,16-12-31 0:00,Computer Services,Other,402,Unit,1455,ROBSON ST,Vancouver,BC,CAN,V6G 1C1,01-West End,1,49.28869242,-123.1305640,136,16-06-12
2603303,16-144466,0,Aproman Technology Ltd ,Robson Internet Place ,Issued,15-12-28 23:29,16-12-31 0:00,Rentals,Computer Time Rental,,,1463,ROBSON ST,Vancouver,BC,CAN,V6G 1C1,01-West End,3,49.28869242,-123.1305640,136,16-06-12
2655448,16-180090,0,(Yasumori Hikita),,Issued,16-02-05 11:28,16-12-31 0:00,Apartment House Strata,,401,Unit,1455,ROBSON ST,Vancouver,BC,CAN,V6G 1C1,01-West End,0,49.28869242,-123.1305640,118,16-06-12
2602667,16-143830,0,C Corner Gifts Inc ,C Corner ,Issued,15-12-12 20:21,16-12-31 0:00,Retail Dealer - Food,Other,L1,Unit,1400,ROBSON ST,Vancouver,BC,CAN,V6G 1B9,01-West End,3,49.28807461,-123.1308145,253,16-06-12
2566552,16-107742,0,(Goran Pavlovic),,Issued,15-12-14 20:11,16-12-31 0:00,Contractor,Alterations & Repairs,206,Unit,1960,ALBERNI ST,Vancouver,BC,CAN,V6G 1B6,01-West End,1,49.29346280,-123.1369874,165,16-06-12
2573613,16-114799,0,Paola Lizette Sahagun Avalos (Paola Avalos),Super Diva Spa Party ,Issued,15-11-07 13:02,16-12-31 0:00,Entertainment Services,Event Coordinator,1204,Unit,1960,ALBERNI ST,Vancouver,BC,CAN,V6G 1B6,01-West End,0,49.29346280,-123.1369874,136,16-06-12
2564384,16-105576,0,(Sergey Burlak),Luminous Powerhouse Creative ,Issued,16-02-03 15:01,16-12-31 0:00,Computer Services,Design,805,Unit,1920,ALBERNI ST,Vancouver,BC,CAN,V6G 1B5,01-West End,1,49.29320383,-123.1365250,176,16-06-12
2559794,16-100987,0,(Herta Field),,Issued,15-12-08 15:21,16-12-31 0:00,Apartment House,,,,1932,Alberni St,Vancouver,BC,CAN,V6G 1B4,01-West End,0,49.29337706,-123.1368486,2881,16-06-12
