HOUSE,STREET,POSTAL_CODE,PID,ZONE_CODE,LONGITUDE,LATITUDE
10731,132A St,V3T 3Y1,9721436,RF,-122.8554024,49.19767994
10731,133 St,V3T 3Z3,9721622,RF,-122.854075,49.1976697
10731,King George Blvd,V3T 2X6,11384794,CHI,-122.8457037,49.19765627
10732,City Parkway,V3T 4C7,11384352,C-8,-122.8485622,49.19771037
10735,University Dr,V3T 4B3,9524193,RF,-122.851098,49.19774406
10737,135A St,V3T 4E3,11384433,C-15,-122.847293,49.19767593
10738,132 St,V3T 3W3,9735640,RF,-122.8562228,49.1978668
10738,132A St,V3T 3X9,9384278,RF,-122.8548895,49.19785375
10739,132A St,V3T 3Y1,9735615,RF,-122.8554018,49.19786098
10739,133 St,V3T 3Z3,9721614,RF,-122.8540761,49.19784637
10744,133 St,V3T 5K1,3325989,RM-30,-122.8535736,49.19789611
10744,City Parkway,V3T 4C7,11384361,C-8,-122.8485715,49.19790412
10745,135A St,V3T 4E3,11384425,C-15,-122.8473487,49.19790565
10747,University Dr,V3T 4B3,11384174,RF,-122.8510975,49.19792414
10748,132 St,V3T 3W3,9735585,RF,-122.856224,49.19804356
10748,132A St,V3T 3X9,9721592,RF,-122.854894,49.19802821
10749,132A St,V3T 3Y1,4622235,RF,-122.8554063,49.19803544
10749,133 St,V3T 3Z3,1903675,RF,-122.8540772,49.19802313
10751,King George Blvd,V3T 2X6,5205077,C-15,-122.8457997,49.1978623
10752,City Parkway,V3T 4C7,668958,C-8,-122.8485671,49.19809175
10753,City Parkway,V3T 4C8,1626973,C-8,-122.8490065,49.19804187
10757,135A St,V3T 4E3,8352411,C-8,-122.8474088,49.19809562
10757,University Dr,V3T 4B3,7448732,RF,-122.8510858,49.19811654
10758,132 St,V3T 3W3,9735551,RF,-122.856225,49.19822023
10759,132A St,V3T 3Y1,8159751,RF,-122.8554058,49.19821319
10759,133 St,V3T 3Z3,9721568,RF,-122.8540782,49.1981998
10760,132A St,V3T 3X9,9721584,RF,-122.8548885,49.19820925
10761,140 St,V3T 4N7,2569230,RF,-122.8343558,49.19811163
10765,135A St,V3T 4E3,11384417,PA-1,-122.847446,49.19827099
10765,139 St,V3T 4L8,7270453,RF,-122.8371043,49.19828225
10766,City Parkway,V3T 4C7,11384379,C-8,-122.8485665,49.19827688
10768,132 St,V3T 3W3,9735500,RF,-122.8562261,49.19839573
10768,King George Blvd,V3T 2X7,4883527,C-15,-122.8449524,49.19819156
10769,132A St,V3T 3Y1,9735534,RF,-122.8554154,49.19838766
10770,132A St,V3T 3X9,9721541,RF,-122.854903,49.19838701
10770,138 St,V3T 4K5,5790557,RF,-122.8393833,49.198304
10773,140 St,V3T 4N7,11432365,RF,-122.8343552,49.19829676
10776,King George Blvd,V3T 2X7,9574492,C-8,-122.8449487,49.19846609
10780,132 St,V3T 3W3,9598430,RF,-122.8562774,49.19863938
10808,132 St,V3T 3W5,1900692,C-4,-122.8562811,49.19917182
10814,139A St,V3R 3E5,9668080,RF,-122.8354484,49.19916441
10822,132 St,V3T 3W5,11436883,RF,-122.8562244,49.19936146
10823,139A St,V3R 3E6,1949586,RF,-122.8358794,49.19935789
10824,139A St,V3R 3E5,9668268,RF,-122.8353839,49.19935592
10825,132A St,V3T 3Y2,10336885,RF,-122.8551982,49.19945598
10826,132A St,V3T 3Y3,2347989,RF,-122.8547048,49.19948072
10827,140 St,V3R 3G3,8869260,RF,-122.8343918,49.19941549
10829,133A St,V3T 4A5,896918,RF,-122.8530798,49.19952885
10830,132 St,V3T 3W5,2283522,RF,-122.8562223,49.1995232
10833,132A St,V3T 3Y2,10336893,RF,-122.8551997,49.19961448
10833,139A St,V3R 3E6,9757449,RF,-122.8358824,49.19953052
10834,139A St,V3R 3E5,9668357,RF,-122.8353869,49.19952846
10836,132A St,V3T 3Y3,577791,RF,-122.8547023,49.19966297
10837,140 St,V3R 3G3,8869201,RF,-122.8343952,49.19958533
10838,132 St,V3T 3W5,11080906,RF,-122.85622,49.19969581
10839,133A St,V3T 4A5,1798596,RF,-122.853077,49.19972063
10843,132A St,V3T 3Y2,8207135,RF,-122.8551971,49.19978098
10843,139A St,V3R 3E6,648612,RF,-122.8358854,49.19970306
10843,140 St,V3R 3G3,10122044,RF,-122.8343985,49.19975238
10844,139A St,V3R 3E5,445835,RF,-122.8353899,49.19970109
10846,132A St,V3T 3Y3,4800907,RF,-122.8547,49.1998301
10850,132 St,V3T 3W5,11080868,RF,-122.8562176,49.19987671
10851,139A St,V3R 3E6,9757465,RF,-122.8358885,49.19987569
10852,139A St,V3R 3E5,9668390,RF,-122.8353929,49.19987363
10853,132A St,V3T 3Y2,7239572,RF,-122.8551925,49.19995
10853,133A St,V3T 4A5,10417397,RF,-122.8530744,49.1998941
10854,133A St,V3T 4A6,10417338,RF,-122.8525793,49.19990863
10856,132A St,V3T 3Y3,5789885,RF,-122.8546979,49.19999453
10857,140 St,V3R 3G3,10122036,RF,-122.8343725,49.19991678
10859,City Parkway,V3T 0L2,29409756,CD,-122.8494867,49.20023051
10860,132 St,V3T 3W5,9440798,RF,-122.8562155,49.20003565
10861,132A St,V3T 3Y2,10336907,RF,-122.8551919,49.20010939
10861,139A St,V3R 3E6,9757546,RF,-122.8358915,49.20004831
10862,139A St,V3R 3E5,9668403,RF,-122.835396,49.20004625
10863,133A St,V3T 4A5,10417401,RF,-122.8530679,49.20010018
10864,133A St,V3T 4A6,703346,RF,-122.8525878,49.20012498
10865,140 St,V3R 3G3,10122028,RF,-122.8343758,49.20008113
10866,132A St,V3T 3Y4,8709912,RF,-122.8546941,49.20026852
10871,132A St,V3T 3Y2,10336915,RF,-122.8551896,49.20027383
10871,139A St,V3R 3E6,5007461,RF,-122.8358945,49.20022085
10872,133A St,V3T 4A6,10417311,RF,-122.8525736,49.20029398
10872,139A St,V3R 3E5,9668471,RF,-122.835399,49.20021879
10873,140 St,V3R 3G3,10121994,RF,-122.834379,49.20024548
10874,132 St,V3T 3W5,2249910,RF,-122.8562127,49.20024119
10875,133A St,V3T 4A5,10417427,RF,-122.8530572,49.20029292
10876,132A St,V3T 3Y4,6120482,RF,-122.854692,49.20043296
10879,132A St,V3T 3Y2,10336931,RF,-122.8551875,49.20043826
10881,139A St,V3R 3E6,9757601,RF,-122.8358975,49.20039348
10882,132 St,V3T 3W5,3538265,RF,-122.8562099,49.20044665
10882,139A St,V3R 3E5,9668497,RF,-122.835402,49.20039142
10886,132A St,V3T 3Y4,8709921,RF,-122.8546897,49.20059739
10886,133A St,V3T 4A6,8035270,RF,-122.852571,49.20048594
10887,132A St,V3T 3Y2,660817,RF,-122.8551852,49.20060269
10887,133A St,V3T 4A5,2235234,RF,-122.8530661,49.20050036
10887,140 St,V3R 3G3,988871,RF,-122.8343823,49.20040983
10890,132 St,V3T 3W5,9440801,RF,-122.8562078,49.20061108
10891,139A St,V3R 3E6,1567276,RF,-122.8359006,49.20056952
10892,133A St,V3T 4A6,2325691,RF,-122.8526338,49.20062005
10892,139A St,V3R 3E5,7211457,RF,-122.8354077,49.20059967
10893,140 St,V3R 3G3,10121986,RF,-122.8343856,49.20057427
10895,132A St,V3T 3Y2,10336966,RF,-122.855183,49.20076712
10896,132A St,V3T 3Y4,8709939,RF,-122.8546874,49.20076182
10899,133A St,V3T 4A5,10417443,RF,-122.8530572,49.20075293
10900,132 St,V3T 3W7,11080841,RF,-122.8562055,49.20077551
10906,132 St,V3T 3W7,11080825,RF,-122.8562035,49.20092618
10907,132A St,V3T 3Y2,2013568,RF,-122.8551807,49.20094523
10908,132A St,V3T 3Y4,10491481,RF,-122.8546863,49.20094928
10909,139A St,V3R 3E7,853526,RF,-122.8359081,49.20092233
10910,139A St,V3R 3E5,9803670,RF,-122.8354128,49.20092567
10911,140 St,V3R 3G3,9749390,RF,-122.8343919,49.20091953
10917,132A St,V3T 3Y2,10491431,RF,-122.8551201,49.2011363
10918,132A St,V3T 3Y4,10491465,RF,-122.8546043,49.20113089
10919,139A St,V3R 3E7,5592674,RF,-122.835911,49.20108678
10919,140 St,V3R 3G3,636550,RF,-122.8343948,49.20108415
10920,139A St,V3R 3E5,9803637,RF,-122.8354162,49.20110271
10927,132A St,V3T 3Y2,10491368,RF,-122.8550017,49.20132695
10928,132A St,V3T 3Y4,4380371,RF,-122.8544858,49.20132153
10929,139A St,V3R 3E7,815993,RF,-122.8358748,49.20124612
10929,140 St,V3R 3G3,2184559,RF,-122.8343978,49.20124868
10930,139A St,V3R 3E5,9803602,RF,-122.8354196,49.20127956
10935,140 St,V3R 3G3,8208760,RF,-122.8344007,49.20141321
10937,132A St,V3T 3Y2,9043349,RF,-122.8548916,49.20150402
10937,Haddon Rd,V3T 3Z4,10335692,RF,-122.8530842,49.2016417
10938,132A St,V3T 3Y4,636592,RF,-122.8543757,49.2014986
10940,139A St,V3R 3E5,9803599,RF,-122.835423,49.20145633
10945,Haddon Rd,V3T 3Z4,10335722,RF,-122.8528591,49.20178884
10947,132A St,V3T 3Y2,10491414,RF,-122.8547899,49.20166761
10947,140 St,V3R 3G3,8453705,RF,-122.8344037,49.20157774
10948,132A St,V3T 3Y4,10491449,RF,-122.8542691,49.2016674
10950,139A St,V3R 3E5,9803564,RF,-122.8354264,49.20163318
10951,Haddon Rd,V3T 3Z4,10335714,RF,-122.8526339,49.2019359
10957,132A St,V3T 3Y2,4895061,RF,-122.854738,49.20183162
10957,140 St,V3R 3G3,9749381,RF,-122.8344066,49.20174227
10957,University Dr,V3T 3Z4,3436136,RF,-122.8524088,49.20208305
10958,132A St,V3T 3Y4,10579656,RF,-122.8542506,49.20183901
10960,139A St,V3R 3E5,9803548,RF,-122.8354296,49.20180995
10961,139A St,V3R 3E8,9803734,RF,-122.8358784,49.20183859
10965,136 St,V3R 3B1,612294,RF,-122.8454922,49.20208739
10965,140 St,V3R 3G3,9749365,RF,-122.8344095,49.2019068
10967,132A St,V3T 3Y2,872644,RF,-122.8547354,49.20200972
10967,University Dr,V3T 3Z4,3072851,RF,-122.8521835,49.20223019
10970,132 St,V3T 3W7,7974388,RF,-122.8561905,49.20201128
10972,139A St,V3R 3E5,7371489,RF,-122.835433,49.20198681
10977,132A St,V3T 3Y2,10248943,RF,-122.8547881,49.2022559
10977,140 St,V3R 3G3,9749331,RF,-122.8344125,49.20207134
10977,University Dr,V3T 3Z4,5228671,RF,-122.8519583,49.20237734
10980,132A St,V3T 3Y4,5068533,RF,-122.8542128,49.20222985
10982,139A St,V3R 3E5,9803521,RF,-122.8354364,49.20216357
10984,Ravine Rd,V3T 3X4,10579648,RM-D,-122.8560407,49.20227753
10988,139A St,V3R 3E5,9803491,RF,-122.8354469,49.20233491
10990,Ravine Rd,V3T 3X4,9708758,RF,-122.8558008,49.20240344
10992,132A St,V3T 3Y4,919489,RF,-122.8542571,49.20241562
10993,132A St,V3T 3Y2,2844699,RF,-122.8549717,49.20237685
10996,Ravine Rd,V3T 3X4,10579613,RF,-122.8556038,49.20252949
10999,132A St,V3T 3Y2,10579591,RF,-122.8552179,49.20258072
11008,132 St,V3T 3W9,11110724,RF,-122.8562394,49.20263463
11008,135A St,V3R 3A4,9769650,RF,-122.846532,49.20271082
11011,136 St,V3R 3B2,9474609,RF,-122.8455013,49.20271825
11014,132 St,V3T 3W9,2049929,RF,-122.8561787,49.20276966
11018,135A St,V3R 3A4,3241416,RF,-122.8465314,49.20289639
11021,136 St,V3R 3B2,9474595,RF,-122.8455116,49.20290609
11022,132 St,V3T 3W9,11422262,RF,-122.856179,49.2029054
11022,136 St,V3R 3B3,1532707,RF,-122.8449928,49.20289829
11023,135A St,V3R 3A5,9848606,RF,-122.8469795,49.20300988
11023,Ravine Rd,V3T 3X5,4836677,RF,-122.855587,49.20297941
11024,132 St,V3T 3W9,11422238,RF,-122.856174,49.20304123
11027,Ravine Rd,V3T 3X5,7131968,RF,-122.8553871,49.20311256
11028,135A St,V3R 3A4,2377969,RF,-122.8465385,49.20306974
11030,Ravine Rd,V3T 5S2,4320409,CD,-122.8545332,49.20318417
11031,136 St,V3R 3B2,5114861,RF,-122.8455038,49.20310119
11034,132 St,V3T 3W9,995398,RF,-122.8561757,49.20324974
11036,135A St,V3R 3A4,1811002,RF,-122.8465341,49.20324083
11037,Ravine Rd,V3T 3X5,7131895,RF,-122.8551327,49.20327605
11043,136 St,V3R 3B2,9041176,RF,-122.8454995,49.20329395
11046,135A St,V3R 3A4,9769668,RF,-122.8465445,49.20342147
11046,136 St,V3R 3B3,6594859,RF,-122.8450071,49.20329725
11049,Ravine Rd,V3T 3X5,11422220,RM-D,-122.8548619,49.20344887
11053,136 St,V3R 3B2,9474561,RF,-122.8455063,49.20348907
11056,135A St,V3R 3A4,9769684,RF,-122.846544,49.20358536
11057,Ravine Rd,V3T 3X5,11422203,RF,-122.8545772,49.20363337
11063,135A St,V3R 3A6,9848541,RF,-122.8470534,49.20375938
11063,136 St,V3R 3B2,9474544,RF,-122.8455173,49.20367079
11068,135A St,V3R 3A4,9769692,RF,-122.8465434,49.20377319
11069,Ravine Rd,V3T 3X5,1427288,RF,-122.8543109,49.20380664
11073,136 St,V3R 3B2,9474510,RF,-122.8455161,49.2038793
11074,135A St,V3R 3A4,9769714,RF,-122.8465541,49.20392981
11075,135A St,V3R 3A6,9848525,RF,-122.8470457,49.20392804
11075,136 St,V3R 3B2,626449,RF,-122.8455218,49.20407451
11077,Ravine Rd,V3T 3X5,30337020,CD,-122.8541815,49.20425868
11078,136 St,V3R 3B4,4856694,RF,-122.8450124,49.20383464
11084,135A St,V3R 3A4,8132917,RF,-122.8465567,49.20409623
11085,Bolivar Cr,V3R 3A2,2310732,RF,-122.8484332,49.20415718
11087,135A St,V3R 3A6,9848517,RF,-122.8470523,49.20409914
11092,136 St,V3R 3B4,9907963,RF,-122.8450231,49.20405288
11094,135A St,V3R 3A4,9769722,RF,-122.84656,49.20426975
11094,Bolivar Cr,V3R 3A3,9848568,RF,-122.8478812,49.204276
11095,135A St,V3R 3A6,9848509,RF,-122.8470631,49.20427024
11095,136 St,V3R 3B2,9474463,RF,-122.845526,49.20426963
11095,Bolivar Cr,V3R 3A2,9953621,RF,-122.8483765,49.2043022
11102,135A St,V3R 3A4,2290081,RF,-122.8465551,49.20444534
11103,135A St,V3R 3A6,9848495,RF,-122.8470513,49.20444843
11103,136 St,V3R 3B2,9474439,RF,-122.8455254,49.2044552
11104,134A St,V3R 2Z5,10584960,RF,-122.8492446,49.20438798
11104,Bolivar Cr,V3R 3A3,4621611,RF,-122.8478842,49.20444854
11105,Bolivar Cr,V3R 3A2,9953591,RF,-122.8483797,49.20448085
11108,136 St,V3R 3B5,5770823,RF,-122.8450316,49.20446012
11112,135A St,V3R 3A4,9769749,RF,-122.846562,49.20462354
11112,Bolivar Cr,V3R 3A3,7613270,RF,-122.8478869,49.20462116
11113,135A St,V3R 3A6,4110994,RF,-122.8470586,49.20461764
11114,134A St,V3R 2Z5,7529872,RF,-122.8492419,49.20458102
11115,Bolivar Cr,V3R 3A2,9953574,RF,-122.8483824,49.20464664
11117,136 St,V3R 3B2,9474404,RF,-122.8455247,49.20468162
11118,136 St,V3R 3B5,2429161,RF,-122.8450351,49.2046636
11121,135A St,V3R 3A6,9848479,RF,-122.8470652,49.20479585
11121,Bolivar Cr,V3R 3A2,9953558,RF,-122.8483854,49.20481252
11122,134A St,V3R 2Z5,1856146,RF,-122.8492396,49.20476758
11122,135A St,V3R 3A4,5116210,RF,-122.846569,49.2047995
11123,134A St,V3R 2Z6,10405747,RF-SS,-122.8497393,49.20482184
11124,Bolivar Cr,V3R 3A3,9608745,RF,-122.8478898,49.20479379
11128,136 St,V3R 3B5,9603638,RF,-122.8450381,49.20484756
11131,135A St,V3R 3A6,9848461,RF,-122.8470646,49.20496226
11132,135A St,V3R 3A4,9769765,RF,-122.8465719,49.20498265
11132,Bolivar Cr,V3R 3A3,9848576,RF,-122.8478927,49.20496641
11133,Bolivar Cr,V3R 3A2,9953531,RF,-122.8483883,49.20497831
11135,136 St,V3R 3B2,9474366,RF,-122.8455316,49.20486702
11136,134A St,V3R 2Z5,6286666,RF,-122.8492234,49.2049368
11137,134A St,V3R 2Z6,1360175,RF,-122.8497319,49.20498861
11138,136 St,V3R 3B5,9603654,RF,-122.8450415,49.20505104
11139,136 St,V3R 3B2,9474340,RF,-122.8455383,49.20503803
11140,135A St,V3R 3A4,9769773,RF,-122.8465751,49.20514151
11142,Bolivar Cr,V3R 3A3,9848592,RF,-122.8478955,49.20513895
11145,Bolivar Cr,V3R 3A2,9953507,RF,-122.8483911,49.20514409
11147,136 St,V3R 3B2,9474307,RF,-122.8455379,49.20516585
11150,135A St,V3R 3A4,9769790,RF,-122.8465674,49.2053126
11151,Bolivar Rd,V3R 2Z3,11154136,CHI,-122.8519398,49.20533099
11157,136 St,V3R 3B2,3985130,RF,-122.8455372,49.20540432
11160,135A St,V3R 3A4,9769820,RF,-122.8465777,49.20548856
11160,136 St,V3R 3B6,10081593,RF,-122.845048,49.20543533
11163,135A St,V3R 3A7,9100148,RF,-122.8470777,49.20548734
11169,136 St,V3R 3B2,9474285,RF,-122.845544,49.20560178
11170,135A St,V3R 3A4,9769854,RF,-122.8465735,49.20566675
11170,136 St,V3R 3B6,10081577,RF,-122.8450506,49.20559968
11173,135A St,V3R 3A7,10046976,RF,-122.8470769,49.20566364
11178,136 St,V3R 3B6,10081569,RF,-122.8450534,49.20576411
11183,135A St,V3R 3A7,10046747,RF,-122.8470689,49.2058323
11188,136 St,V3R 3B6,10081542,RF,-122.8450553,49.2059592
11190,135A St,V3R 3A4,9769871,RF,-122.8466263,49.20596901
11191,136 St,V3R 3B2,618764,RF,-122.8455431,49.20597586
13211,97 Ave,V3T 1A4,1636804,RM-D,-122.8564111,49.17910449
13211,99A Ave,V3T 1G4,18006001,RF,-122.8562507,49.18355421
13214,100 Ave,V3T 1H5,10556087,RF,-122.8562249,49.18429063
13214,98 Ave,V3T 5M9,3231941,RF,-122.8563537,49.18107315
13215,98 Ave,V3T 5N1,3231704,RF,-122.8563563,49.18135758
13218,108 Ave,V3T 2J4,9735411,RF,-122.8559587,49.19877221
13219,104 Ave,V3T 1V2,2363160,RF,-122.8560935,49.19184631
13222,98 Ave,V3T 5M9,3231933,RF,-122.8561193,49.18106754
13223,97 Ave,V3T 1A4,1636995,RM-D,-122.856071,49.17910387
13223,98 Ave,V3T 5N1,3231712,RF,-122.8561131,49.18136133
13224,100 Ave,V3T 1H5,1325299,RM-D,-122.8557187,49.18425086
13225,100 Ave,V3T 1H6,7182201,RF,-122.8558138,49.1845436
13225,108 Ave,V3T 2J5,649864,RF,-122.8557416,49.1990982
13225,99A Ave,V3T 1G4,18006019,RF,-122.8560128,49.18355049
13226,108 Ave,V3T 2J4,513814,RF,-122.855694,49.19876945
13227,96 Ave,V3V 1Y5,5654441,RF,-122.8560403,49.17726771
13228,105 Ave,V3T 1Z1,8153507,RM-D,-122.8556789,49.19309992
13230,98 Ave,V3T 5M9,3231925,RF,-122.8558846,49.18106473
13231,104A Ave,V3T 1Y6,1226053,RF,-122.8556837,49.19236878
13231,98 Ave,V3T 5N1,3231721,RF,-122.8558661,49.18135976
13232,98A Ave,V3T 5E7,5122376,RF,-122.855602,49.18203552
13233,108 Ave,V3T 2J5,10336851,RF,-122.8554767,49.19913367
13233,99A Ave,V3T 1G4,18006027,RF,-122.8557659,49.18356125
13235,97 Ave,V3T 1A4,1637070,RM-D,-122.8557422,49.17910095
13238,98 Ave,V3T 5M9,3231917,RF,-122.8556341,49.18106702
13239,96 Ave,V3V 1Y5,5560811,RF,-122.8557101,49.17726594
13239,98 Ave,V3T 5N1,3231739,RF,-122.8556192,49.18135819
13240,100 Ave,V3T 1H5,6176917,RF,-122.8553934,49.18425333
13240,105 Ave,V3T 1Z1,9172467,RF,-122.8553697,49.19309324
13240,108 Ave,V3T 2J4,9735241,RF,-122.855433,49.1987738
13240,98A Ave,V3T 5E7,5122350,RF,-122.8555645,49.18190962
13242,104 Ave,V3T 1V1,2795779,RF,-122.8552098,49.19149923
13243,105A Ave,V3T 2A3,8585971,RF,-122.8555278,49.19459126
13245,108 Ave,V3T 2J5,10336877,RF,-122.8552217,49.19913146
13245,99A Ave,V3T 1G4,10556036,RF,-122.855481,49.18356674
13246,98 Ave,V3T 5M9,3231909,RF,-122.8553916,49.18106672
13247,96 Ave,V3V 1Y5,3840239,RF,-122.8554135,49.17726449
13247,97 Ave,V3T 1A4,1637151,RM-D,-122.8554078,49.17909927
13247,98 Ave,V3T 5N1,3231747,RF,-122.8553722,49.18135662
13248,105 Ave,V3T 1Z1,7628749,RM-D,-122.8550304,49.19309857
13248,98A Ave,V3T 5E7,2310708,RF,-122.8554417,49.1818232
13252,104 Ave,V3T 1V1,7447035,RF,-122.8549708,49.19147743
13254,98 Ave,V3T 5M9,3231895,RF,-122.8551371,49.18106379
13255,98 Ave,V3T 5N1,3231763,RF,-122.8551322,49.18135514
13256,105 Ave,V3T 1Z1,2109859,RF,-122.8547013,49.19309374
13256,98A Ave,V3T 5E7,5122325,RF,-122.8551509,49.18185099
13257,96 Ave,V3V 1Y5,6229972,RF,-122.8551564,49.17726309
13258,100 Ave,V3T 1H5,10556095,RF,-122.8551213,49.18424714
13259,99A Ave,V3T 1G4,4040732,RF,-122.8551528,49.18356479
13260,108 Ave,V3T 2J6,9735151,RF,-122.8549034,49.19878752
13260,Old Yale Rd,V3T 3C6,11924951,RF,-122.8549651,49.18709757
13261,97 Ave,V3T 1A4,1637266,RM-D,-122.8550734,49.1790975
13262,98 Ave,V3T 5M9,3231887,RF,-122.8548825,49.18106086
13263,100 Ave,V3T 1H7,4923057,RF,-122.8547488,49.18453776
13263,98 Ave,V3T 5N1,3231771,RF,-122.854899,49.18135368
13264,98A Ave,V3T 5E7,5122287,RF,-122.8548689,49.18187366
13264,Old Yale Rd,V3T 3C6,5287006,RF,-122.8547592,49.18650056
13265,104 Ave,V3T 1V3,1095269,RM-45,-122.8544751,49.19183932
13265,108 Ave,V3T 2J7,8709891,RF,-122.8545423,49.19912547
13266,100 Ave,V3T 1H5,3861961,RF,-122.8548585,49.18424978
13266,99A Ave,V3T 1G4,1656741,RM-D,-122.8549191,49.18327512
13267,96 Ave,V3V 1Y5,6229930,RF,-122.8549056,49.17726187
13267,99A Ave,V3T 1G4,10556044,RF,-122.8548632,49.18356299
13270,100A Ave,V3T 1K2,10070583,RF,-122.8547365,49.18511488
13270,105A Ave,V3T 2A4,9764330,RM-45,-122.8546677,49.19429429
13270,98 Ave,V3T 5M9,3231879,RF,-122.8546704,49.18105312
13270,Old Yale Rd,V3T 3C6,4857062,RF,-122.8545285,49.18700607
13271,98 Ave,V3T 5N1,3231780,RF,-122.854662,49.18135589
13272,105 Ave,V3T 1Z1,8685142,RF,-122.8543846,49.19311513
13272,97 Ave,V3T 5C2,6232027,RF,-122.8547797,49.17877113
13272,98A Ave,V3T 5E7,5122244,RF,-122.8545887,49.18187187
13273,97 Ave,V3T 1A4,1637339,RM-D,-122.8547391,49.17909572
13274,99A Ave,V3T 1G4,1656716,RM-D,-122.8545911,49.18327263
13276,100 Ave,V3T 1H5,10556109,RF,-122.8546042,49.18424954
13277,100 Ave,V3T 1H7,10070516,RF,-122.8544848,49.18453652
13277,100A Ave,V3T 5N6,4040767,RF,-122.854492,49.18540251
13277,96 Ave,V3V 1Y5,3385841,RF,-122.8545925,49.17724969
13277,98 Ave,V3T 5N1,3231798,RF,-122.8544347,49.18138898
13277,99A Ave,V3T 1G4,10556052,RF,-122.8546125,49.1835615
13278,100A Ave,V3T 1K2,9296361,RF,-122.8544728,49.18511356
13278,98 Ave,V3T 5M9,3231861,RF,-122.854434,49.18102305
13279,98A Ave,V3T 5G2,5122678,RF,-122.854501,49.18211508
13280,98A Ave,V3T 5E7,5122210,RF,-122.8543086,49.18187016
13280,Old Yale Rd,V3T 3C6,5188237,RF,-122.8542424,49.18686898
13281,100 Ave,V3T 1H7,7441762,RF,-122.8542,49.18453508
13282,97 Ave,V3T 5C2,6233066,RF,-122.854529,49.17876983
13284,99A Ave,V3T 1G4,447650,RM-D,-122.8542566,49.18327059
13285,97 Ave,V3T 1A4,1637401,RM-D,-122.8544045,49.17909395
13285,98 Ave,V3T 5N1,3231810,RF,-122.8542132,49.18137511
13285,King George Blvd,V3T 2T3,2329816,CHI,-122.8540956,49.20504998
13286,100 Ave,V3T 1H5,10556117,RF,-122.8543411,49.1842403
13286,100A Ave,V3T 1K2,10070575,RF,-122.854188,49.18511212
13286,98 Ave,V3T 5M9,3231844,RF,-122.8542444,49.18105771
13287,99A Ave,V3T 1G4,10556061,RF,-122.8543618,49.18356001
13288,108 Ave,V3T 2J6,12060429,CD,-122.8543665,49.1987819
13288,98A Ave,V3T 5E7,5122171,RF,-122.8540286,49.18186836
13289,98A Ave,V3T 5G2,5122716,RF,-122.8541861,49.18210928
13290,Old Yale Rd,V3T 3C6,10070672,RF,-122.8540051,49.18676307
13291,98 Ave,V3T 5N1,3231828,RF,-122.8542484,49.18125237
13292,97 Ave,V3T 5C2,4683714,RF,-122.8542782,49.17876852
13295,97 Ave,V3T 1A4,3110192,RF,-122.8541133,49.17909241
13296,100 Ave,V3T 1H5,10556125,RF,-122.8540989,49.18424791
13296,99A Ave,V3T 1G4,484024,RF,-122.8539503,49.18326884
13297,99A Ave,V3T 1G4,2238446,RF,-122.854111,49.18355843
13298,100A Ave,V3T 1K2,9043390,RF,-122.8538826,49.18511056
13301,104 Ave,V3T 1V5,6993567,RM-45,-122.8539147,49.19183609
13301,98A Ave,V3T 5G3,459437,RF,-122.8536174,49.18210775
13302,97 Ave,V3T 5C2,5114543,RF,-122.8540274,49.17876721
13303,100 Ave,V3T 1H7,10070524,RF,-122.8538943,49.18453361
13303,99A Ave,V3T 1G4,5122520,RF,-122.8538149,49.1836507
13304,100 Ave,V3T 1H5,1656503,RM-D,-122.8537837,49.18424895
13304,98A Ave,V3T 5E7,5122121,RF,-122.853715,49.18186643
13307,96 Ave,V3V 1Y5,6229891,RF,-122.8542577,49.17725853
13307,King George Blvd,V3T 2T3,11154462,CHI,-122.8531882,49.20463765
13308,99A Ave,V3T 1G4,1656597,RM-D,-122.8536386,49.18327006
13309,98A Ave,V3T 5G3,5122813,RF,-122.8532759,49.1821047
13310,108 Ave,V3T 2J8,6997171,RF,-122.8535797,49.19875427
13310,97 Ave,V3T 5C2,4921861,RF,-122.8537765,49.1787659
13311,99A Ave,V3T 1G4,5122546,RF,-122.8535609,49.18362753
13312,98A Ave,V3T 5E7,5122082,RF,-122.8534348,49.18186464
13313,96 Ave,V3V 1Y5,6229824,RF,-122.8539734,49.17725709
13314,100 Ave,V3T 1H5,1655752,RM-D,-122.8533822,49.18423881
13314,100A Ave,V3T 1K2,10070559,RF,-122.8535771,49.185109
13315,100 Ave,V3T 1H7,10070532,RF,-122.8535887,49.18453205
13317,King George Blvd,V3T 2T5,4520360,CHI,-122.8526084,49.20409002
13318,99A Ave,V3T 1G4,668664,RF,-122.8534441,49.18336559
13319,96 Ave,V3V 1Y5,6229786,RF,-122.8536975,49.17725566
13319,98 Ave,V3T 5M8,3232158,RF,-122.8535296,49.18119237
13319,99A Ave,V3T 1G4,1037188,RF,-122.8534245,49.18354748
13320,97 Ave,V3T 5C2,6233058,RF,-122.8535259,49.17876459
13321,108 Ave,V3T 2J7,4153057,RF,-122.853335,49.19909838
13324,100 Ave,V3T 1H5,1655604,RM-D,-122.8530445,49.18423729
13324,98 Ave,V3T 5M7,3232174,RF,-122.8534964,49.18099675
13325,100 Ave,V3T 1H7,7729073,RF,-122.8532831,49.18453058
13325,105 Ave,V3T 1Z2,9764348,RM-45,-122.8535864,49.19343011
13325,98 Ave,V3T 5M8,3232123,RF,-122.853503,49.18131744
