Work Order ID,Status,Asset Type,Asset ID,Location ID,Created Date,Modified Date,Submitted Date,Closed Date,Fiscal Year,Work Type,Work Needed,Work Type Other,Work Requested By,Job Description,Problem Found,Action Taken,Follow-Up Needed,Child Work Order,Parent Work Order,Is Follow-Up,TMC Issue ID,Service Request #,Damage Report,Location Name,Latitude,Longitude,Location
WRK20-074870,Submitted,Other / No Asset,,,01/21/2020 11:12:00 AM +0000,01/29/2020 01:50:00 PM +0000,01/21/2020 11:15:00 AM +0000,01/29/2020 01:50:00 PM +0000,2020,Trouble Call,Signal Out or on Flash,,311 Customer Service Request (CSR),Signal in flash ,No problem  found signal not in flash. ,"Drove intersection,  no problem  found at this time ",False,,,False,TMC20-171740,20-00025033,,,,,
WRK18-017250,Closed,Other / No Asset,,,04/25/2018 03:07:00 PM +0000,06/01/2018 03:46:00 PM +0000,04/25/2018 03:10:00 PM +0000,06/01/2018 03:46:00 PM +0000,2018,Trouble Call,Other,remove equipment from old standard on Loyola and 183,Austin Transportation Staff,remove equipment from old standard on Loyola/ 183,remove equipment from old standard,removed equipment as requested,False,,,False,,,,,,,
WRK21-122930,Closed,Flashing Beacon,,LOC17-010620,08/03/2021 08:06:00 PM +0000,08/04/2021 11:04:00 AM +0000,08/03/2021 09:26:00 PM +0000,08/04/2021 11:04:00 AM +0000,2021,Trouble Call,Visibility Issue,,311,Tree's blocking crosswalk signal.  Obscured going both EB and WB.,Tree branches partially covered the flasher.,Trimmed tree branches back. ,False,,,False,TMC21-251135,21-00350028,,1100 BLK W RIVERSIDE DR,,,POINT (-97.75455 30.263604)
WRK18-016925,Submitted,School Beacon,,LOC17-011635,04/18/2018 03:35:00 PM +0000,05/14/2018 07:01:00 PM +0000,04/19/2018 07:14:00 PM +0000,05/14/2018 07:01:00 PM +0000,2018,Trouble Call,Visibility Issue,,311,APD called in low tree limbs obstructing school zone flasher between the 5200 and the 5400 block of Berkman Dr low hanging tree limbs,tree limbs blocking school flasher ,trimed back tree limb ,False,,,False,TMC18-053065,18-00112230,,1700 BLK WHELESS LN (HARRIS),,,POINT (-97.6910552 30.31490005)
WRK18-014085,Closed,No Asset / Unkown Location / Other,,,03/16/2018 06:37:00 PM +0000,03/16/2018 08:05:00 PM +0000,03/16/2018 07:12:00 PM +0000,03/16/2018 08:05:00 PM +0000,2018,Trouble Call,Digtess,,311,Conf # 1857514029,water line repair on the nec.,marked the location.,False,,,False,TMC18-047705,18-00075072,,,,,
WRK22-141405,Closed,School Beacon Zone,,,03/08/2022 04:13:00 PM +0000,03/15/2022 01:44:00 PM +0000,03/08/2022 04:59:00 PM +0000,03/15/2022 01:44:00 PM +0000,2022,Trouble Call,Other,"Street(s) surrounding the malfunctioning Flasher(s)	Grey Rock Ln
beacon not flashing at 8:22am",311,,No problem found on SZF not flashing ,Checked LED for blinking; Checked battery life and its at 12.6 on a cloudy day; Checked WBCU for proper time and schedule; Time was maybe off 1 minute and the schedule had it flashing until 0830.,False,,,False,TMC22-283725,22-00079878,,,,,
WRK22-146855,Submitted,Signal,642,LOC16-003155,05/15/2022 03:03:00 PM +0000,05/15/2022 06:19:00 PM +0000,05/15/2022 06:19:00 PM +0000,,2022,Trouble Call,Signal Out or on Flash,,TMC/KITS,Ohlen/Payton Gin is in flash.,Red fail on all phases ,"Powered down the controller and reset the monitor. Walked intersection and verified all directions and PEDs.

No problem found.",False,,,False,TMC22-293160,,, PAYTON GIN RD / OHLEN RD,,,POINT (-97.714592 30.3643188)
WRK21-134885,Closed,School Beacon Zone,,LOC17-012005,12/15/2021 03:00:00 PM +0000,12/15/2021 08:10:00 PM +0000,12/15/2021 03:29:00 PM +0000,12/15/2021 08:10:00 PM +0000,2022,Trouble Call,Visibility Issue,,311,school zone flasher is turned southbound when its suppose to be facing eastbound,Sign was hit and turned,Turned sign and signal head to correct position ,False,,,False,TMC21-273115,21-00548271,,6800 BLK BILL HUGHES RD (BEDICHEK),,,POINT (-97.78672586 30.19442411)
WRK20-100740,Closed,Sensor,78,LOC16-000020,12/11/2020 04:35:00 PM +0000,08/06/2021 03:57:00 PM +0000,12/11/2020 07:16:00 PM +0000,08/06/2021 03:57:00 PM +0000,2021,Scheduled Work,Other,,Austin Transportation Staff,,raining,"removed staples from source cable, installed flex, re-installed source",False,,,False,,,, KOENIG LN / LAMAR BLVD,,,POINT (-97.7263336 30.325943)
WRK19-051330,Submitted,No Asset / Unkown Location / Other,,,05/17/2019 10:56:00 PM +0000,05/31/2019 12:46:00 PM +0000,05/18/2019 08:17:00 PM +0000,05/31/2019 12:46:00 PM +0000,2019,Trouble Call,Other,Advance train crossing flasher not working.                                                Location is 3500 McNeil Drive south of Wells Branch and west side of Loop 1 frontage road.,COA Staff,Advance train crossing flasher not working.,"Broken flasher plug 
Caller stated flasher is not working @ Mc Neil and Mopac service Rd","Changed flasher plug 
Changed 2 bus fuses 
Changed flasher relay 
",False,,,False,TMC19-122010,,,,,,
WRK18-009610,Closed,School Beacon,,LOC17-011555,01/19/2018 03:21:00 PM +0000,01/29/2018 04:29:00 PM +0000,01/19/2018 07:57:00 PM +0000,01/29/2018 04:29:00 PM +0000,2018,Trouble Call,LED Out,,311,"flasher not knocked down, but facing the wrong direction","EB Advanced warning flasher on Yage turned around due to loose 4"" pipe.","Tightened up 4"" pipe, re installed signs and straightened out Flasher head so it can be viewed by approaching traffic. Checked apposing advanced warning flasher and near by school zone flasher to make sure they were working properly.",False,,,False,TMC18-040045,18-00017118,,12116 BLK THOMPKINS DR (COPPERFIELD),,,POINT (-97.65997045 30.38833415)
WRK19-042135,Closed,Flashing Beacon,105,LOC17-011070,02/22/2019 12:33:00 PM +0000,05/13/2019 01:58:00 PM +0000,02/22/2019 12:33:00 PM +0000,05/13/2019 01:58:00 PM +0000,2019,Trouble Call,Other,"reinstall guywire, flashers and signs for hazard flasher.",Austin Transportation Staff,"All equipment needs to be replaced 4- single flasher heads, 4- amber leds, 2- 48"" x 48"" signal ahead signs, 2- 48"" x 48""  limited site distance signs and flasher cabinet with 1-1/2 riser",,,False,,WRK19-041185,True,,,,FM 2222 RD / CREEK MOUNTAIN ,,,POINT (-97.771375 30.34124)
WRK18-010435,Submitted,School Beacon,7513,LOC17-011985,01/28/2018 03:57:00 PM +0000,03/06/2018 03:02:00 PM +0000,02/20/2018 01:08:00 PM +0000,03/06/2018 03:02:00 PM +0000,2018,Scheduled Work,"Installation - Other, Knockdown Follow-Up",,Austin Transportation Staff,needs a new foundation installed on spruce canyon in between la crosse and brea dr.,No problem.,Re-built school zone flasher and set up overhead.  ,True,,WRK18-010350,True,,,194: 10800 BLK SPRUCE CANYON DR,7500 BLK LA CROSSE AVE (CLAYTON),,,POINT (-97.90645207 30.19485467)
WRK17-001140,Closed,Signal,865,LOC16-004260,05/03/2017 03:18:00 AM +0000,05/03/2017 09:28:00 PM +0000,,,2017,Trouble Call,Push Button Not Working,,311 Customer Service Request (CSR),pb is damaged or missing,ns pbs on nec and nwc are wired reversed in the cabinet,"rewired the pb correctly. check all colors , peds , pbs & detection .",False,,,,TMC70-001975,17-00113910,, MC NEIL DR / LOS INDIOS TRL,,,POINT (-97.760498 30.4373665)
WRK17-001970,Closed,Signal,719,LOC16-003545,08/29/2017 12:21:00 PM +0000,08/29/2017 12:27:00 PM +0000,08/29/2017 12:27:00 PM +0000,09/06/2017 04:08:00 AM +0000,2017,Trouble Call,Push Button Not Working,,MMC,PED BLIND BEEPER NOT WORKING.,N/E/C NB PED BLIND BEEPER NOT WORKING.,BLIND BEEPER REPLACED. ALL PEDS BUTTONS SIGNALS AND PROGRAM CHECKED.,False,,,,,,, THOMPKINS DR / YAGER LN,,,POINT (-97.6590424 30.3908253)
WRK21-134595,Submitted,School Beacon Zone,,LOC17-011460,12/09/2021 04:28:00 PM +0000,01/10/2022 08:33:00 PM +0000,12/09/2021 04:28:00 PM +0000,01/10/2022 08:33:00 PM +0000,2022,Trouble Call,Other,"1500 ROSEWOOD AVE, AUSTIN, TX 78702
Previously submitted as Service Request Number: 21-00537266 Got email yesterday (12/7/2021) saying it was complete. Today before and after school the beacon was still not flashing.
No communication with WBCU on Rosewood at Concho 156_33",311,Previously submitted as Service Request Number: 21-00537266 Got email yesterday (12/7/2021) saying it was complete. Today before and after school the beacon was still not flashing.,No Com and No lights at SZF,"WBCU was dead and no power was coming to SZF, tested fuses and fuses were good. Tested feed from breaker, no power going up",True,WRK22-136555,,False,TMC21-272290,21-00540208,,1400 BLK PENNSYLVANIA AVE (KEALING),,,POINT (-97.72186938 30.27089609)
WRK17-001160,Closed,Signal,646,LOC16-003175,05/03/2017 10:02:00 PM +0000,05/03/2017 10:09:00 PM +0000,,,2017,Trouble Call,Signal Out or on Flash,,TMC - KITS,on flash,clearance fail 2and 6 . found ants on the monitor,replaced the monitor,False,,,,TMC70-001965,17-00114723,, ANDERSON MILL RD / POND SPRINGS RD,,,POINT (-97.7853088 30.4503841)
WRK19-042125,Closed,Flashing Beacon,105,LOC17-011070,02/22/2019 12:14:00 PM +0000,02/22/2019 12:33:00 PM +0000,02/22/2019 12:25:00 PM +0000,02/22/2019 12:33:00 PM +0000,2019,Trouble Call,Knockdown,,Austin Transportation Staff,Eb and wb signal ahead and limited site distance flashers and cabinet are knocked down due to a pole replacement.,Eb and wb signal ahead and limited site distance flashers and cabinet are knocked down due to a pole replacement.,Cleared all equipment checked the location for a reinstall. at the street Oakwood ,True,WRK19-042135,,False,,,,FM 2222 RD / CREEK MOUNTAIN ,,,POINT (-97.771375 30.34124)
WRK18-009750,Submitted,Other / No Asset,,,01/20/2018 08:47:00 PM +0000,03/09/2018 01:30:00 PM +0000,01/21/2018 01:56:00 PM +0000,03/09/2018 01:30:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),dig test,CONTRACTORS trenching on HWY side by FIBER HUB ROOMS,,False,,,False,TMC17-032310,17-00341839,,,,,
WRK17-001750,Closed,School Flasher,,,08/20/2017 08:55:00 PM +0000,08/20/2017 09:53:00 PM +0000,08/20/2017 09:53:00 PM +0000,09/04/2017 03:25:00 PM +0000,2017,Trouble Call,OtherCall-Back (Test Monitors and Cabinets),NB LIMBS OBSTRUCTING FLASHER,MMC,SCHOOLZONE NOT FLASHING,NB FLASHER ON WESTMINISTER OBSTRUCTED BY LARGE AMOUNT OF LIMBS.,"ALL FLASHERS CHECKED, FOLLOW UP WILL BE SUBMITTED FOR NB FLASHER.",True,,,,,,,,,,
WRK22-139760,Closed,School Beacon Zone,,,02/13/2022 03:55:00 PM +0000,02/24/2022 05:56:00 PM +0000,02/15/2022 08:29:00 PM +0000,02/24/2022 05:56:00 PM +0000,2022,Trouble Call,Timing Issue,,311,South bound side flasher flashing at night during the weekend. Previous SR#22-00051803,Duplicate ticket . None,"Duplicate ticket - Verified operation and checked both clocks for date, time and schedule. No issues were found, all dates, times and schedules were correct.
",False,,,False,TMC22-280625,22-00052956,,,,,
WRK18-010490,Submitted,School Beacon,,LOC17-012015,01/29/2018 04:54:00 PM +0000,02/12/2018 12:30:00 PM +0000,01/29/2018 05:27:00 PM +0000,02/12/2018 12:30:00 PM +0000,2018,Trouble Call,Knockdown,,311,the flasher is turned down so it is not visible,School zone flasher for SB direction on span wire turned down.,Re-adjusted school zone flasher on span wire going SB.,False,,,False,TMC18-041370,18-00026956,,7426 BLK MENCHACA RD (STRICKLAND CHRISTIAN SCHOOL),,,POINT (-97.80854924 30.19617243)
WRK17-001755,Closed,School Flasher,,,08/20/2017 09:57:00 PM +0000,08/20/2017 10:55:00 PM +0000,08/20/2017 10:55:00 PM +0000,09/04/2017 03:36:00 PM +0000,2017,Trouble Call,OtherCall-Back (Test Monitors and Cabinets),FLASHERS NOT FLASHING AT CORRECT TIME.,MMC,AUSTIN KIPP CONNECTIONS NOT FLASHING AT CORRECT TIMES - SR #17-00240032 ,"WB FLASHER CONSTANTLY FLASHING, CLOCK BAD.
","CLOCK REPLACED AND NEW CLOCK PROGRAMMED., BOTH CLOCKS CHECKED FOR COMM, TIME, DATE, SCHEDULE AND FLASHER OPERATION.",False,,,,,,,,,,
WRK19-041945,Closed,Flashing Beacon,,LOC17-010880,02/19/2019 10:32:00 PM +0000,02/20/2019 05:33:00 PM +0000,02/19/2019 11:25:00 PM +0000,02/20/2019 05:33:00 PM +0000,2019,Trouble Call,Other,Cabinet door open on south bound warning flasher.,COA Staff,Cabinet door open on south bound warning flasher.,Cabinet open.,Closed cabinet. ,False,,,False,TMC19-104295,,,3500 BLK MOUNT BONNELL RD,,,POINT (-97.774177 30.317408)
WRK19-071985,Submitted,No Asset / Unkown Location / Other,,,12/27/2019 05:10:00 PM +0000,12/31/2019 07:46:00 PM +0000,12/27/2019 07:45:00 PM +0000,12/31/2019 07:46:00 PM +0000,2020,Trouble Call,LED Out,,311,"**See attachment**
**Received via Austin 311 Mobile App**
Citizen's concern: ""Four way flasher light off on the four way intersection warning sign, seems broken.""",2 conductor is shorted mid way between riser and flasher west bound. ,Checked voltage on cube flasher. Replaced old led. Noticed 2 conductor shorted between riser and flasher head.,True,,,False,TMC19-167365,19-00487733,,,,,
WRK18-012535,Closed,No Asset / Unkown Location / Other,,,02/26/2018 03:03:00 PM +0000,05/02/2018 05:20:00 PM +0000,02/26/2018 04:37:00 PM +0000,05/02/2018 05:20:00 PM +0000,2018,Trouble Call,Other,graffiti,COA Staff,Graffiti at 2529 S. 1st.,Graffiti on cabinet ,Removed as much graffiti as i could.,False,,,False,TMC18-045210,,,,,,
WRK20-097140,Closed,Other / No Asset,,,10/20/2020 04:07:00 AM +0000,10/26/2020 02:08:00 PM +0000,10/20/2020 06:04:00 AM +0000,10/26/2020 02:08:00 PM +0000,2021,Trouble Call,Digtess,,311 Customer Service Request (CSR),Dig tess at 1507 Holly St,None,"Location visited, no nearby signals or signal conduit.",False,,,False,TMC20-208840,20-00431644,,,,,
WRK17-001135,Submitted,Signal,352,LOC16-001725,05/03/2017 12:27:00 AM +0000,05/03/2017 09:29:00 PM +0000,,,2017,Trouble Call,Push Button Not Working,,311 Customer Service Request (CSR),ped walk light is not coming up,bad ped led for eb on nec,"replaced ped led for eb on nec . checked all colors , peds , pbs.",False,,,,TMC70-001980,17-00113784,, 7TH ST / CHICON ST,,,POINT (-97.7221146 30.2625771)
WRK21-132965,Closed,School Beacon Zone,,LOC17-011400,11/15/2021 05:17:00 PM +0000,11/22/2021 02:55:00 PM +0000,11/15/2021 09:26:00 PM +0000,11/22/2021 02:55:00 PM +0000,2022,Trouble Call,Other,camp craft and konstanty not flashing.,311,,WBCU was turned off ,Checked the power and had 120 then turned breaker on and off and came back up but...school flashers are working fine ,False,,,False,TMC21-268925,21-00509865,,1338 BLK WESTBANK DR (WESTLAKE),,,POINT (-97.81537363 30.27612342)
WRK17-001935,Closed,Signal,766,LOC16-003775,08/26/2017 09:05:00 PM +0000,08/26/2017 09:21:00 PM +0000,08/26/2017 09:21:00 PM +0000,08/28/2017 03:04:00 PM +0000,2017,Trouble Call,Knockdown,,MMC,"CSR 247782
Ped pole K/D",Ped pole knocked down on north side of the sbfr for w/b ped,"replaced broken ped base and insert
repaired skinned wires
rebuilt ped pole assembly
",False,,,,,,98:  SLAUGHTER LN / 35 SVRD, SLAUGHTER LN / 35 SVRD,,,POINT (-97.7869263 30.1670704)
WRK19-069325,Submitted,No Asset / Unkown Location / Other,,,11/18/2019 07:05:00 AM +0000,11/27/2019 03:08:00 PM +0000,11/18/2019 07:22:00 AM +0000,11/27/2019 03:08:00 PM +0000,2020,Trouble Call,Digtess,,311,,No problem found ,Spoke with Austin water and they had an emergency dig. We walked the area and  the dig sight did not interfere with signal operations.  311 had stated that our wires were damaged when in fact that the operator had damaged fiber in that area. ,False,,,False,TMC19-160445,19-00440439,,,,,
WRK20-092025,Closed,Other / No Asset,,,08/16/2020 02:52:00 PM +0000,08/21/2020 01:08:00 PM +0000,08/16/2020 09:15:00 PM +0000,08/21/2020 01:08:00 PM +0000,2020,Trouble Call,Other,"From APD's description, there may be a damaged sign at the location of the hazard flasher.  Hopefully that's all it is.",311,"teletype, crosswalk damage/missing due to collision",Knockdown of pedestrian beacon,On 12th and New York the center pedestrian beacon was knocked down. I notified Frank and Nick to get directions to do with the Knockdown. The beacon is a contracted job dealt with research. We do not carry the epuipment to repair the beacon. I called my OCP in Miles to assist me with the removal and dismantling of the beacon. We had to set tapers for safety and load the beacon onto the truck to remove it from the center median. We then salvaged the remaining operating parts and signs from the beacon. We reported to the shop to store the remaining items and recycle the remaining parts.,True,,,False,TMC20-199515,20-00335421,,,,,
WRK17-002010,Closed,Signal,779,LOC16-003835,08/29/2017 07:58:00 PM +0000,09/14/2017 07:04:00 PM +0000,08/30/2017 11:02:00 AM +0000,09/14/2017 07:04:00 PM +0000,2017,Trouble Call,Detection Failure,,MMC,fisheye camera turned,gridsmart camera out of alignment,with assistance from the TMC - realigned camera and tightened ,False,,,,,,, MC KINNEY FALLS PKWY / WILLIAM CANNON DR,,,POINT (-97.7258301 30.1632175)
WRK21-134485,Submitted,School Beacon Zone,,LOC17-011750,12/08/2021 02:27:00 PM +0000,12/13/2021 03:16:00 PM +0000,12/09/2021 01:15:00 PM +0000,12/13/2021 03:16:00 PM +0000,2022,Trouble Call,LED Out,,311,one school zone flasher out in front of 7 eleven on William cannon and the other one is in front of Popeyes on William cannon,Beacon had a DST issue,Called TMC to update DST,False,,,False,TMC21-272075,21-00538501,,6400 BLK CIRCLE S RD (PLEASANT HILL),,,POINT (-97.77620291 30.19639326)
WRK18-009580,Closed,Other / No Asset,,,01/19/2018 07:28:00 AM +0000,01/29/2018 04:35:00 PM +0000,01/19/2018 07:52:00 AM +0000,01/29/2018 04:35:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),DIG TEST,DIG TEST,"CITY OF AUSTIN water digging up water main near intersection, no damage to any signal wire conduit",False,,,False,TMC18-039960,18-00016844,,,,,
WRK21-135545,Closed,School Beacon Zone,,LOC17-011450,12/22/2021 08:18:00 PM +0000,01/05/2022 06:03:00 PM +0000,12/22/2021 08:30:00 PM +0000,01/05/2022 06:03:00 PM +0000,2022,Scheduled Work,Installation - Other,,Austin Transportation Staff,Activate and program new school zones at norman Sims elementary on tannehill road. Zone 7110 id's 457&458.,school zones need programed and check operation. Needs static signs removed.,programed wbcu's and verified proper operation.  Verified communication. Wbcu 458 is very intermittent and unable to attain proper communication. Notified Kenny at mmc to request static sign removal.,False,,,False,,,,3800 BLK TANNEHILL LN (NORMAN),,,POINT (-97.67393697 30.27836893)
WRK21-111455,Submitted,Flashing Beacon,,LOC17-010920,04/12/2021 05:29:00 PM +0000,04/27/2021 05:34:00 PM +0000,04/12/2021 07:27:00 PM +0000,04/27/2021 05:34:00 PM +0000,2021,Trouble Call,Knockdown,,311,"a waring sign on a post that a sharp turn is coming, flashing orange lights  it's not working. it's on the ground.

a flashing yellow warning sign at 1647 Rutland Dr.  

it's on the ground.  can we get this fixed?  someone has already hit the guardrail since it's been down.",Found 4 inch pole hazard flasher knocked down and foundation broken including galvanized coupling that connects to the underground conduit.,"Contacted austing transportation inspector Julian Howser, Willard Peavy and informed them both of damaged foundation and pipe being cut. ",True,WRK21-112590,,False,TMC21-232625,21-00178259,413: 1748 BLK RUTLAND DR,1748 BLK RUTLAND DR,,,POINT (-97.709961 30.377528)
WRK18-017640,Closed,Other / No Asset,,,05/01/2018 03:31:00 PM +0000,05/16/2018 12:17:00 PM +0000,05/01/2018 03:35:00 PM +0000,05/16/2018 12:17:00 PM +0000,2018,Trouble Call,Digtess,,311 Customer Service Request (CSR),DIG TESS. 610 THRASHER LN.,DIG TESS.,LOCATION VISITED. NO NEARBY SIGNALS OR SIGNAL CONDUIT. 610 THRASHER LN.,False,,,False,TMC18-054850,18-00126631,,,,,
WRK18-015075,Closed,Other / No Asset,,,03/28/2018 08:52:00 AM +0000,05/01/2018 07:03:00 PM +0000,03/28/2018 08:55:00 AM +0000,05/01/2018 07:03:00 PM +0000,2018,Trouble Call,Knockdown,,311 Customer Service Request (CSR),Knockdown,Cross walk crossing sign knocked down.,Called 311 to dispatch to sign shop.,False,,,False,TMC18-040260,18-00018874,,,,,
WRK17-002490,Submitted,No Asset / Unkown Location / Other,,,09/13/2017 06:33:00 PM +0000,11/30/2017 05:25:00 PM +0000,09/13/2017 06:33:00 PM +0000,11/30/2017 05:25:00 PM +0000,2017,Trouble Call,LED Out,,TMC/KITS,,,,False,,,,TMC17-003015,,,,,,
WRK22-136350,Closed,School Beacon Zone,,LOC17-011775,01/07/2022 04:49:00 PM +0000,01/12/2022 04:13:00 PM +0000,01/07/2022 05:28:00 PM +0000,01/12/2022 04:13:00 PM +0000,2022,Trouble Call,Other,"School beacon won't stop flashing, going on continuously",311,,Flashing school zone flasher,Cycled power and tested,False,,,False,TMC22-276030,22-00008744,,4001 BLK N QUINLAN PARK RD (STEINER RANCH),,,POINT (-97.88414655 30.37946479)
WRK18-022105,Closed,No Asset / Unkown Location / Other,,,06/11/2018 11:34:00 AM +0000,06/20/2018 03:15:00 PM +0000,06/11/2018 01:59:00 PM +0000,06/20/2018 03:15:00 PM +0000,2018,Trouble Call,Other,Low water crossing sign is down,311,Low water crossing sign is down,"Not an ATD asset, found knocked down warning flasher","checked EB warning flasher, OK; saw WB flasher knocked down, not an ATD asset
",False,,,False,TMC18-062180,18-00179791,,,,,
WRK19-068950,Submitted,No Asset / Unkown Location / Other,,,11/11/2019 05:08:00 AM +0000,11/27/2019 03:07:00 PM +0000,11/11/2019 05:10:00 AM +0000,11/27/2019 03:07:00 PM +0000,2020,Trouble Call,Digtess,,311,,,5015 Duval not at intersection. Called 311 to close out page.,False,,,False,TMC19-159315,19-00432458,,,,,
WRK19-054635,Closed,Flashing Beacon,,LOC17-010600,06/12/2019 10:47:00 PM +0000,06/14/2019 11:52:00 AM +0000,06/12/2019 11:48:00 PM +0000,06/14/2019 11:52:00 AM +0000,2019,Trouble Call,Visibility Issue,,311,Looks as if it has been rotated or hit. Can't see the sign.,No problem found. ,Road up and down W. Riverside drive. I saw no issues related to any of our signs damaged. ,False,,,False,TMC19-127415,19-00219613,,700 BLK W RIVERSIDE DR,,,POINT (-97.751032 30.261616)
WRK18-017910,Closed,School Beacon,,LOC17-011645,05/03/2018 03:01:00 PM +0000,05/03/2018 05:52:00 PM +0000,05/03/2018 05:41:00 PM +0000,05/03/2018 05:52:00 PM +0000,2018,Trouble Call,Timing Issue,,311,Caller states the school zone flasher has the bulb out and not flashing.,1st SZ indication not working,"replaced AC cube flasher, replaced amber LED, checked operation and also checked operation for Berkman side as well",False,,,False,TMC18-055210,18-00129795,,1400 BLK E ST JOHNS AVE (REAGAN),,,POINT (-97.69117185 30.32414948)
WRK17-002590,Submitted,School Beacon,7506,,09/18/2017 08:18:00 PM +0000,09/22/2017 08:58:00 PM +0000,09/18/2017 08:26:00 PM +0000,09/22/2017 08:58:00 PM +0000,2017,Scheduled Work,"Installation - Install Heads, Installation - Build Signal Heads, Installation - Other, Knockdown Follow-Up",,Austin Transportation Staff,BRIDGEPOINT ELEMENTARY - SCHOOLFLASHER KNOCKED DOWN (WB) - SR:17-00276583,BRIDGEPOINT ELEMENTARY - SCHOOLFLASHER KNOCKED DOWN (WB) - SR:17-00276583,"WB SCHOOL FLASHER REBUILT. 
MATERIAL USED:
- 1 4 INCH PIPE POLE
- 1 I SIGNAL SECTION
- 1 DC AMBER BULB
- 1 PED ARM SET
- 1 SCHOOL ZONE CABINET
- 1 YAGI ANTENNA
- 20 FT OF LMR
- 20FT OF 5 COND.
-20FT OF 7 COND.",False,,,,,,101: 6300 BLK CEDAR ST,,,,
WRK21-114835,Closed,Flashing Beacon,,LOC17-011080,05/14/2021 03:06:00 PM +0000,08/03/2021 12:34:00 AM +0000,05/14/2021 05:19:00 PM +0000,08/03/2021 12:34:00 AM +0000,2021,Trouble Call,Other,Not flashing,MMC,,"Bad Batteries, signal turned toward wood.","Replace batteries, clean solar panels, clean cabinet and test operating.  Turn signal back towards street veiw.",False,,,False,,,,3552 BLK FM 2222 RD,,,POINT (-97.760018 30.340041)
WRK17-001200,Closed,Signal,943,LOC16-004605,05/05/2017 04:10:00 PM +0000,05/05/2017 07:48:00 PM +0000,,,2017,Trouble Call,Signal Out or on Flash,,Austin Transportation Staff,"lights out or on flash
",none,"checked all colors , peds , pbs and metered the cabinet voltage .",False,,,,TMC70-001945,17-00116601,, CONGRESS AVE / MILTON ST,,,POINT (-97.7506256 30.2470245)
WRK20-073195,Submitted,No Asset / Unkown Location / Other,,,01/09/2020 11:26:00 PM +0000,01/13/2020 03:23:00 PM +0000,01/10/2020 04:35:00 AM +0000,01/13/2020 03:23:00 PM +0000,2020,Trouble Call,Other,"There's a traffic vault open at 300 Block Nueces.  However, there is no nearby signal.  It may be communications related.",COA Staff,At the 300 block of Nueces there's a traffic signal vault open.  Brian Van De Walle alerted us to it via e-mail.  It looks like a traffic cone is holding it open in the picture he sent.,Screw unsecured,Tightened the screw and the doors are closed.,False,,,False,TMC20-169480,,,,,,
WRK20-100070,Closed,Flashing Beacon,,LOC17-010920,12/03/2020 05:50:00 PM +0000,12/04/2020 02:58:00 PM +0000,12/03/2020 06:23:00 PM +0000,12/04/2020 02:58:00 PM +0000,2021,Trouble Call,LED Out,,COA Staff,,"No problem  found at this time, school zone flashers for EB and WB approaches working properly did button  activator  test on school zone clock .","No problem  found at this time, school zone flashers for EB and WB approaches working properly did button  activator  test on school zone clock .",False,,,False,TMC20-214635,,,1748 BLK RUTLAND DR,,,POINT (-97.709961 30.377528)
WRK21-132970,Closed,School Beacon Zone,,LOC21-020295,11/15/2021 05:24:00 PM +0000,11/22/2021 03:00:00 PM +0000,11/15/2021 09:06:00 PM +0000,11/22/2021 03:00:00 PM +0000,2022,Trouble Call,Other,school lights not working--going towards the school--South Croftwood & Eskew.,311,school lights not working--going towards the school--South,Nothing all school flashers where flashing when I got to them,Stoped and talk to the cross guard guy and asked witch ones they where having problems with and checked both the flashers he told me and they are fine both where 2 mins off schedule time so I updated time on both flashers ,False,,,False,TMC21-268900,21-00509643,,BLK (BOONE / 8000 CROFTWOOD DR),,,POINT (-97.84071635 30.2048182)
WRK21-126915,Submitted,Flashing Beacon,,LOC16-005825,09/15/2021 11:30:00 AM +0000,09/15/2021 01:32:00 PM +0000,09/15/2021 01:16:00 PM +0000,09/15/2021 01:32:00 PM +0000,2021,Trouble Call,Signal Out or on Flash,,COA Staff,"Cube flasher not working
loose cables if they are high enough disregard.",Flasher cube was bad only half the flashers where flashing ,Replaced flashers cube and is working normally ,False,,,False,TMC21-258170,,, REDBUD TRL / STRATFORD DR,,,POINT (-97.790691 30.2900719)
WRK18-011700,Closed,Other / No Asset,,,02/13/2018 05:10:00 PM +0000,05/02/2018 03:17:00 PM +0000,02/13/2018 05:19:00 PM +0000,05/02/2018 03:17:00 PM +0000,2018,Scheduled Work,Installation - Other,,Austin Transportation Staff,Push button on S/W corner not working.,Push button on S/W corner was stuck.,Replaced push button on S/W corner and walked intersection. Material not inventory.,False,,,False,,,,,,,
WRK17-001985,Closed,Signal,787,LOC16-003870,08/29/2017 07:41:00 PM +0000,09/14/2017 07:02:00 PM +0000,08/30/2017 10:51:00 AM +0000,09/14/2017 07:02:00 PM +0000,2017,Trouble Call,Signal Out or on Flash,,MMC,IN FLASH,dual indication phase 2,"replaced load switch
checked all colors, peds, buttons, detection, and programs",False,,,,,,, MOPAC EXPY / SLAUGHTER LN,,,POINT (-97.8654556 30.2005672)
