longitude,latitude,StationID,Power,Quality,num_measures,Code,recorded_tstamp
-123.137393,49.308226,1277,-66.7023,-18.5347,1,ABC012631277,05-DEC-2021 18:56:11
-123.123238,49.266197,40528,-81.2885,-14.4213,3,ABC4051440528,01-DEC-2021 21:38:53
-123.119098,49.273785,40487,-91.9186,-13.8203,1,ABC4047340487,06-DEC-2021 21:03:55
-123.081393,49.283087,40116,-87.5489,-18.4133,1,ABC401040116,03-DEC-2021 15:45:36
-123.141116,49.261047,1400,-60.8826,-21.9879,1,ABC013861400,07-DEC-2021 14:31:56
-123.101582,49.272998,6573,-83.0962,-14.8787,1,ABD065596573,01-DEC-2021 19:52:37
-123.120485,49.263308,448,-57.7833,-14.6046,3,ABC00434448,03-DEC-2021 12:48:49
-123.170977,49.269308,6206,-56.5093,-14.974,6,ABD06196206,01-DEC-2021 18:09:37
-123.175918,49.271354,35121,-74.3,-5.3139,1,ABD3510735121,05-DEC-2021 13:12:36
-123.132585,49.278498,35595,-77.7709,-8.0011,3,ABD3558135595,07-DEC-2021 16:00:56
-123.139593,49.287211,1339,-67.7315,-7.1737,3,ABC013251339,02-DEC-2021 22:20:07
-123.112078,49.261285,10713,-75.1639,-18.2432,1,ABC1069910713,03-DEC-2021 16:07:21
-123.126889,49.265162,31309,-70.5331,-23.2215,1,ABC3129531309,02-DEC-2021 21:46:50
-123.116091,49.274778,36146,-60.9555,-19.4689,1,ABD361336146,01-DEC-2021 20:07:25
-123.137702,49.287379,1398,-61.4876,-12.0916,6,ABC013841398,07-DEC-2021 14:43:22
-123.112787,49.259416,30770,-69.9346,-17.1167,3,ABC3075630770,02-DEC-2021 22:20:18
-123.156848,49.271726,36611,-97.8289,-22.7502,1,ABD3659736611,07-DEC-2021 17:39:46
-123.099692,49.280329,31505,-67.4287,-20.4188,2,ABC3149131505,05-DEC-2021 16:37:31
-123.136329,49.271017,5286,-85.941,-21.2213,2,ABD05275286,06-DEC-2021 21:44:20
-123.129798,49.274767,30917,-68.0421,-19.5228,1,ABC3090330917,06-DEC-2021 13:57:23
-123.143969,49.257136,36265,-73.7054,-12.4558,4,ABD3625136265,05-DEC-2021 15:38:25
-123.090118,49.257914,6352,-90.0898,-20.9185,1,ABD063386352,01-DEC-2021 18:04:51
-123.099917,49.28039,10717,-70.6318,-17.9245,1,ABC1070310717,05-DEC-2021 21:20:34
-123.115509,49.265899,6395,-73.8313,-9.2627,3,ABD063816395,07-DEC-2021 14:43:27
-123.101127,49.258994,36613,-88.3745,-12.0217,1,ABD3659936613,06-DEC-2021 13:33:02
-123.11379,49.283975,40325,-75.0569,-17.4267,1,ABC4031140325,05-DEC-2021 19:29:04
-123.117634,49.259701,32055,-63.9867,-17.5338,1,ABC3204132055,01-DEC-2021 17:15:01
-123.08838,49.260615,5285,-71.7314,-17.3514,2,ABD052715285,06-DEC-2021 23:15:37
-123.115,49.259561,32069,-67.134,-20.3897,1,ABC3205532069,01-DEC-2021 18:11:49
-123.146721,49.269798,5265,-75.6421,-16.5851,1,ABD052515265,03-DEC-2021 15:53:46
-123.136224,49.270585,30038,-65.5903,-7.0505,3,ABC3002430038,05-DEC-2021 18:25:40
-123.081124,49.269702,35412,-86.3573,-19.5878,1,ABD3539835412,05-DEC-2021 21:19:40
-123.158534,49.259229,35595,-67.5257,-9.8541,2,ABD3558135595,05-DEC-2021 19:29:28
-123.09647,49.257536,31079,-78.0843,-20.6894,1,ABC3106531079,03-DEC-2021 15:13:00
-123.185942,49.258937,1356,-69.1961,-12.1941,3,ABC01341356,01-DEC-2021 17:59:07
-123.117033,49.265887,36606,-74.0898,-13.2917,3,ABD365936606,01-DEC-2021 22:16:02
-123.150622,49.269861,1417,-74.8599,-17.1887,1,ABC014031417,07-DEC-2021 00:12:23
-123.160713,49.27267,1412,-79.718,-21.5119,1,ABC013981412,06-DEC-2021 17:44:06
-123.183741,49.265563,40206,-77.5957,-17.0549,3,ABC401940206,06-DEC-2021 01:54:22
-123.114632,49.274094,10730,-65.0262,-12.4849,1,ABC1071610730,05-DEC-2021 21:33:06
-123.111407,49.2782,31055,-74.5616,-17.3658,17,ABC3104131055,05-DEC-2021 01:40:08
-123.112737,49.281246,31278,-53.9003,-5.5002,2,ABC3126431278,01-DEC-2021 17:51:41
-123.132922,49.269632,31069,-63.9267,-16.17,3,ABC3105531069,01-DEC-2021 21:26:02
-123.079329,49.283466,36617,-72.7455,-18.2632,1,ABD3660336617,06-DEC-2021 19:57:56
-123.152619,49.272112,6015,-78.9186,-11.4382,3,ABD060016015,06-DEC-2021 13:28:10
-123.121294,49.271888,1399,-65.8051,-13.3038,1,ABC013851399,07-DEC-2021 14:48:57
-123.08523,49.26273,40528,-75.538,-22.2789,2,ABC4051440528,01-DEC-2021 21:38:43
-123.13893,49.270163,30390,-75.235,-19.7929,2,ABC3037630390,07-DEC-2021 19:03:05
-123.177913,49.262324,75,-68.1365,-18.3761,1,ABC0006175,01-DEC-2021 20:34:56
-123.121263,49.275853,32370,-69.3991,-20.9617,1,ABC3235632370,06-DEC-2021 21:02:34
-123.079512,49.277316,30737,-62.0879,-15.0092,1,ABC3072330737,06-DEC-2021 19:48:37
-123.142199,49.268844,36486,-81.9465,-20.4107,2,ABD364736486,03-DEC-2021 13:07:07
-123.141136,49.260533,32370,-82.6187,-8.9659,2,ABC3235632370,04-DEC-2021 16:26:51
-123.130191,49.257854,36295,-54.2725,-13.674,3,ABD3628136295,01-DEC-2021 20:06:50
-123.126361,49.271934,30598,-73.2985,-14.754,3,ABC3058430598,07-DEC-2021 16:00:59
-123.18583,49.265088,31539,-68.5872,-18.8283,1,ABC3152531539,02-DEC-2021 22:19:52
-123.07942,49.273166,30945,-63.6685,-11.9945,3,ABC3093130945,05-DEC-2021 18:33:29
-123.086356,49.284044,31608,-68.3033,-13.6436,3,ABC3159431608,01-DEC-2021 20:17:04
-123.127569,49.274979,899,-85.6724,-18.0271,1,ABC00885899,06-DEC-2021 21:39:43
-123.136476,49.27561,31035,-67.2864,-22.0153,1,ABC3102131035,01-DEC-2021 21:05:13
-123.159918,49.26709,31079,-81.4998,-15.1563,2,ABC3106531079,07-DEC-2021 01:01:03
-123.132648,49.257894,31950,-46.4189,-6.5161,3,ABC3193631950,04-DEC-2021 00:24:59
-123.174942,49.260575,15717,-71.0757,-5.1269,2,ABD1570315717,06-DEC-2021 21:31:27
-123.084336,49.268746,30447,-71.9543,-18.1244,3,ABC3043330447,04-DEC-2021 01:32:25
-123.130092,49.264374,35403,-109.0849,-11.858,1,ABD3538935403,01-DEC-2021 20:32:13
-123.167595,49.267464,35285,-63.3326,-5.2646,3,ABD3527135285,05-DEC-2021 19:19:10
-123.157456,49.261073,36396,-72.4652,-18.0623,1,ABD363836396,06-DEC-2021 17:23:55
-123.162312,49.266445,896,-52.7376,-9.6758,7,ABC0088896,07-DEC-2021 00:17:46
-123.098027,49.274466,31076,-69.3142,-18.725,1,ABC310631076,03-DEC-2021 15:08:34
-123.136122,49.268355,40209,-50.2285,-5.2143,1,ABC4019540209,03-DEC-2021 15:50:01
-123.161066,49.270028,6361,-87.956,-5.8581,1,ABD063476361,01-DEC-2021 18:01:34
-123.080712,49.280991,36076,-61.3619,-11.9873,2,ABD360636076,03-DEC-2021 14:39:11
-123.105952,49.26029,36893,-87.5806,-13.9892,1,ABD3687936893,05-DEC-2021 20:42:58
-123.12172,49.266142,31076,-72.8799,-22.47,1,ABC310631076,03-DEC-2021 14:46:22
-123.185918,49.262244,35146,-81.9987,-19.4855,1,ABD351335146,04-DEC-2021 21:24:40
-123.110885,49.264929,32059,-63.2022,-22.7413,1,ABC3204532059,01-DEC-2021 18:11:44
-123.17646,49.264214,5325,-65.8817,-18.1184,1,ABD053115325,04-DEC-2021 21:16:37
-123.099439,49.270269,31686,-81.5787,-23.7777,1,ABC316731686,04-DEC-2021 16:12:50
-123.086251,49.282935,40540,-75.3288,-15.7592,1,ABC4052640540,05-DEC-2021 01:41:11
-123.093877,49.281229,31957,-57.6255,-18.1949,3,ABC3194331957,02-DEC-2021 00:00:08
-123.083519,49.260575,36556,-64.9752,-16.1599,49,ABD365436556,02-DEC-2021 22:42:13
-123.109534,49.27922,6357,-68.8734,-22.827,1,ABD063436357,07-DEC-2021 17:39:54
-123.084007,49.269582,32006,-62.1747,-19.6945,1,ABC319932006,03-DEC-2021 13:32:15
-123.110191,49.278562,6402,-115.1333,-19.1636,1,ABD063886402,07-DEC-2021 19:04:13
-123.145858,49.261041,36117,-57.8846,-13.2192,4,ABD3610336117,03-DEC-2021 15:01:03
-123.143754,49.30977,30555,-66.7073,-7.5207,1,ABC3054130555,01-DEC-2021 17:49:42
-123.099536,49.283887,1090,-60.1532,-11.9738,1,ABC010761090,06-DEC-2021 17:22:52
-123.168368,49.258751,10707,-66.7453,-12.9436,2,ABC1069310707,03-DEC-2021 16:05:33
-123.143596,49.261792,40366,-50.7091,-6.3739,3,ABC403540366,07-DEC-2021 14:10:27
-123.090893,49.276599,88,-75.4645,-22.2924,1,ABC0007488,07-DEC-2021 01:22:03
-123.093056,49.258588,35633,-90.7491,-11.1224,1,ABD3561935633,06-DEC-2021 20:54:52
-123.139704,49.26842,288,-80.7861,-17.6877,2,ABC00274288,06-DEC-2021 01:31:49
-123.11038,49.281235,30920,-66.6067,-14.3949,3,ABC3090630920,07-DEC-2021 14:30:12
-123.109419,49.265664,43276,-73.1265,-20.356,57,ABD432643276,05-DEC-2021 01:40:01
-123.166402,49.267239,32279,-66.5101,-14.9721,3,ABC3226532279,07-DEC-2021 15:54:35
-123.148613,49.259071,43525,-73.2835,-17.5289,3,ABD4351143525,01-DEC-2021 21:26:02
-123.140867,49.267694,32278,-71.4226,-12.9385,4,ABC3226432278,07-DEC-2021 14:39:59
-123.10651,49.270932,36586,-58.681,-15.2858,27,ABD365736586,02-DEC-2021 22:14:17
-123.124028,49.30081,30108,-39.4029,-5.6627,3,ABC3009430108,07-DEC-2021 14:42:46
-123.174204,49.257858,30739,-41.1424,-12.4276,1,ABC3072530739,01-DEC-2021 23:21:22
-123.138561,49.291465,288,-62.8475,-20.3118,1,ABC00274288,06-DEC-2021 21:38:49
-123.115144,49.280625,40470,-67.9716,-20.8388,1,ABC4045640470,01-DEC-2021 21:05:01
-123.086727,49.282046,31080,-48.2922,-15.3623,1,ABC3106631080,03-DEC-2021 13:23:57
-123.16922,49.271057,1356,-53.2792,-9.1487,3,ABC01341356,01-DEC-2021 18:00:15
-123.095225,49.284929,15717,-65.4596,-15.0317,1,ABD1570315717,06-DEC-2021 01:48:52
-123.08953,49.261528,40490,-76.6026,-15.1003,1,ABC4047640490,06-DEC-2021 21:03:36
-123.159788,49.270587,6351,-91.2189,-14.0565,1,ABD063376351,07-DEC-2021 21:06:10
-123.173921,49.266724,36191,-80.1947,-10.1193,1,ABD3617736191,03-DEC-2021 21:46:49
-123.084345,49.268723,5266,-102.2188,-21.8218,1,ABD05255266,05-DEC-2021 21:28:18
-123.123713,49.281362,1416,-59.8558,-10.3381,2,ABC01401416,06-DEC-2021 21:43:34
-123.130216,49.265215,43166,-75.102,-10.9001,2,ABD431543166,04-DEC-2021 22:58:56
-123.181392,49.261579,37071,-107.9892,-16.4296,1,ABD3705737071,07-DEC-2021 21:11:52
-123.097575,49.282017,30150,-90.1622,-17.4581,3,ABC3013630150,04-DEC-2021 19:57:38
-123.137694,49.285982,35423,-83.1103,-22.4716,1,ABD3540935423,04-DEC-2021 21:02:24
-123.089165,49.259644,11426,-81.6022,-11.3363,1,ABC114111426,03-DEC-2021 18:39:26
-123.083828,49.256927,10190,-65.9806,-12.6035,2,ABC1017610190,03-DEC-2021 16:20:03
-123.097672,49.285059,35602,-86.1159,-7.6076,1,ABD3558835602,04-DEC-2021 00:39:35
-123.096884,49.277617,10187,-102.6462,-19.1434,1,ABC1017310187,05-DEC-2021 00:39:09
-123.101186,49.276064,30080,-61.1847,-20.0448,1,ABC3006630080,05-DEC-2021 13:17:25
-123.177558,49.266778,40219,-81.7058,-21.1323,2,ABC4020540219,03-DEC-2021 18:41:51
-123.128366,49.266025,43155,-70.6213,-14.0018,2,ABD4314143155,04-DEC-2021 20:03:55
-123.114774,49.273008,30658,-75.2344,-18.9192,2,ABC3064430658,05-DEC-2021 20:29:47
-123.087214,49.279243,5975,-76.8325,-17.6338,2,ABD059615975,03-DEC-2021 17:56:07
-123.149957,49.277221,30489,-63.7463,-18.7228,3,ABC3047530489,03-DEC-2021 15:09:17
-123.139519,49.284653,686,-93.4014,-19.8968,1,ABC0067686,04-DEC-2021 19:24:20
-123.141876,49.261764,5331,-84.1507,-15.5945,1,ABD053175331,03-DEC-2021 21:42:54
-123.099726,49.270888,35657,-77.9424,-12.2803,1,ABD3564335657,05-DEC-2021 20:13:41
-123.119939,49.283859,30665,-86.4633,-17.0817,1,ABC3065130665,03-DEC-2021 20:04:39
-123.180128,49.271233,35956,-89.6864,-21.6574,1,ABD359435956,06-DEC-2021 23:01:02
-123.122824,49.260518,54066,-70.2744,-9.0524,2,ABC540554066,04-DEC-2021 19:41:06
-123.174056,49.261934,10166,-73.4604,-8.6045,2,ABC101510166,07-DEC-2021 00:10:23
-123.129063,49.267959,35602,-108.4232,-17.2278,1,ABD3558835602,05-DEC-2021 20:17:37
-123.169198,49.262295,10188,-62.8115,-5.0818,1,ABC1017410188,03-DEC-2021 17:15:26
-123.133574,49.267282,31988,-86.8414,-10.4265,1,ABC3197431988,03-DEC-2021 16:00:07
-123.089675,49.277836,11426,-82.0809,-4.9691,1,ABC114111426,03-DEC-2021 18:42:10
-123.084286,49.270135,57038,-58.7147,-22.0292,1,ABC5702457038,03-DEC-2021 21:39:21
-123.180514,49.26428,35977,-73.0206,-10.3546,1,ABD3596335977,05-DEC-2021 20:15:03
-123.166268,49.271072,50926,-87.3641,-20.8512,1,TXV509150926,06-DEC-2021 23:28:21
-123.170531,49.264995,896,-68.3028,-16.2642,1,ABC0088896,05-DEC-2021 22:34:03
-123.110614,49.262181,40269,-54.2975,-6.7194,3,ABC4025540269,03-DEC-2021 18:26:47
-123.115948,49.285372,447,-90.0355,-17.038,3,ABC00433447,03-DEC-2021 13:01:01
-123.128559,49.290363,6396,-59.0801,-6.0008,2,ABD06386396,07-DEC-2021 14:35:19
-123.146179,49.268908,1549,-64.0866,-9.1049,2,ABC015351549,04-DEC-2021 17:15:49
-123.109249,49.263108,11429,-80.8322,-12.1193,1,ABC1141511429,03-DEC-2021 18:44:04
-123.086898,49.281097,37186,-108.6863,-20.6597,1,ABD371737186,03-DEC-2021 18:42:10
-123.114269,49.266657,30660,-75.2488,-12.8678,1,ABC3064630660,05-DEC-2021 20:14:06
-123.12191,49.287962,40216,-76.1466,-18.1086,1,ABC402040216,03-DEC-2021 20:52:56
-123.1009,49.265507,445,-54.5748,-19.7644,4,ABC00431445,03-DEC-2021 13:05:51
-123.167114,49.260453,43175,-104.5518,-10.5067,1,ABD4316143175,03-DEC-2021 18:40:51
-123.143589,49.266268,30468,-84.8981,-21.9891,1,ABC3045430468,04-DEC-2021 17:31:02
-123.083319,49.261571,926,-67.2607,-6.4932,3,ABC0091926,05-DEC-2021 18:10:37
-123.126737,49.259418,10058,-99.7506,-17.0836,4,ABC1004410058,03-DEC-2021 20:43:35
-123.080842,49.283164,10712,-98.3906,-18.4641,1,ABC1069810712,06-DEC-2021 23:05:27
-123.155459,49.261543,11426,-73.5774,-9.834,1,ABC114111426,03-DEC-2021 18:42:25
-123.100872,49.282309,10057,-94.095,-17.0363,2,ABC1004310057,03-DEC-2021 19:16:12
-123.121129,49.26423,32110,-82.2683,-22.9193,1,ABC3209632110,04-DEC-2021 23:25:10
-123.115057,49.257768,31615,-73.7233,-19.4888,3,ABC3160131615,04-DEC-2021 01:36:20
-123.13976,49.27456,35347,-83.9366,-18.2142,1,ABD3533335347,04-DEC-2021 01:15:45
-123.105233,49.267395,279,-66.7857,-14.7056,2,ABC00265279,04-DEC-2021 17:26:05
-123.108678,49.285943,823,-77.4541,-14.8953,3,ABC00809823,05-DEC-2021 18:35:00
-123.134227,49.292087,6402,-114.6271,-15.9443,1,ABD063886402,05-DEC-2021 19:20:06
-123.154078,49.268152,35065,-84.6216,-16.4253,4,ABD3505135065,04-DEC-2021 17:25:06
-123.140708,49.265642,31509,-78.2225,-14.0714,1,ABC3149531509,05-DEC-2021 18:50:19
-123.11295,49.261845,30599,-73.1684,-15.4192,4,ABC3058530599,07-DEC-2021 14:52:14
-123.14757,49.259975,896,-89.5745,-20.7303,1,ABC0088896,07-DEC-2021 00:10:16
-123.140184,49.262658,40217,-93.3537,-14.6923,3,ABC4020340217,03-DEC-2021 19:28:58
-123.128281,49.273205,975,-78.5094,-22.665,1,ABC00961975,03-DEC-2021 17:57:10
-123.183068,49.26432,30469,-84.9719,-15.5649,1,ABC3045530469,04-DEC-2021 17:12:07
-123.140534,49.310549,30100,-82.2153,-13.8035,1,ABC3008630100,05-DEC-2021 18:15:45
-123.147476,49.295941,31279,-76.2816,-13.6083,1,ABC3126531279,01-DEC-2021 17:58:59
-123.140979,49.26471,5821,-107.6928,-19.1031,92,ABD058075821,02-DEC-2021 00:12:22
-123.11522,49.273283,5927,-51.2676,-5.1498,17,ABD059135927,07-DEC-2021 16:45:40
-123.09742,49.285163,30970,-60.4465,-16.7093,1,ABC3095630970,05-DEC-2021 17:34:52
-123.121941,49.284958,499,-72.5509,-8.1914,2,ABC00485499,03-DEC-2021 16:15:23
-123.156687,49.269076,5242,-102.603,-9.1302,1,ABD052285242,04-DEC-2021 01:07:10
-123.177873,49.268499,35635,-96.2489,-7.5387,1,ABD3562135635,04-DEC-2021 19:37:59
-123.157675,49.298499,977,-82.4185,-20.4006,1,ABC00963977,03-DEC-2021 16:01:07
-123.108667,49.285989,35253,-107.1148,-17.8489,1,ABD3523935253,04-DEC-2021 00:29:45
-123.118164,49.282523,458,-64.517,-19.2067,1,ABC00444458,06-DEC-2021 20:49:00
-123.116093,49.274772,43326,-98.5234,-20.9407,1,ABD433143326,05-DEC-2021 18:16:46
-123.171243,49.264124,41046,-80.7813,-21.5982,1,TXV410341046,06-DEC-2021 23:28:30
-123.086439,49.257033,10089,-81.4762,-17.593,1,ABC1007510089,03-DEC-2021 16:00:03
-123.079136,49.281805,32346,-88.1095,-14.3705,1,ABC323332346,04-DEC-2021 00:41:47
-123.149327,49.257221,30245,-70.2867,-9.1621,1,ABC3023130245,01-DEC-2021 17:41:36
-123.08,49.287374,35401,-94.2726,-20.0855,1,ABD3538735401,03-DEC-2021 13:07:06
-123.178165,49.264243,1358,-62.913,-14.7582,3,ABC013441358,07-DEC-2021 18:22:06
-123.172151,49.261137,6267,-64.7698,-14.1519,1,ABD062536267,01-DEC-2021 23:30:42
-123.16924,49.266653,5926,-81.1253,-14.444,1,ABD05915926,05-DEC-2021 18:16:47
-123.09586,49.267655,1356,-75.2858,-21.3063,1,ABC01341356,06-DEC-2021 20:57:47
-123.130612,49.276798,30908,-56.4227,-4.8688,3,ABC3089430908,04-DEC-2021 22:03:05
-123.119868,49.263399,30100,-83.7488,-7.1012,1,ABC3008630100,04-DEC-2021 01:04:49
-123.137706,49.266173,31950,-38.6121,-4.1864,1,ABC3193631950,04-DEC-2021 00:25:09
-123.115248,49.284918,1716,-55.9357,-9.7176,2,ABC01701716,01-DEC-2021 17:30:36
-123.121867,49.280597,5685,-92.6505,-14.4627,3,ABD056715685,03-DEC-2021 19:57:05
-123.166512,49.26407,119,-42.773,-11.8994,2,ABC00105119,04-DEC-2021 17:05:12
-123.183405,49.262516,1622,-59.5235,-4.6917,2,ABC016081622,07-DEC-2021 14:43:01
-123.129397,49.293256,30957,-76.4422,-18.5923,1,ABC3094330957,04-DEC-2021 19:07:45
-123.162544,49.260242,37253,-103.5121,-21.9789,1,ABD3723937253,06-DEC-2021 18:18:36
-123.090359,49.283925,1332,-62.8759,-21.3753,3,ABC013181332,04-DEC-2021 14:02:39
-123.079569,49.27407,30289,-73.6851,-19.7651,2,ABC3027530289,05-DEC-2021 18:17:17
-123.161403,49.268268,30235,-75.2035,-22.9327,1,ABC3022130235,01-DEC-2021 17:53:51
-123.087509,49.272722,1420,-93.6756,-9.0484,2,ABC014061420,06-DEC-2021 23:03:04
-123.179558,49.271224,5846,-78.5562,-19.0141,1,ABD05835846,05-DEC-2021 18:13:11
-123.129122,49.259836,32370,-76.9681,-15.5168,1,ABC3235632370,04-DEC-2021 16:21:59
-123.144163,49.309146,30660,-76.9077,-18.8755,2,ABC3064630660,05-DEC-2021 18:17:18
-123.128518,49.302512,30946,-71.43,-19.1831,3,ABC309330946,05-DEC-2021 18:26:08
-123.168642,49.26748,285,-80.6908,-14.6884,2,ABC00271285,07-DEC-2021 00:10:18
-123.131427,49.284706,35657,-80.6119,-17.5539,1,ABD3564335657,05-DEC-2021 18:13:04
-123.119784,49.278825,32458,-83.7882,-8.1085,1,ABC3244432458,04-DEC-2021 19:54:01
-123.127121,49.277838,40156,-74.2987,-19.3863,1,ABC401440156,04-DEC-2021 21:10:35
-123.142887,49.308869,10215,-76.134,-15.1421,1,ABC1020110215,07-DEC-2021 18:18:01
-123.183752,49.258904,10705,-84.5606,-22.7323,1,ABC1069110705,07-DEC-2021 00:10:53
-123.087423,49.275032,36961,-102.3482,-6.2836,1,ABD3694736961,04-DEC-2021 00:16:33
-123.145754,49.263823,43247,-74.7984,-11.9035,2,ABD4323343247,05-DEC-2021 00:43:05
-123.130012,49.287968,232,-63.6804,-6.5636,1,ABC00218232,05-DEC-2021 13:19:43
-123.155631,49.262909,32337,-49.526,-5.1171,2,ABC3232332337,05-DEC-2021 18:12:08
-123.103044,49.277456,30247,-57.0067,-15.8825,3,ABC3023330247,06-DEC-2021 20:52:31
-123.129573,49.284289,30976,-56.2557,-14.4141,2,ABC309630976,04-DEC-2021 00:37:15
-123.116133,49.283808,32190,-80.2584,-17.0733,1,ABC3217632190,03-DEC-2021 21:26:32
-123.129762,49.287806,5977,-86.1451,-18.6849,1,ABD059635977,03-DEC-2021 16:01:26
-123.18192,49.270351,31049,-83.087,-15.6452,3,ABC3103531049,07-DEC-2021 18:28:11
-123.134043,49.267521,1547,-58.8265,-11.8376,2,ABC015331547,04-DEC-2021 17:49:20
-123.11283,49.262219,30977,-75.6835,-8.8529,3,ABC3096330977,05-DEC-2021 20:28:02
-123.093147,49.257821,6401,-97.0527,-19.9342,1,ABD063876401,05-DEC-2021 16:52:10
-123.172036,49.2702,35245,-76.3107,-17.0023,1,ABD3523135245,03-DEC-2021 15:05:59
-123.172776,49.261445,5686,-94.4337,-10.6897,3,ABD05675686,03-DEC-2021 20:01:11
-123.182897,49.271278,40279,-59.0857,-17.4733,1,ABC4026540279,05-DEC-2021 01:56:43
-123.133441,49.26255,1397,-71.6297,-21.4257,1,ABC013831397,07-DEC-2021 16:02:21
-123.134916,49.29182,35067,-77.8753,-17.8322,1,ABD3505335067,04-DEC-2021 19:05:23
-123.104622,49.270457,30289,-68.406,-20.7806,1,ABC3027530289,05-DEC-2021 20:17:41
-123.123149,49.26594,31126,-44.9067,-4.1348,3,ABC311131126,07-DEC-2021 20:10:38
-123.125138,49.287028,30039,-76.8796,-20.4702,1,ABC3002530039,05-DEC-2021 18:18:04
-123.117495,49.260433,30288,-73.4139,-19.4778,2,ABC3027430288,04-DEC-2021 01:36:43
-123.098813,49.261097,10190,-71.5878,-23.4996,1,ABC1017610190,04-DEC-2021 17:31:02
-123.098078,49.271024,55215,-76.851,-10.4301,1,ABC5520155215,05-DEC-2021 20:29:55
-123.146719,49.275319,31885,-73.2545,-20.2384,1,ABC3187131885,04-DEC-2021 16:27:53
-123.130145,49.275837,10215,-79.0314,-19.3306,1,ABC1020110215,07-DEC-2021 17:52:42
-123.096589,49.272213,35577,-47.1758,-12.7902,1,ABD3556335577,04-DEC-2021 00:27:08
-123.118026,49.286459,30467,-87.849,-15.4111,1,ABC3045330467,05-DEC-2021 00:30:45
-123.114768,49.264695,5242,-112.7129,-10.0126,1,ABD052285242,05-DEC-2021 20:17:43
-123.092425,49.268927,30245,-70.1313,-16.1649,3,ABC3023130245,01-DEC-2021 17:40:54
-123.173907,49.265046,15716,-97.6482,-7.2033,2,ABD157015716,05-DEC-2021 22:17:17
-123.077763,49.274042,30068,-61.1438,-19.2356,1,ABC3005430068,04-DEC-2021 17:20:44
-123.115918,49.266128,5285,-91.0801,-15.2069,2,ABD052715285,07-DEC-2021 00:14:52
-123.119219,49.278886,40186,-74.9522,-13.7576,2,ABC401740186,05-DEC-2021 19:25:15
-123.181854,49.258874,498,-73.9826,-18.6477,1,ABC00484498,04-DEC-2021 17:19:23
-123.128822,49.261555,37245,-47.7405,-6.052,3,ABD3723137245,07-DEC-2021 20:58:13
-123.113622,49.25779,279,-79.1128,-14.9709,8,ABC00265279,03-DEC-2021 17:30:49
-123.124166,49.273298,15186,-92.511,-23.0013,1,ABD151715186,06-DEC-2021 23:02:10
-123.128195,49.281224,40328,-66.8327,-22.4063,1,ABC4031440328,05-DEC-2021 19:25:01
-123.182525,49.271272,10189,-75.2305,-12.1361,1,ABC1017510189,03-DEC-2021 17:08:55
-123.084855,49.279522,30265,-59.2944,-17.8244,7,ABC3025130265,06-DEC-2021 13:41:29
-123.125468,49.265139,31030,-65.2886,-19.9027,1,ABC3101631030,04-DEC-2021 14:18:39
-123.152632,49.269893,30976,-62.3711,-19.449,2,ABC309630976,05-DEC-2021 20:36:28
-123.13129,49.265289,35595,-82.2231,-16.1308,1,ABD3558135595,06-DEC-2021 19:57:41
-123.107381,49.28567,57035,-43.7296,-5.5999,1,ABC5702157035,04-DEC-2021 21:51:16
-123.131348,49.26373,35702,-92.0552,-17.5831,1,ABD3568835702,07-DEC-2021 17:24:10
-123.168173,49.26496,1365,-63.8766,-21.3135,2,ABC013511365,01-DEC-2021 17:34:04
-123.098335,49.279457,258,-59.5619,-20.7414,1,ABC00244258,04-DEC-2021 15:48:01
-123.142297,49.265408,32455,-76.122,-19.5515,1,ABC3244132455,04-DEC-2021 19:53:02
-123.121995,49.258732,1065,-63.8266,-19.0707,3,ABC010511065,04-DEC-2021 21:06:18
-123.183735,49.265198,36616,-49.397,-6.1407,1,ABD366036616,05-DEC-2021 18:55:27
-123.087241,49.259095,6547,-60.7299,-8.7697,2,ABD065336547,04-DEC-2021 17:50:08
-123.112737,49.266855,30555,-69.0072,-7.102,1,ABC3054130555,01-DEC-2021 17:48:46
-123.111551,49.258677,43467,-77.7538,-22.1245,1,ABD4345343467,05-DEC-2021 18:50:16
-123.176013,49.261362,31226,-46.6215,-16.0643,2,ABC312131226,04-DEC-2021 14:31:53
-123.113803,49.268157,36076,-85.7595,-16.5776,1,ABD360636076,05-DEC-2021 21:32:02
-123.131992,49.257171,30036,-64.8834,-19.1416,1,ABC30030036,04-DEC-2021 01:10:01
-123.177862,49.263749,40250,-77.6869,-5.9002,2,ABC4023640250,05-DEC-2021 00:45:01
-123.104881,49.280168,31275,-73.1806,-19.6255,1,ABC3126131275,05-DEC-2021 01:57:29
-123.143606,49.309791,5837,-69.0429,-9.5136,2,ABD058235837,07-DEC-2021 14:35:15
-123.157309,49.267345,1549,-53.9476,-11.532,1,ABC015351549,04-DEC-2021 17:15:21
-123.12512,49.271487,1332,-74.3927,-19.2542,1,ABC013181332,07-DEC-2021 18:46:33
-123.087006,49.28205,32330,-67.4959,-16.7348,2,ABC3231632330,07-DEC-2021 14:24:29
-123.111777,49.274054,6206,-67.9153,-8.9038,2,ABD06196206,03-DEC-2021 15:05:45
-123.148825,49.264674,106,-95.8415,-20.5321,1,TXU0009106,03-DEC-2021 18:30:57
-123.12398,49.271755,6456,-66.3954,-10.7858,5,ABD06446456,05-DEC-2021 15:01:36
