ID,Type,Month,Block
13144,Theft Of Auto Over $5000,12,10XX E 61ST AV
13145,Theft Of Auto Over $5000,12,34XX NAPIER ST
13146,Theft Of Auto Over $5000,12,ROBSON ST / SEYMOUR ST
13147,Theft Of Auto Over $5000,12,57XX BALSAM ST
13148,Theft Of Auto Over $5000,12,15XX LAURIER AV
13149,Theft Of Auto Over $5000,12,7XX W 12TH AV
13150,Theft Of Auto Over $5000,12,7XX DUNSMUIR ST
13151,Theft Of Auto Over $5000,12,BIRCH ST / W 12TH AV
13152,Theft Of Auto Over $5000,12,BARCLAY ST / BROUGHTON ST
13153,Theft Of Auto Over $5000,12,26XX E BROADWAY AV
13154,Theft Of Auto Over $5000,12,15XX GRANT ST
13155,Theft Of Auto Over $5000,12,ABERDEEN ST / KINGSWAY AV
13156,Theft Of Auto Over $5000,12,10XX BURRARD ST
13157,Theft Of Auto Over $5000,12,SEYMOUR ST / W HASTINGS ST
13158,Theft Of Auto Over $5000,12,BARCLAY ST / THURLOW ST
13159,Theft Of Auto Over $5000,12,10XX E 12TH AV
13160,Theft Of Auto Over $5000,12,26XX E 47TH AV
13161,Theft Of Auto Over $5000,12,2XX SE MARINE DR
13162,Theft Of Auto Over $5000,12,7XX W 61ST AV
13163,Theft Of Auto Over $5000,12,6XX MALKIN AV
13164,Theft Of Auto Over $5000,12,18XX SPYGLASS PL
13165,Theft Of Auto Over $5000,12,84XX ONTARIO ST
13166,Theft Of Auto Over $5000,12,7XX W 64TH AV
13167,Commercial BE,07,19XX BARCLAY ST
13168,Commercial BE,07,22XX KINGSWAY AV
13169,Commercial BE,07,27XX W 16TH AV
13170,Commercial BE,07,29XX GRANVILLE ST
13171,Commercial BE,07,10XX STATION ST
13172,Commercial BE,07,86XX MAIN ST
13173,Commercial BE,07,1XX E PENDER ST
13174,Commercial BE,07,1XX W BROADWAY AV
13175,Commercial BE,07,7XX MAIN ST
13176,Commercial BE,07,1XX E HASTINGS ST
13177,Commercial BE,07,7XX MAIN ST
13178,Commercial BE,07,1XX VICTORIA DR
13179,Commercial BE,07,14XX W 7TH AV
13180,Commercial BE,07,65XX VICTORIA DR
13181,Commercial BE,07,1XX E BROADWAY AV
13182,Commercial BE,07,13XX FOUNTAIN WAY
13183,Commercial BE,09,30XX W 4TH AV
13184,Commercial BE,09,8XX E HASTINGS ST
13185,Commercial BE,09,87XX BARNARD ST
13186,Commercial BE,09,86XX GRANVILLE ST
13187,Commercial BE,09,86XX GRANVILLE ST
13188,Commercial BE,09,2XX W BROADWAY AV
13189,Commercial BE,09,8XX W 22ND AV
13190,Commercial BE,09,7XX DENMAN ST
13191,Commercial BE,09,15XX HARO ST
13192,Commercial BE,09,86XX GRANVILLE ST
13193,Commercial BE,09,6XX W 45TH AV
13194,Commercial BE,09,6XX W 45TH AV
13195,Commercial BE,09,11XX MELVILLE ST
13196,Commercial BE,09,1XX E PENDER ST
13197,Commercial BE,09,33XX KINGSWAY AV
13198,Commercial BE,09,82XX SHERBROOKE ST
13199,Commercial BE,09,3XX WATER ST
13200,Commercial BE,09,3XX WATER ST
13201,Commercial BE,09,13XX W 70TH AV
13202,Commercial BE,09,13XX W 70TH AV
13203,Commercial BE,09,13XX W 70TH AV
13204,Commercial BE,09,13XX W 70TH AV
13205,Commercial BE,09,79XX GRANVILLE ST
13206,Commercial BE,09,11XX W BROADWAY AV
13207,Commercial BE,09,11XX GRANVILLE ST
13208,Commercial BE,09,10XX W CORDOVA ST
13209,Commercial BE,09,10XX W BROADWAY AV
13210,Commercial BE,09,5XX SW MARINE DR
13211,Commercial BE,09,12XX BARCLAY ST
13212,Commercial BE,09,80XX GRANVILLE ST
13213,Commercial BE,09,80XX GRANVILLE ST
13214,Commercial BE,09,80XX GRANVILLE ST
13215,Commercial BE,09,5XX W 12TH AV
13216,Commercial BE,09,80XX GRANVILLE ST
13217,Commercial BE,09,83XX ONTARIO ST
13218,Commercial BE,09,14XX RICHARDS ST
13219,Commercial BE,09,4XX W HASTINGS ST
13220,Commercial BE,09,13XX JOHNSTON ST
13221,Commercial BE,09,1XX W 4TH AV
13222,Commercial BE,07,3XX W PENDER ST
13223,Commercial BE,07,1XX E PENDER ST
13224,Commercial BE,07,36XX KINGSWAY AV
13225,Commercial BE,07,4XX W HASTINGS ST
13226,Commercial BE,07,67XX ALBERTA ST
13227,Commercial BE,07,21XX BURRARD ST
13228,Commercial BE,07,31XX W BROADWAY AV
13229,Commercial BE,07,10XX DAVIE ST
13230,Commercial BE,07,57XX OAK ST
13231,Commercial BE,07,6XX E 15TH AV
13232,Commercial BE,07,3XX W HASTINGS ST
13233,Commercial BE,07,9XX W KING EDWARD AV
13234,Commercial BE,07,13XX HORNBY ST
13235,Commercial BE,07,18XX W BROADWAY AV
13236,Commercial BE,07,2XX NELSON ST
13237,Commercial BE,07,34XX W BROADWAY AV
13238,Commercial BE,07,1XX WATER ST
13239,Commercial BE,07,5XX W GEORGIA ST
13240,Commercial BE,07,8XX W PENDER ST
13241,Commercial BE,07,1XX W CORDOVA ST
13242,Commercial BE,07,34XX W BROADWAY AV
13243,Commercial BE,07,57XX OAK ST
13244,Commercial BE,07,18XX W 4TH AV
13245,Commercial BE,07,19XX W 4TH AV
13246,Commercial BE,07,32XX W 4TH AV
13247,Commercial BE,07,16XX W 6TH AV
13248,Commercial BE,07,8XX HAMILTON ST
13249,Commercial BE,07,12XX SEYMOUR ST
13250,Commercial BE,07,8XX HOMER ST
13251,Commercial BE,07,44XX MAIN ST
13252,Commercial BE,07,18XX COMMERCIAL DR
13253,Commercial BE,07,GRANVILLE ST / W BROADWAY AV
13254,Commercial BE,07,27XX GUELPH ST
13255,Commercial BE,07,8XX E HASTINGS ST
13256,Commercial BE,07,19XX COMMERCIAL DR
13257,Commercial BE,07,14XX KINGSWAY AV
13258,Commercial BE,07,10XX W PENDER ST
13259,Commercial BE,07,11XX E KENT N AV
13260,Commercial BE,07,7XX PACIFIC ST
13261,Commercial BE,07,10XX W BROADWAY AV
13262,Commercial BE,07,7XX CAMBIE ST
13263,Commercial BE,07,5XX BEACH CRES
13264,Commercial BE,07,22XX CAMBIE ST
13265,Commercial BE,07,3XX W HASTINGS ST
13266,Commercial BE,07,21XX W 4TH AV
13267,Commercial BE,07,5XX SMITHE ST
13268,Commercial BE,07,15XX W 2ND AV
13269,Commercial BE,07,6XX E BROADWAY AV
13270,Commercial BE,07,75XX CAMBIE ST
13271,Commercial BE,07,8XX CAMBIE ST
13272,Commercial BE,07,10XX MAINLAND ST
13273,Commercial BE,07,16XX DAVIE ST
13274,Commercial BE,07,61XX FRASER ST
13275,Commercial BE,07,12XX THURLOW ST
13276,Commercial BE,07,25XX W BROADWAY AV
13277,Commercial BE,07,11XX PACIFIC BLVD
13278,Commercial BE,07,34XX WELWYN ST
13279,Commercial BE,07,56XX DUNBAR ST
13280,Commercial BE,07,2XX E 49TH AV
13281,Commercial BE,07,10XX MAINLAND ST
13282,Commercial BE,07,3XX CAMBIE ST
13283,Commercial BE,07,13XX HORNBY ST
13284,Commercial BE,07,26XX GRANVILLE ST
13285,Commercial BE,07,11XX STATION ST
13286,Commercial BE,07,52XX OAK ST
13287,Commercial BE,07,12XX W 77TH AV
13288,Commercial BE,07,18XX FRANKLIN ST
13289,Commercial BE,07,18XX W 2ND AV
13290,Commercial BE,07,10XX ROBSON ST
13291,Commercial BE,07,6XX W BROADWAY AV
13292,Commercial BE,07,11XX W GEORGIA ST
13293,Commercial BE,07,83XX FRASER ST
13294,Commercial BE,07,1XX E BROADWAY AV
13295,Commercial BE,07,7XX W BROADWAY AV
13296,Commercial BE,07,23XX TRIUMPH ST
13297,Commercial BE,07,11XX GRANVILLE ST
13298,Commercial BE,07,6XX W HASTINGS ST
13299,Commercial BE,07,18XX FRANKLIN ST
13300,Commercial BE,07,1XX E PENDER ST
13301,Commercial BE,07,1XX E 3RD AV
13302,Commercial BE,07,14XX W PENDER ST
13303,Commercial BE,07,23XX SCOTIA ST
13304,Commercial BE,07,10XX HOMER ST
13305,Commercial BE,07,16XX POWELL ST
13306,Commercial BE,07,8XX HOMER ST
13307,Commercial BE,07,10XX BURRARD ST
13308,Commercial BE,07,10XX W BROADWAY AV
13309,Commercial BE,07,11XX BARCLAY ST
13310,Commercial BE,07,6XX SMITHE ST
13311,Commercial BE,07,13XX W 15TH AV
13312,Commercial BE,07,15XX W 6TH AV
13313,Commercial BE,07,13XX W 12TH AV
13314,Commercial BE,07,10XX W BROADWAY AV
13315,Commercial BE,07,7XX W BROADWAY AV
13316,Commercial BE,07,8XX E HASTINGS ST
13317,Commercial BE,07,16XX E 2ND AV
13318,Commercial BE,07,10XX GRANVILLE ST
13319,Commercial BE,07,3XX W PENDER ST
13320,Commercial BE,07,9XX SEYMOUR ST
13321,Commercial BE,07,2XX UNION ST
13322,Commercial BE,07,3XX TERMINAL AV
13323,Commercial BE,07,2XX HOWE ST
13324,Commercial BE,07,8XX HAMILTON ST
13325,Commercial BE,07,10XX W PENDER ST
13326,Commercial BE,07,14XX W PENDER ST
13327,Commercial BE,07,11XX W PENDER ST
13328,Commercial BE,08,28XX W BROADWAY AV
13329,Commercial BE,08,10XX COMMERCIAL DR
13330,Commercial BE,08,29XX EUCLID AV
13331,Commercial BE,08,13XX W 14TH AV
13332,Commercial BE,08,12XX W PENDER ST
13333,Commercial BE,08,10XX KINGSWAY AV
13334,Commercial BE,08,5XX W PENDER ST
13335,Commercial BE,08,21XX W 4TH AV
13336,Commercial BE,08,218XX W 4TH AV
13337,Commercial BE,08,28XX W 4TH AV
13338,Commercial BE,08,1XX KEEFER ST
13339,Commercial BE,08,9XX BUTE ST
13340,Commercial BE,08,64XX INVERNESS ST
13341,Commercial BE,08,25XX GRANVILLE ST
13342,Commercial BE,08,2XX TERMINAL AV
13343,Commercial BE,08,13XX W PENDER ST
13344,Commercial BE,08,12XX SEYMOUR ST
13345,Commercial BE,08,13XX ROBSON ST
13346,Commercial BE,08,58XX VICTORIA DR
13347,Commercial BE,08,7XX HELMCKEN ST
13348,Commercial BE,08,5XX ROBSON ST
13349,Commercial BE,08,4XX W HASTINGS ST
13350,Commercial BE,08,8XX W PENDER ST
13351,Commercial BE,08,3XX HOWE ST
13352,Commercial BE,08,3XX W HASTINGS ST
13353,Commercial BE,08,4XX ROBSON ST
13354,Commercial BE,08,14XX W 6TH AV
13355,Commercial BE,08,3XX W PENDER ST
13356,Commercial BE,08,21XX TRUTCH ST
13357,Commercial BE,08,10XX W 15TH AV
13358,Commercial BE,08,8XX E HASTINGS ST
13359,Commercial BE,08,14XX POWELL ST
13360,Commercial BE,08,19XX W BROADWAY AV
13361,Commercial BE,08,32XX W BROADWAY AV
13362,Commercial BE,08,20XX RUPERT ST
13363,Commercial BE,08,3XX W HASTINGS ST
13364,Commercial BE,08,25XX W BROADWAY AV
13365,Commercial BE,08,10XX DENMAN ST
13366,Commercial BE,08,21XX COMMERCIAL DR
13367,Commercial BE,08,1XX SMITHE ST
13368,Commercial BE,08,5XX HAMILTON ST
13369,Commercial BE,08,21XX W 4TH AV
13370,Commercial BE,08,10XX W 13TH AV
13371,Commercial BE,08,64XX INVERNESS ST
13372,Commercial BE,08,25XX W 4TH AV
13373,Commercial BE,08,18XX W 3RD AV
13374,Commercial BE,08,13XX FOUNTAIN WAY
13375,Commercial BE,08,1XX E PENDER ST
13376,Commercial BE,08,22XX W 4TH AV
13377,Commercial BE,08,1XX E PENDER ST
13378,Commercial BE,08,19XX E HASTINGS ST
13379,Commercial BE,08,23XX BAYSWATER ST
13380,Commercial BE,08,32XX E BROADWAY AV
13381,Commercial BE,08,1XX W HASTINGS ST
13382,Commercial BE,08,40XX W 8TH AV
13383,Commercial BE,08,44XX W 10TH AV
13384,Commercial BE,08,25XX W BROADWAY AV
13385,Commercial BE,08,25XX W BROADWAY AV
13386,Commercial BE,08,16XX BOUNDARY RD
13387,Commercial BE,08,12XX BIDWELL ST
13388,Commercial BE,08,6XX GRANVILLE ST
13389,Commercial BE,08,16XX BARCLAY ST
13390,Commercial BE,08,11XX E PENDER ST
13391,Commercial BE,08,6XX SEYMOUR ST
13392,Commercial BE,08,12XX W PENDER ST
13393,Commercial BE,08,6XX SEYMOUR ST
13394,Commercial BE,08,10XX COMOX ST
13395,Commercial BE,08,12XX W BROADWAY AV
13396,Commercial BE,08,16XX W 3RD AV
13397,Commercial BE,08,26XX KINGSWAY AV
13398,Commercial BE,08,11XX W GEORGIA ST
13399,Commercial BE,08,1XX W 5TH AV
13400,Commercial BE,08,29XX W 4TH AV
13401,Commercial BE,08,5XX SEYMOUR ST
13402,Commercial BE,08,18XX FRANCES ST
13403,Commercial BE,08,8XX THURLOW ST
13404,Commercial BE,08,22XX W 4TH AV
13405,Commercial BE,08,7XX E BROADWAY AV
13406,Commercial BE,08,9XX BUTE ST
13407,Commercial BE,08,27XX GRANVILLE ST
13408,Commercial BE,08,8XX E HASTINGS ST
13409,Commercial BE,08,12XX HOMER ST
13410,Commercial BE,08,5XX POWELL ST
13411,Commercial BE,08,24XX BAYSWATER ST
13412,Commercial BE,08,1XX SMITHE ST
13413,Commercial BE,08,22XX KINGSWAY AV
13414,Commercial BE,08,20XX NELSON ST
13415,Commercial BE,08,8XX E HASTINGS ST
13416,Commercial BE,08,11XX DENMAN ST
13417,Commercial BE,08,27XX GRANVILLE ST
13418,Commercial BE,08,20XX VINE ST
13419,Commercial BE,08,17XX KINGSWAY AV
13420,Commercial BE,08,10XX HOMER ST
13421,Commercial BE,08,10XX HOMER ST
13422,Commercial BE,08,15XX E PENDER ST
13423,Commercial BE,08,1XX E CORDOVA ST
13424,Commercial BE,08,12XX W PENDER ST
13425,Commercial BE,08,18XX STAINSBURY AV
13426,Commercial BE,08,1XX W 5TH AV
13427,Commercial BE,08,6XX TERMINAL AV
13428,Commercial BE,08,29XX W 4TH AV
13429,Commercial BE,08,11XX DAVIE ST
13430,Commercial BE,08,25XX GRANVILLE ST
13431,Commercial BE,08,10XX DENMAN ST
13432,Commercial BE,08,29XX W 4TH AV
13433,Commercial BE,08,27XX GRANVILLE ST
13434,Commercial BE,08,27XX GRANVILLE ST
13435,Commercial BE,08,9XX HOMER ST
13436,Commercial BE,08,19XX POWELL ST
13437,Commercial BE,08,14XX W 12TH AV
13438,Commercial BE,08,5XX SEYMOUR ST
13439,Commercial BE,08,17XX W 4TH AV
13440,Commercial BE,08,1XX KEEFER ST
13441,Commercial BE,08,17XX POWELL ST
13442,Commercial BE,08,30XX W BROADWAY AV
13443,Commercial BE,08,23XX GRANVILLE ST
13444,Commercial BE,08,5XX ABBOTT ST
13445,Commercial BE,08,13XX CARTWRIGHT ST
13446,Commercial BE,08,5XX HOWE ST
13447,Commercial BE,08,1XX SMITHE ST
13448,Commercial BE,08,14XX W BROADWAY AV
13449,Commercial BE,08,1XX E PENDER ST
13450,Commercial BE,08,25XX GRANVILLE ST
13451,Commercial BE,08,9XX RICHARDS ST
13452,Commercial BE,08,20XX W 4TH AV
13453,Commercial BE,08,26XX W BROADWAY AV
13454,Commercial BE,08,25XX ARBUTUS ST
13455,Commercial BE,08,14XX W 8TH AV
13456,Commercial BE,08,42XX MAIN ST
13457,Commercial BE,08,10XX E BROADWAY AV
13458,Commercial BE,08,12XX SEYMOUR ST
13459,Commercial BE,08,28XX MAIN ST
13460,Commercial BE,08,5XX DUNSMUIR ST
13461,Commercial BE,08,6XX STAMPS LAND
13462,Commercial BE,08,21XX W BROADWAY AV
13463,Commercial BE,08,21XX W BROADWAY AV
13464,Commercial BE,08,18XX W 3RD AV
13465,Commercial BE,08,21XX W BROADWAY AV
13466,Commercial BE,08,16XX W 3RD AV
13467,Commercial BE,08,19XX E HASTINGS ST
13468,Commercial BE,08,16XX W 2ND AV
13469,Commercial BE,08,1XX W BROADWAY AV
13470,Commercial BE,08,19XX KINGSWAY AV
13471,Commercial BE,08,19XX COMMERCIAL DR
13472,Commercial BE,08,42XX FRASER ST
13473,Commercial BE,08,3XX W BROADWAY AV
13474,Commercial BE,08,40XX KNIGHT ST
13475,Commercial BE,08,40XX KNIGHT ST
13476,Commercial BE,08,2XX W BROADWAY AV
13477,Commercial BE,08,29XX GRANVILLE ST
13478,Commercial BE,08,6XX ALEXANDER ST
13479,Commercial BE,08,19XX W 4TH AV
13480,Commercial BE,08,6XX W 41ST AV
13481,Commercial BE,08,11XX MAINLAND ST
13482,Commercial BE,08,85XX KINROSS ST
13483,Commercial BE,08,19XX CORNWALL AV
13484,Commercial BE,08,11XX HARWOOD ST
13485,Commercial BE,08,5XX W HASTINGS ST
13486,Commercial BE,08,14XX W 11TH AV
13487,Commercial BE,08,19XX W BROADWAY AV
13488,Commercial BE,08,62XX WEST BLVD
13489,Commercial BE,08,41XX MAIN ST
13490,Commercial BE,08,20XX W 41ST AV
13491,Commercial BE,08,11XX ALBERNI ST
13492,Commercial BE,08,15XX STANLEY PARK DR
13493,Commercial BE,08,26XX RUPERT ST
13494,Commercial BE,08,2XX BURRARD ST
13495,Commercial BE,08,6XX GRANVILLE ST
13496,Commercial BE,08,10XX SEYMOUR ST
13497,Commercial BE,08,5XX GRANVILLE ST
13498,Commercial BE,08,20XX W 4TH AV
13499,Commercial BE,08,6XX W 45TH AV
13500,Commercial BE,08,6XX SW MARINE DR
13501,Commercial BE,08,6XX SW MARINE DR
13502,Commercial BE,08,6XX SW MARINE DR
13503,Commercial BE,08,8XX E HASTINGS ST
13504,Commercial BE,09,15XX ISLAND PARK WALK
13505,Commercial BE,09,1XX AQUARIUS MEWS
13506,Commercial BE,09,20XX E HASTINGS ST
13507,Commercial BE,09,11XX ROBSON ST
13508,Commercial BE,09,80XX GRANVILLE ST
13509,Commercial BE,09,23XX GRANVILLE ST
13510,Commercial BE,09,38XX W 4TH AV
13511,Commercial BE,09,5XX SEYMOUR ST
13512,Commercial BE,09,5XX RAYMUR AV
13513,Commercial BE,09,18XX VICTORIA DR
13514,Commercial BE,09,6XX ROBSON ST
13515,Commercial BE,09,11XX ROBSON ST
13516,Commercial BE,09,29XX GRANVILLE ST
13517,Commercial BE,09,8XX E HASTINGS ST
13518,Commercial BE,09,26XX RUPERT ST
13519,Commercial BE,09,13XX W 70TH AV
13520,Commercial BE,09,5XX W BROADWAY AV
13521,Commercial BE,09,19XX E 39TH AV
13522,Commercial BE,09,8XX DENMAN ST
13523,Commercial BE,09,82XX OAK ST
13524,Commercial BE,09,3XX WATER ST
13525,Commercial BE,09,66XX MAIN ST
13526,Commercial BE,09,22XX KINGSWAY AV
13527,Commercial BE,09,66XX FRASER ST
13528,Commercial BE,09,16XX W BROADWAY AV
13529,Commercial BE,09,66XX FRASER ST
13530,Commercial BE,09,79XX GRANVILLE ST
13531,Commercial BE,09,47XX MAIN ST
13532,Commercial BE,09,79XX GRANVILLE ST
13533,Commercial BE,09,86XX GRANVILLE ST
13534,Commercial BE,09,37XX MAIN ST
13535,Commercial BE,09,20XX HARO ST
13536,Commercial BE,09,88XX LAUREL ST
13537,Commercial BE,09,11XX DAVIE ST
13538,Commercial BE,09,83XX GRANVILLE ST
13539,Commercial BE,09,12XX SEYMOUR ST
13540,Commercial BE,09,12XX ROBSON ST
13541,Commercial BE,09,12XX HOMER ST
13542,Commercial BE,09,12XX SEYMOUR ST
13543,Commercial BE,09,14XX W GEORGIA ST
13544,Commercial BE,09,85XX KINROSS ST
13545,Commercial BE,09,13XX E KENT N AV
13546,Commercial BE,09,6XX W 45TH AV
13547,Commercial BE,09,11XX W GEORGIA ST
13548,Commercial BE,09,12XX ALBERNI ST
13549,Commercial BE,09,19XX MAIN ST
13550,Commercial BE,09,7XX JERVIS ST
13551,Commercial BE,09,18XX W 1ST AV
13552,Commercial BE,09,4XX E 44TH AV
13553,Commercial BE,09,6XX STAMPS LAND
13554,Commercial BE,09,9XX BEATTY ST
13555,Commercial BE,09,57XX VICTORIA DR
13556,Commercial BE,09,25XX BOUNDARY RD
13557,Commercial BE,09,11XX HAMILTON ST
13558,Commercial BE,09,4XX E 44TH AV
13559,Commercial BE,09,5XX E GEORGIA ST
13560,Commercial BE,09,1XX W CORDOVA ST
13561,Commercial BE,09,43XX MAIN ST
13562,Commercial BE,09,43XX MAIN ST
13563,Commercial BE,09,14XX CARTWRIGHT ST
13564,Commercial BE,09,6XX EVANS AV
13565,Commercial BE,09,1XX W GEORGIA ST
13566,Commercial BE,09,29XX W 4TH AV
13567,Commercial BE,09,64XX ASH ST
13568,Commercial BE,09,6XX DAVIE ST
13569,Commercial BE,09,90XX HEATHER ST
13570,Commercial BE,09,5XX E HASTINGS ST
13571,Commercial BE,09,6XX BEATTY ST
13572,Commercial BE,09,42XX ARBUTUS ST
13573,Commercial BE,09,81XX GRANVILLE ST
13574,Commercial BE,09,30XX MILLER DR
13575,Commercial BE,09,1XX W 49TH AV
13576,Commercial BE,09,5XX THURLOW ST
13577,Commercial BE,09,82XX GRANVILLE ST
13578,Commercial BE,09,82XX OAK ST
13579,Commercial BE,09,35XX E HASTINGS ST
13580,Commercial BE,09,10XX SW MARINE DR
13581,Commercial BE,09,1XX WATER ST
13582,Commercial BE,09,1XX E HASTINGS ST
13583,Commercial BE,09,82XX GRANVILLE ST
13584,Commercial BE,09,15XX MAIN ST
13585,Commercial BE,09,5XX E 15TH AV
13586,Commercial BE,09,15XX W 2ND AV
13587,Commercial BE,09,18XX PENDRELL ST
13588,Commercial BE,09,21XX W 4TH AV
13589,Commercial BE,09,36XX MAIN ST
13590,Commercial BE,09,13XX BURNABY ST
13591,Commercial BE,09,10XX MAINLAND ST
13592,Commercial BE,09,16XX W 3RD AV
13593,Commercial BE,09,37XX MAIN ST
13594,Commercial BE,09,31XX CAMBIE ST
13595,Commercial BE,09,18XX E GEORGIA ST
13596,Commercial BE,09,4XX W 8TH AV
13597,Commercial BE,09,19XX CORNWALL AV
13598,Commercial BE,09,18XX BURRARD ST
13599,Commercial BE,09,12XX COMMERCIAL DR
13600,Commercial BE,09,18XX COMMERCIAL DR
13601,Commercial BE,09,26XX GRANVILLE ST
13602,Commercial BE,09,86XX GRANVILLE ST
13603,Commercial BE,09,26XX SLOCAN ST
13604,Commercial BE,09,38XX MAIN ST
13605,Commercial BE,09,14XX E PENDER ST
13606,Commercial BE,09,16XX W 6TH AV
13607,Commercial BE,09,42XX ARBUTUS ST
13608,Commercial BE,09,17XX E HASTINGS ST
13609,Commercial BE,09,26XX GRANVILLE ST
13610,Commercial BE,09,69XX FRASER ST
13611,Commercial BE,09,12XX COMMERCIAL DR
13612,Commercial BE,09,9XX MAIN ST
13613,Commercial BE,09,3XX COMMERCIAL DR
13614,Commercial BE,09,11XX ROBSON ST
13615,Commercial BE,09,5XX THURLOW ST
13616,Commercial BE,09,10XX DENMAN ST
13617,Commercial BE,10,23XX E HASTINGS ST
13618,Commercial BE,10,28XX E HASTINGS ST
13619,Commercial BE,10,7XX W 8TH AV
13620,Commercial BE,10,5XX BURRARD ST
13621,Commercial BE,10,10XX W WATERFRONT RD
13622,Commercial BE,10,15XX W BROADWAY AV
13623,Commercial BE,10,15XX ALBERNI ST
13624,Commercial BE,10,10XX W CORDOVA ST
13625,Commercial BE,10,6XX EVANS AV
13626,Commercial BE,10,10XX GRANVILLE ST
13627,Commercial BE,10,33XX E HASTINGS ST
13628,Commercial BE,10,16XX W 5TH AV
13629,Commercial BE,10,13XX BURRARD ST
13630,Commercial BE,10,3XX E BROADWAY AV
13631,Commercial BE,10,12XX W GEORGIA ST
13632,Commercial BE,10,11XX W BROADWAY AV
13633,Commercial BE,10,11XX W BROADWAY AV
13634,Commercial BE,10,11XX W BROADWAY AV
13635,Commercial BE,10,10XX SW MARINE DR
13636,Commercial BE,10,16XX JOHNSTON ST
13637,Commercial BE,10,10XX ROBSON ST
13638,Commercial BE,10,14XX COMMERCIAL DR
13639,Commercial BE,10,30XX MAIN ST
13640,Commercial BE,10,6XX ALEXANDER ST
13641,Commercial BE,10,11XX MELVILLE ST
13642,Commercial BE,10,4XX MOBERLY RD
13643,Commercial BE,10,4XX MOBERLY RD
13644,Commercial BE,10,38XX RUPERT ST
13645,Commercial BE,10,3XX HOMER ST
13646,Commercial BE,10,16XX POWELL ST
13647,Commercial BE,10,11XX W GEORGIA ST
13648,Commercial BE,10,19XX W 4TH AV
13649,Commercial BE,10,20XX W 4TH AV
13650,Commercial BE,10,19XX W 4TH AV
13651,Commercial BE,10,1XX E 15TH AV
13652,Commercial BE,10,5XX MAIN ST
13653,Commercial BE,10,4XX HELMCKEN ST
13654,Commercial BE,10,12XX W 77TH AV
13655,Commercial BE,10,5XX E 12TH AV
13656,Commercial BE,10,10XX MAINLAND ST
13657,Commercial BE,10,34XX E KENT S AV
13658,Commercial BE,10,10XX W GEORGIA ST
13659,Commercial BE,10,72XX MAIN ST
13660,Commercial BE,10,12XX BIDWELL ST
13661,Commercial BE,10,36XX W BROADWAY AV
13662,Commercial BE,10,18XX W 4TH AV
13663,Commercial BE,10,42XX ARBUTUS ST
13664,Commercial BE,10,12XX GRANVILLE ST
13665,Commercial BE,10,27XX GRANVILLE ST
13666,Commercial BE,10,4XX E 44TH AV
13667,Commercial BE,10,10XX CAMBIE ST
13668,Commercial BE,10,5XX E 43RD AV
13669,Commercial BE,10,1XX W BROADWAY AV
13670,Commercial BE,10,14XX FRANKLIN ST
13671,Commercial BE,10,3XX WATER ST
13672,Commercial BE,10,3XX WATER ST
13673,Commercial BE,10,10XX ROBSON ST
13674,Commercial BE,10,38XX POINT GREY ROAD
13675,Commercial BE,10,16XX W 3RD AV
13676,Commercial BE,10,12XX W PENDER ST
13677,Commercial BE,10,26XX W BROADWAY AV
13678,Commercial BE,10,4XX W HASTINGS ST
13679,Commercial BE,10,7XX W BROADWAY AV
13680,Commercial BE,10,18XX ROBSON ST
13681,Commercial BE,10,26XX YEW ST
13682,Commercial BE,10,5XX ROBSON ST
13683,Commercial BE,10,10XX W WATERFRONT RD
13684,Commercial BE,10,9XX HORNBY ST
13685,Commercial BE,10,1XX KEEFER PL
13686,Commercial BE,10,89XX SHAUGHNESSY ST
13687,Commercial BE,10,38XX RUPERT ST
13688,Commercial BE,10,5XX E BROADWAY AV
13689,Commercial BE,10,3XX WATER ST
13690,Commercial BE,10,4XX W HASTINGS ST
13691,Commercial BE,10,18XX W BROADWAY AV
13692,Commercial BE,10,61XX FRASER ST
13693,Commercial BE,10,12XX W GEORGIA ST
13694,Commercial BE,10,9XX HOWE ST
13695,Commercial BE,10,3XX E BROADWAY AV
13696,Commercial BE,10,1XX KEEFER ST
13697,Commercial BE,10,18XX W BROADWAY AV
13698,Commercial BE,10,5XX SEYMOUR ST
13699,Commercial BE,10,9XX W 58TH AV
13700,Commercial BE,10,8XX W KENT N AV
13701,Commercial BE,10,BIDWELL ST / DAVIE ST
13702,Commercial BE,10,87XX YUKON ST
13703,Commercial BE,10,1XX E 3RD AV
13704,Commercial BE,10,41XX DUNBAR ST
13705,Commercial BE,10,1XX SMITHE ST
13706,Commercial BE,10,14XX W BROADWAY AV
13707,Commercial BE,10,7XX JERVIS ST
13708,Commercial BE,10,14XX W 10TH AV
13709,Commercial BE,10,86XX GRANVILLE ST
13710,Commercial BE,10,5XX W HASTINGS ST
13711,Commercial BE,10,9XX W 6TH AV
13712,Commercial BE,10,20XX W 12TH AV
13713,Commercial BE,10,13XX ARBUTUS ST
13714,Commercial BE,10,8XX DENMAN ST
13715,Commercial BE,10,28XX W BROADWAY AV
13716,Commercial BE,10,11XX E HASTINGS ST
13717,Commercial BE,10,24XX MAIN ST
13718,Commercial BE,10,11XX MELVILLE ST
13719,Commercial BE,10,11XX MELVILLE ST
13720,Commercial BE,10,13XX W 4TH AV
13721,Commercial BE,10,8XX BEATTY ST
13722,Commercial BE,10,5XX W GEORGIA ST
