FULL_ADDRESS,LOCALITY,LONGITUDE,LATITUDE
18668 60A Ave,SURREY,-122.7054817707593,49.112477991330735
6092 186A St,SURREY,-122.70543964035258,49.11341620260627
18677 61A Ave,SURREY,-122.70540887385815,49.11407810235082
18472 63A Ave,SURREY,-122.71057599358959,49.11722870061958
18480 63A Ave,SURREY,-122.71028609798735,49.11726152654185
18519 63A Ave,SURREY,-122.70913572617805,49.11795254567124
6318 185A St,SURREY,-122.7080708079609,49.11728859609891
6270 186 St,SURREY,-122.70695987028213,49.11627936976023
18610 63A Ave,SURREY,-122.7068799580511,49.1178239653994
18630 63A Ave,SURREY,-122.70639539728126,49.11784522454889
6331 186A St,SURREY,-122.70609729190433,49.11743364299349
18634 64 Ave,SURREY,-122.70608571751063,49.11872455751933
6325 186A St,SURREY,-122.70608585074137,49.11732872602707
6317 186A St,SURREY,-122.70599116069417,49.11725841037472
6284 186A St,SURREY,-122.70568000281165,49.11659842916636
18672 62A Ave,SURREY,-122.70541455594405,49.115507679729156
18475 65A Ave,SURREY,-122.71070883342054,49.12209362109025
18499 64B Ave,SURREY,-122.71021698145408,49.120530320869705
18456 64B Ave,SURREY,-122.71020100496185,49.11990707367073
18481 65 Ave,SURREY,-122.71003925897998,49.12139649927175
18480 65 Ave,SURREY,-122.70989376429677,49.12117502398477
18498 64A Ave,SURREY,-122.70928772140243,49.11948252690481
6462 185 St,SURREY,-122.70915724200528,49.119953921238874
18540 64B Ave,SURREY,-122.70911586009963,49.12065717349148
18521 64 Ave,SURREY,-122.70908701834023,49.11895191520915
18553 64B Ave,SURREY,-122.709023945842,49.121024677414894
18559 64B Ave,SURREY,-122.70887478428727,49.121126939396355
18522 64A Ave,SURREY,-122.7087859217226,49.119494124856
18552 64B Ave,SURREY,-122.70877086691593,49.120897831432
18540 64A Ave,SURREY,-122.70840899583209,49.11950171826605
6453 185A St,SURREY,-122.70835750917759,49.11979888769658
6462 185A St,SURREY,-122.70809114971674,49.12013959438673
6460 185A St,SURREY,-122.70809165863713,49.1200528786843
18563 64 Ave,SURREY,-122.70802904019364,49.11897317148381
18538 65 Ave,SURREY,-122.70791638721408,49.12100910539998
18548 65 Ave,SURREY,-122.70781616015492,49.12094651336887
18572 65 Ave,SURREY,-122.7075300963106,49.120766779723695
6453 186 St,SURREY,-122.70733931855396,49.11974117089091
18608 64A Ave,SURREY,-122.70690032386156,49.1194948261009
18624 65 Ave,SURREY,-122.70684732031427,49.12049266601834
18620 65 Ave,SURREY,-122.70662351670798,49.120487338039844
18628 64A Ave,SURREY,-122.70612131198219,49.1195220980801
18631 64A Ave,SURREY,-122.70604224912427,49.119798507663035
18651 64A Ave,SURREY,-122.70571256686226,49.11976645447903
18602 65 Ave,SURREY,-122.70551259105356,49.120508577941465
6679 185 St,SURREY,-122.70985067993742,49.123914847872896
6601 185 St,SURREY,-122.70983519801247,49.12297208330038
6718 185 St,SURREY,-122.7094671931951,49.12468974274567
18503 67A Ave,SURREY,-122.70946075287908,49.125370053247714
6682 185 St,SURREY,-122.70946713141399,49.123994842290934
6640 185 St,SURREY,-122.7094668905704,49.123213044452825
6618 185 St,SURREY,-122.70946680553911,49.122922130803644
6625 185A St,SURREY,-122.70867757145487,49.12297870056935
18548 68 Ave,SURREY,-122.7085926655572,49.12587380300246
6638 185A St,SURREY,-122.70841235849218,49.12323772942103
6632 185A St,SURREY,-122.70835881753715,49.12315906399543
18558 68 Ave,SURREY,-122.70829910257932,49.125885106574906
18589 67A Ave,SURREY,-122.70805853941967,49.12523949786
18569 67 Ave,SURREY,-122.70798421358604,49.12456824846007
18576 67 Ave,SURREY,-122.70798549668855,49.124349031977296
18577 66A Ave,SURREY,-122.70766581426976,49.12377677603325
18571 66A Ave,SURREY,-122.70765897704909,49.123692488545665
18588 67 Ave,SURREY,-122.7076145984347,49.12435133074719
6785 186 St,SURREY,-122.70735422235548,49.125610637696575
18599 66A Ave,SURREY,-122.70735753023177,49.12380007583081
6711 186 St,SURREY,-122.70731431000118,49.124912309804095
18482 68A Ave,SURREY,-122.70998407038793,49.12651900754375
18503 Fraser Hwy,SURREY,-122.70945376785878,49.12763133236419
18523 Fraser Hwy,SURREY,-122.70896092817185,49.1273863130469
18590 70 Ave,SURREY,-122.70700703389107,49.12839378291069
18544 72 Ave,SURREY,-122.70905232989406,49.13222026725282
18513 70 Ave,SURREY,-122.70837093245227,49.12995164371379
18650 70 Ave,SURREY,-122.70605398916202,49.129644059729536
18495 72 Ave,SURREY,-122.71001540622547,49.13353227282191
18500 74 Ave,SURREY,-122.7097231996694,49.13683301647464
18586 74 Ave,SURREY,-122.70730520887494,49.13686477936648
18611 75 Ave,SURREY,-122.70626124134982,49.13902272041135
18535 76 Ave,SURREY,-122.70879527803383,49.140895311528716
8861 187 St,SURREY,-122.70560286823996,49.16398608368707
9726 186 St,SURREY,-122.70740147276805,49.17911071880364
9788 186 St,SURREY,-122.70733682056164,49.18014099865234
18903 40 Ave,SURREY,-122.700221159632,49.0750822953258
18683 53A Ave,SURREY,-122.70443047038212,49.09953886082824
18689 53A Ave,SURREY,-122.7040376336949,49.09953381988285
5365 188 St,SURREY,-122.7019495739908,49.099703826229145
5339 188 St,SURREY,-122.7019265517879,49.09911644303232
18820 54 Ave,SURREY,-122.70102695452304,49.10042633020031
5345 188A St,SURREY,-122.70085307790409,49.099059736572435
18829 54 Ave,SURREY,-122.70082819183685,49.100700347309015
18832 54 Ave,SURREY,-122.70075651721078,49.10043505855362
5320 188A St,SURREY,-122.70057032171506,49.09880608391909
5360 188A St,SURREY,-122.70044693872995,49.099547171162236
18859 54 Ave,SURREY,-122.69999132730199,49.10074028601808
18692 54A Ave,SURREY,-122.70370444568351,49.1016827157175
5429 187 St,SURREY,-122.70356638211433,49.10117718891353
18720 55A Ave,SURREY,-122.70296530457546,49.10298544144239
18712 55 Ave,SURREY,-122.7029492833009,49.10220137189035
5560 188 St,SURREY,-122.70141932749107,49.10338789029545
5540 188 St,SURREY,-122.70141319813237,49.102959464179854
18863 55 Ave,SURREY,-122.70000185346649,49.10254391595417
18693 56A Ave,SURREY,-122.70517591804101,49.10516809928836
5665 187 St,SURREY,-122.70488745200944,49.106223092829104
18708 56B Ave,SURREY,-122.70433530709026,49.10622366085238
18716 56B Ave,SURREY,-122.70411723104561,49.106124240148105
18711 56B Ave,SURREY,-122.70403754188625,49.10639345551385
18719 56B Ave,SURREY,-122.70383407804265,49.10630207860299
18737 Highway 10 (56 Ave),SURREY,-122.7037354842431,49.10440372329691
5615 188 St,SURREY,-122.70182606357224,49.10442554455534
18839 57 Ave,SURREY,-122.70033294269787,49.107060109498356
18851 57 Ave,SURREY,-122.69998779492089,49.107017564052654
18673 60 Ave,SURREY,-122.70493891900256,49.111520477062065
18685 60 Ave,SURREY,-122.70468626736394,49.111517132420246
18690 60 Ave,SURREY,-122.7043879799394,49.11116797488798
18735 60 Ave,SURREY,-122.70349953826005,49.111511035820286
18745 60 Ave,SURREY,-122.70325694264054,49.11147560098744
18761 60 Ave,SURREY,-122.70278253537616,49.11148058837549
5948 187A St,SURREY,-122.70275741640711,49.11036120333307
5934 187A St,SURREY,-122.70272657890588,49.11017851247571
5975 188 St,SURREY,-122.70191093070927,49.110861338080355
5815 188 St,SURREY,-122.70190510141357,49.108030396160366
5829 188 St,SURREY,-122.70186990744119,49.10832563177044
5865 188 St,SURREY,-122.70186216611731,49.10888747923283
5916 188 St,SURREY,-122.7015059116432,49.10982840247589
5848 188 St,SURREY,-122.70149920927312,49.10868171103013
5824 188 St,SURREY,-122.70149648846098,49.10824334694252
5936 188 St,SURREY,-122.70148099957672,49.110236110425674
5806 188 St,SURREY,-122.70146758870816,49.10798941570903
18835 60 Ave,SURREY,-122.7007964422305,49.11147239067869
5825 188A St,SURREY,-122.70080983306619,49.10843929424013
5858 188A St,SURREY,-122.7003502752902,49.108965608014735
5918 188A St,SURREY,-122.70033758362828,49.10986900646794
5910 188A St,SURREY,-122.70033662596312,49.109663543132015
18670 62 Ave,SURREY,-122.7052194467375,49.114667093650546
6123 187 St,SURREY,-122.70465061742615,49.113903632193846
6022 187 St,SURREY,-122.70441593922156,49.112022167077846
6096 187 St,SURREY,-122.70425562186531,49.11347713507197
18720 60A Ave,SURREY,-122.70391609855828,49.11252499438793
6177 187A St,SURREY,-122.70346702188998,49.11432968406679
6223 187B St,SURREY,-122.7031236650734,49.11501353829835
6076 187A St,SURREY,-122.70304619026929,49.113041799768276
6231 187B St,SURREY,-122.70294173595244,49.115027912826164
6140 187A St,SURREY,-122.70290580357609,49.11369729818635
6169 188 St,SURREY,-122.70193926416727,49.114718177486964
6067 188 St,SURREY,-122.70188837600548,49.112639957293794
6018 188 St,SURREY,-122.70146639885898,49.11172205159656
18858 62 Ave,SURREY,-122.70067063421482,49.11469181920082
18870 60A Ave,SURREY,-122.70028969390962,49.11200010906953
18871 60B Ave,SURREY,-122.70012878578311,49.113031560186684
18890 61A Ave,SURREY,-122.69999233991213,49.11375434863502
18675 63A Ave,SURREY,-122.70501232595664,49.11815618435218
18676 63A Ave,SURREY,-122.70501151752626,49.117922299724704
18686 64 Ave,SURREY,-122.7046172560269,49.11875400301017
18727 63A Ave,SURREY,-122.70388416642389,49.11804526006598
18740 62A Ave,SURREY,-122.70359284433285,49.11566394746728
6303 187A St,SURREY,-122.70332738479004,49.11668245479004
6297 187A St,SURREY,-122.70332642779844,49.11652053421304
6367 187A St,SURREY,-122.70322803180528,49.11806417489052
18758 62A Ave,SURREY,-122.702980108702,49.115546842302486
6356 187A St,SURREY,-122.70285886798956,49.11776052759323
18764 62A Ave,SURREY,-122.70281311195576,49.11546073085883
18774 63 Ave,SURREY,-122.70245285388113,49.11651342763847
18787 62A Ave,SURREY,-122.70198512292815,49.11579535297464
6377 188 St,SURREY,-122.7019390655172,49.118238062002604
6323 188 St,SURREY,-122.701933570005,49.11718602730678
6378 188 St,SURREY,-122.70153475405215,49.118403971209794
6346 188 St,SURREY,-122.70153066127502,49.117828520867754
6360 188 St,SURREY,-122.70152470884909,49.11820478600988
6310 188 St,SURREY,-122.70151982098866,49.11714429802985
18828 63 Ave,SURREY,-122.70141724202445,49.116500363295586
18858 63 Ave,SURREY,-122.70071780034003,49.116515414225574
18861 63 Ave,SURREY,-122.7007013028121,49.116798189343406
18866 63 Ave,SURREY,-122.70049053189182,49.116525079668634
18881 62A Ave,SURREY,-122.70022768158458,49.11586538795423
18707 65 Ave,SURREY,-122.70501930085129,49.12091412772184
6581 187 St,SURREY,-122.70439781724157,49.122125127509015
6580 187 St,SURREY,-122.70410065525816,49.1221167111667
6525 187A St,SURREY,-122.70316674594682,49.12131435360109
6526 188 St,SURREY,-122.70149526880672,49.12122170523736
6456 188 St,SURREY,-122.70150384205095,49.11974430739775
6420 188 St,SURREY,-122.70149814246653,49.119300094807926
18816 64 Ave,SURREY,-122.7012089302419,49.11881323990536
6489 188A St,SURREY,-122.70065573380109,49.120324116895304
6497 188A St,SURREY,-122.70064885817662,49.120570928689666
6428 188A St,SURREY,-122.70031807462345,49.11943052474443
18864 64 Ave,SURREY,-122.69997578194324,49.11885293490785
18655 Fraser Hwy,SURREY,-122.70528084344653,49.1256487082046
18720 66 Ave,SURREY,-122.7037133007042,49.12239809368013
18696 Fraser Hwy,SURREY,-122.70365737009897,49.124290345222065
18710 Fraser Hwy,SURREY,-122.70339163219425,49.12422162133689
6611 187A St,SURREY,-122.70298711438664,49.12280138249507
6635 187A St,SURREY,-122.70292514535997,49.12321762382367
18759 66 Ave,SURREY,-122.70253310956494,49.122653767860186
18840 67A Ave,SURREY,-122.70002592952082,49.12529782054102
18849 67A Ave,SURREY,-122.69998809357706,49.125517205511194
6895 188 St,SURREY,-122.70196927890521,49.12815242914907
18838 68 Ave,SURREY,-122.70022265726581,49.12605290475857
18848 68A Ave,SURREY,-122.70003590634673,49.12697840898685
18851 68A Ave,SURREY,-122.70001080376277,49.12720377656318
18840 70A Ave,SURREY,-122.70037066370635,49.13049730996689
18859 70 Ave,SURREY,-122.69981770520393,49.13004079214493
18810 72 Ave,SURREY,-122.70112825697437,49.13332004883462
18674 74 Ave,SURREY,-122.70523002361918,49.1369084334598
18702 74 Ave,SURREY,-122.70435109250079,49.13691104377746
18826 74 Ave,SURREY,-122.70090021234935,49.13696835691937
18812 76 Ave,SURREY,-122.70133367692966,49.14058075912501
18819 76 Ave,SURREY,-122.70093831497327,49.14091490309806
7921 188 St,SURREY,-122.70181258378531,49.14633516737696
8111 188 St,SURREY,-122.70176085520916,49.150079614457134
8040 188 St,SURREY,-122.70131315137616,49.148938393772184
8307 188 St,SURREY,-122.70195648601796,49.15398056817065
8697 Harvie Rd,SURREY,-122.70187795159384,49.16109874727604
8599 188 St,SURREY,-122.70184171136553,49.15902989006703
8644 188 St,SURREY,-122.70138266267182,49.15989244968703
8686 Harvie Rd,SURREY,-122.70109605944384,49.160973583775245
18859 86 Ave,SURREY,-122.69990036276135,49.159875133722096
18730 88 Ave,SURREY,-122.7035646664348,49.162540182435414
8761 Harvie Rd,SURREY,-122.69994450206563,49.162372985305524
18770 96 Ave,SURREY,-122.70244254805104,49.176772021430885
18780 96 Ave,SURREY,-122.70216129464869,49.17677989778492
9718 188 St,SURREY,-122.70106065510512,49.17916548368108
9670 188 St,SURREY,-122.70104577688191,49.17840076180653
18889 98 Ave,SURREY,-122.69993213301373,49.180881139757645
18969 40 Ave,SURREY,-122.6979690925166,49.07499650911962
4507 190 St,SURREY,-122.6966846117218,49.08398431211744
4733 190 St,SURREY,-122.69652540639201,49.08806232272844
4688 190 St,SURREY,-122.69605808267805,49.08736844711944
19056 48 Ave,SURREY,-122.69458143109495,49.08939348281233
18866 51B Ave,SURREY,-122.69940794969332,49.09665112456251
18863 53A Ave,SURREY,-122.69995699361317,49.0993325952998
18876 53B Ave,SURREY,-122.6994356124895,49.099823226871464
18872 52 Ave,SURREY,-122.69938088214582,49.09734739524433
5352 189 St,SURREY,-122.69822254270132,49.099455743451706
5390 189 St,SURREY,-122.69812886444635,49.100245878982385
18920 54 Ave,SURREY,-122.69805432564146,49.100553896068945
18998 54 Ave,SURREY,-122.69620794799215,49.10051593329698
18869 54A Ave,SURREY,-122.69956416632333,49.10165586084912
18866 54A Ave,SURREY,-122.69956039808736,49.10137865098269
18872 55 Ave,SURREY,-122.6995496133492,49.102277850126264
18882 55A Ave,SURREY,-122.69933568643918,49.1031098170062
18891 54A Ave,SURREY,-122.69894455152044,49.101670807313084
18896 55 Ave,SURREY,-122.69893359385757,49.10229280499239
18925 55 Ave,SURREY,-122.69808176602473,49.10258622556848
5558 189 St,SURREY,-122.69790850687133,49.10357920443347
18933 55 Ave,SURREY,-122.6978728274494,49.10259041055715
18945 55 Ave,SURREY,-122.69743122468809,49.1025948878456
5461 189A St,SURREY,-122.6973683336791,49.101874900656654
5517 189A St,SURREY,-122.69734903786102,49.102749175961556
5418 189A St,SURREY,-122.69699494222714,49.10101684130243
5548 189A St,SURREY,-122.69697050168482,49.10327983698648
19004 Highway 10 (56 Ave),SURREY,-122.69671421839625,49.10413769451123
18981 54 Ave,SURREY,-122.69649702218588,49.100901697357365
19061 54 Ave,SURREY,-122.69462005886736,49.100957581137024
18882 58 Ave,SURREY,-122.69950052032264,49.10780215410424
5687 Sunrise Cr W,SURREY,-122.69905859597505,49.106311146815756
18929 57 Ave,SURREY,-122.69817303877859,49.10716071915935
18944 57 Ave,SURREY,-122.69752644104092,49.10691875252908
5732 189A St,SURREY,-122.6971087387139,49.10740810008935
5681 Sunrise Cr E,SURREY,-122.69557859071763,49.10673353793707
5644 Sunrise Cr E,SURREY,-122.69512295347852,49.10602869295458
18889 59A Ave,SURREY,-122.69962790416788,49.11062909395209
5831 189 St,SURREY,-122.69946017590416,49.10865402481916
18910 60 Ave,SURREY,-122.69910621203319,49.11118222639704
5832 189 St,SURREY,-122.69907272080111,49.10876321263803
5835 189A St,SURREY,-122.69833724530766,49.109030352879344
18933 60 Ave,SURREY,-122.69821735286203,49.1114522897378
5843 189A St,SURREY,-122.69818488140979,49.10907601232085
18948 59A Ave,SURREY,-122.69787360074898,49.110338008105195
5987 189A St,SURREY,-122.69785278722078,49.11110447304159
18984 59 Ave,SURREY,-122.69742947667852,49.10953218469381
5858 190 St,SURREY,-122.69673649197863,49.10914058487375
18990 60 Ave,SURREY,-122.69664697139488,49.1111968408854
19002 60 Ave,SURREY,-122.69638212510407,49.111193535079806
19021 58 Ave,SURREY,-122.69618060039497,49.10898511823652
19009 59A Ave,SURREY,-122.69611224275772,49.11066801992179
19037 60 Ave,SURREY,-122.69559498717256,49.111452595091706
5901 190A St,SURREY,-122.69549541847283,49.10969621516472
5909 190A St,SURREY,-122.69546004815705,49.109856243797964
5868 190A St,SURREY,-122.69537086864774,49.109247815370175
5876 190A St,SURREY,-122.6952746561664,49.109386544059745
5906 190A St,SURREY,-122.69506797107458,49.10986681300598
5912 190A St,SURREY,-122.69505895746174,49.11001845449218
19052 60 Ave,SURREY,-122.6950499893882,49.11119262456197
19059 59 Ave,SURREY,-122.69493919202844,49.10883422718117
19068 59 Ave,SURREY,-122.69457336266734,49.108632389395794
19077 60 Ave,SURREY,-122.69451853717483,49.111451004820104
6121 189 St,SURREY,-122.69987579309341,49.11351602684837
6202 189 St,SURREY,-122.69944943566455,49.11479910978051
18908 60A Ave,SURREY,-122.69872744051688,49.11214087236472
18901 60A Ave,SURREY,-122.69867725361915,49.112260200174234
18927 62 Ave,SURREY,-122.69856855204772,49.11498460680752
18949 62 Ave,SURREY,-122.69795207838257,49.11497369248916
18958 60B Ave,SURREY,-122.69771093406703,49.11284957423988
6018 189A St,SURREY,-122.69753618610861,49.111659202701354
18943 60A Ave,SURREY,-122.69752856534198,49.112214919490675
6065 190 St,SURREY,-122.69666524049163,49.112675107277674
6093 190 St,SURREY,-122.69665539276792,49.113414864214946
6047 190 St,SURREY,-122.69664065076891,49.112144942107115
6168 190 St,SURREY,-122.69623723891816,49.114596846202936
19008 60A Ave,SURREY,-122.69616061821117,49.1121950420101
19070 60B Ave,SURREY,-122.69450959562568,49.112931362033805
6324 189 St,SURREY,-122.69949309045371,49.11694725203686
6312 189 St,SURREY,-122.69949012380097,49.11678001888032
18901 63B Ave,SURREY,-122.699347883393,49.11805124538851
18921 63B Ave,SURREY,-122.69892734705039,49.118224840207034
6359 189A St,SURREY,-122.69809465928455,49.11752596726132
6328 189A St,SURREY,-122.69775886363686,49.11730775858409
18963 63B Ave,SURREY,-122.69759068303317,49.11817069965903
18967 62A Ave,SURREY,-122.69746743910969,49.11585251890489
18978 62A Ave,SURREY,-122.69737979337944,49.115617417920454
18988 63B Ave,SURREY,-122.69714803251878,49.11792073421117
6203 190 St,SURREY,-122.69663623563433,49.11536997876852
6240 190 St,SURREY,-122.69621122428259,49.1157628620576
19052 63 Ave,SURREY,-122.69494182577566,49.116686586194255
19061 62A Ave,SURREY,-122.69474012808126,49.11596650412843
19059 63B Ave,SURREY,-122.69472246476104,49.11824428467985
18861 64 Ave,SURREY,-122.69985598777421,49.119356369495755
18888 64 Ave,SURREY,-122.69948415618482,49.11886074077833
6451 189A St,SURREY,-122.69800635662568,49.11980435805407
18951 Fraser Hwy,SURREY,-122.69749357872222,49.1222061235102
18955 64 Ave,SURREY,-122.69750615882396,49.11919484841021
6476 189A St,SURREY,-122.69741232034205,49.119861627504285
18980 64 Ave,SURREY,-122.69711042530064,49.118878999885695
18977 64 Ave,SURREY,-122.69705729270231,49.11920907347702
18992 Fraser Hwy,SURREY,-122.69666862666678,49.12122296274184
19056 Fraser Hwy,SURREY,-122.69499760767246,49.120462223320835
19047 Fraser Hwy,SURREY,-122.69477393407125,49.12104785639286
19069 64 Ave,SURREY,-122.69459083837307,49.11932671690664
18859 67A Ave,SURREY,-122.69973438042558,49.12551654415993
18870 67A Ave,SURREY,-122.69928201348915,49.12530659618861
18912 67A Ave,SURREY,-122.69805082911802,49.12532292994612
18913 67A Ave,SURREY,-122.69800425674147,49.12555553810379
18929 67A Ave,SURREY,-122.6976191058793,49.12557937093042
18956 67A Ave,SURREY,-122.69705237637228,49.12534027527099
18987 67A Ave,SURREY,-122.69656366137525,49.125603307534284
19014 67A Ave,SURREY,-122.69589901693247,49.12536732662044
19015 67A Ave,SURREY,-122.69577783748524,49.12561867994493
19018 67A Ave,SURREY,-122.69577322851133,49.125369008414516
19058 67A Ave,SURREY,-122.6947827068247,49.12515797162257
18862 68 Ave,SURREY,-122.69958872213392,49.12607106138408
18861 68 Ave,SURREY,-122.69954864850669,49.126327584315476
18865 68 Ave,SURREY,-122.69942529903467,49.126330384674304
18879 69A Ave,SURREY,-122.69921216561592,49.12930410778128
18885 69A Ave,SURREY,-122.69902777731023,49.12930830489585
18888 69A Ave,SURREY,-122.69886813699749,49.129118443947114
6880 189 St,SURREY,-122.69827239977595,49.12812586090586
6888 189 St,SURREY,-122.69827136502273,49.128251434453084
18906 68 Ave,SURREY,-122.69811888871158,49.12608983942302
18916 68A Ave,SURREY,-122.69789870646329,49.127026299191805
18935 69 Ave,SURREY,-122.69760915332796,49.12866178276747
18937 69A Ave,SURREY,-122.69757678831856,49.12936415130335
18941 68A Ave,SURREY,-122.69742439363776,49.127261608302724
18955 68 Ave,SURREY,-122.69739135660889,49.12637651477024
18953 68B Ave,SURREY,-122.69722792262446,49.1279684942168
18955 69 Ave,SURREY,-122.69722283312112,49.12867039453833
18957 69A Ave,SURREY,-122.69720225200795,49.129372613964556
18979 68 Ave,SURREY,-122.69691264551037,49.126373584135735
18982 68 Ave,SURREY,-122.6966923925161,49.12612578504672
18984 69 Ave,SURREY,-122.69664905413056,49.128467388930126
18983 68B Ave,SURREY,-122.69664927445457,49.12798145618504
18987 69A Ave,SURREY,-122.69664058315612,49.12938517065348
18991 68A Ave,SURREY,-122.69644492414113,49.127281434105356
6840 190 St,SURREY,-122.69605131894807,49.1269587209118
6914 190 St,SURREY,-122.69602813424245,49.12878878996504
6906 190 St,SURREY,-122.69602577498809,49.1287150571859
19020 68 Ave,SURREY,-122.69564466719483,49.126148485866274
19039 68B Ave,SURREY,-122.69535570955875,49.127972415505766
19035 68A Ave,SURREY,-122.69535657133773,49.1272565349977
19038 69A Ave,SURREY,-122.69516902012928,49.129203045845244
19045 69 Ave,SURREY,-122.69504245620418,49.1286447878999
19053 68A Ave,SURREY,-122.69502618598118,49.127195625438326
19056 68 Ave,SURREY,-122.69502608720491,49.12616108704365
19070 68A Ave,SURREY,-122.69447532004277,49.12693783420248
18869 70A Ave,SURREY,-122.69943599659673,49.13073676501367
18871 71 Ave,SURREY,-122.69936025823671,49.13213157884419
18879 71 Ave,SURREY,-122.69910350927519,49.13213091002346
18887 70A Ave,SURREY,-122.69886841882781,49.130749497972985
18891 71 Ave,SURREY,-122.69871322325423,49.13213330961331
7086 189 St,SURREY,-122.69833054014877,49.13174118829346
18912 70B Ave,SURREY,-122.69803062856381,49.13124133703892
18922 70B Ave,SURREY,-122.69784580643308,49.13124760008318
18930 70A Ave,SURREY,-122.69778782576424,49.13054778384306
18947 71A Ave,SURREY,-122.69746210429916,49.13283211947309
18951 71A Ave,SURREY,-122.6973354001249,49.132834090232485
18981 70A Ave,SURREY,-122.69682462577249,49.130765913854695
18989 71A Ave,SURREY,-122.69667389834264,49.132845810550926
18991 70A Ave,SURREY,-122.69664157985804,49.130773618003914
18992 70B Ave,SURREY,-122.69650480283569,49.13122944375903
18997 70A Ave,SURREY,-122.69644760372015,49.130775177134275
7097 190 St,SURREY,-122.69638703075516,49.13192639766614
6976 190 St,SURREY,-122.69601607399758,49.1295626352454
19036 70 Ave,SURREY,-122.6951617438035,49.12983451224129
18983 72A Ave,SURREY,-122.69812411080298,49.134632722193714
18952 72 Ave,SURREY,-122.69749721932347,49.1334233908663
7245 190 St,SURREY,-122.69636702025241,49.13435155236685
7211 190 St,SURREY,-122.69637017907861,49.13376387249725
19029 72 Ave,SURREY,-122.695588587019,49.133758623803665
18985 72A Ave,SURREY,-122.69527958534776,49.13511627336585
19055 72 Ave,SURREY,-122.69508776064295,49.13377145119652
18921 74 Ave,SURREY,-122.6985538262946,49.137331151648155
19029 74 Ave,SURREY,-122.69553411870731,49.13738043479209
18939 76 Ave,SURREY,-122.69792214003847,49.14100240300701
19005 76 Ave,SURREY,-122.69613244040603,49.14098843987921
19006 76 Ave,SURREY,-122.69611867094628,49.1404816038079
19004 78 Ave,SURREY,-122.69590210228122,49.14423624108547
18875 84 Ave,SURREY,-122.69934514494514,49.15560109825555
18963 84 Ave,SURREY,-122.69648637697046,49.155619189903184
19020 84 Ave,SURREY,-122.69560461080275,49.155293767027516
18914 87A Ave,SURREY,-122.69828189192945,49.16082470398929
18957 86 Ave,SURREY,-122.69754862106885,49.15945856657531
19067 87A Ave,SURREY,-122.69417109185814,49.1614965910854
8880 Harvie Rd,SURREY,-122.69640603017004,49.164204402714745
19033 88 Ave,SURREY,-122.6953294000305,49.16335385538658
9465 189 St,SURREY,-122.69923982400016,49.17491946595997
9530 189 St,SURREY,-122.69865436973882,49.175892383699754
18911 96 Ave,SURREY,-122.69855364602516,49.177184054827656
18919 96 Ave,SURREY,-122.69822257627168,49.177183191087444
9650 190 St,SURREY,-122.69568385086555,49.177926112344636
9712 190 St,SURREY,-122.69566965985024,49.17898746120777
9760 190 St,SURREY,-122.69565363560582,49.179488372047444
19011 96 Ave,SURREY,-122.69525511074167,49.17718081841687
19021 98A Ave,SURREY,-122.6959131826636,49.18185165430772
19031 98A Ave,SURREY,-122.69465637522644,49.1818446267877
4101 192 St,SURREY,-122.69183894825107,49.076479492216826
4325 192 St,SURREY,-122.6915480689921,49.08064040604667
4525 192 St,SURREY,-122.6912794472253,49.084271392176184
4725 192 St,SURREY,-122.69137583886383,49.08805135301338
4671 192 St,SURREY,-122.69108210938711,49.08709336629851
19076 51B Ave,SURREY,-122.69291598251569,49.09685202414771
5225 192 St,SURREY,-122.69344618385364,49.09827556235814
5327 192 St,SURREY,-122.69153658385096,49.09937925933544
5585 192 St,SURREY,-122.69148077945655,49.10408862039811
19074 57 Ave,SURREY,-122.69444502979222,49.106946709706605
19082 Sundale Crt,SURREY,-122.69432101177155,49.10603385774778
19081 Sundale Crt,SURREY,-122.69408819509665,49.106352769079706
19086 57 Ave,SURREY,-122.69402607589946,49.10685294586213
5677 Sundale Pl,SURREY,-122.69326469158068,49.10634222178343
19128 58 Ave,SURREY,-122.6929470588639,49.10786326739346
5609 Sundale Gr,SURREY,-122.69279973550344,49.10472985819037
5675 Sundale Gr,SURREY,-122.69261082653686,49.10595016203614
5734 191A St,SURREY,-122.6924740655764,49.10686600783025
5664 Sundale Gr,SURREY,-122.6923094851684,49.1057375123761
5642 Sundale Gr,SURREY,-122.69229869133395,49.10537702614723
5723 192 St,SURREY,-122.6913699423857,49.10707869169429
19219 Highway 10 (Langley ByPass),SURREY,-122.69058774147702,49.104844236417016
5937 191 St,SURREY,-122.69421339240749,49.10968625805124
5951 191 St,SURREY,-122.69419935700473,49.10991929691053
19143 60 Ave,SURREY,-122.6932093005761,49.111423964064315
19142 59 Ave,SURREY,-122.6928052623088,49.10899498922523
19162 58 Ave,SURREY,-122.69247048313989,49.10793675386807
5929 191A St,SURREY,-122.69226954348666,49.10979029966852
5854 191A St,SURREY,-122.69178590998358,49.108653949271215
5814 192 St,SURREY,-122.69086750676175,49.10805174532418
19224 59 Ave,SURREY,-122.69036295427684,49.10962778566788
6026 190B St,SURREY,-122.69407305221822,49.111989551860404
6170 191 St,SURREY,-122.69364929355253,49.11467636073245
6049 191A St,SURREY,-122.69333259708337,49.112318170463105
6163 191A St,SURREY,-122.69271551031424,49.11443783836372
6177 191A St,SURREY,-122.69270260364591,49.11479780303219
